Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,81.129406,[150  15] ; [11 31],[128.33333333  36.66666667] ; [32.66666667  9.33333333],1
p2,1,0.0,31.43018,[142  21] ; [20 22],[128.8097561  34.1902439] ; [33.1902439  8.8097561],1
p11,1,6e-06,20.499617,[132  33] ; [19 23],[120.36231884  44.63768116] ; [30.63768116 11.36231884],1
v4,1,2.2e-05,17.970996,[160   5] ; [33  9],[153.84057971  11.15942029] ; [39.15942029  2.84057971],1
r4,1,5.5e-05,16.264286,[154  11] ; [30 12],[146.66666667  18.33333333] ; [37.33333333  4.66666667],1
p7,1,0.000255,13.376112,[104  57] ; [14 28],[93.5862069 67.4137931] ; [24.4137931 17.5862069],1
r3,1,0.000505,12.096871,[156   8] ; [33  9],[150.46601942  13.53398058] ; [38.53398058  3.46601942],1
p3,1,0.001028,10.775866,[91 73] ; [11 30],[81.6 82.4] ; [20.4 20.6],0
s6,1,0.001417,10.183665,[115  46] ; [19 23],[106.27586207  54.72413793] ; [27.72413793 14.27586207],0
v1,1,0.001427,10.170802,[70 91] ; [ 7 35],[61.06896552 99.93103448] ; [15.93103448 26.06896552],0
p6,1,0.001656,9.896506,[75 89] ; [ 8 34],[66.0776699 97.9223301] ; [16.9223301 25.0776699],0
b1,1,0.001798,9.744912,[ 62 103] ; [27 15],[70.94202899 94.05797101] ; [18.05797101 23.94202899],0
s8,1,0.002104,9.456883,[87 78] ; [11 31],[78.11594203 86.88405797] ; [19.88405797 22.11594203],0
p4,1,0.00242,9.200237,[109  56] ; [17 25],[100.43478261  64.56521739] ; [25.56521739 16.43478261],0
s5,1,0.003911,8.324497,[65 95] ; [ 7 35],[ 57.02970297 102.97029703] ; [14.97029703 27.02970297],0
n6,1,0.005051,7.860995,[143  22] ; [28 13],[136.96601942  28.03398058] ; [34.03398058  6.96601942],0
n3,1,0.008611,6.901759,[31 12] ; [ 7 12],[26.35483871 16.64516129] ; [11.64516129  7.35483871],0
s7,1,0.012216,6.279284,[84 74] ; [12 27],[76.99492386 81.00507614] ; [19.00507614 19.99492386],0
r1,1,0.013222,6.139138,[141  24] ; [29 13],[135.50724638  29.49275362] ; [34.49275362  7.50724638],0
d2,1,0.01789,5.606927,[109  55] ; [35  6],[115.2  48.8] ; [28.8 12.2],0
n4,1,0.032127,4.59172,[135  30] ; [28 14],[129.92753623  35.07246377] ; [33.07246377  8.92753623],0
a1,1,0.032942,4.548808,[  6 159] ; [ 5 37],[  8.76811594 156.23188406] ; [ 2.23188406 39.76811594],0
p8,1,0.04828,3.900213,[91 74] ; [16 26],[85.28985507 79.71014493] ; [21.71014493 20.28985507],0
n2,1,0.051215,3.801212,[31 13] ; [ 9 11],[27.5 16.5] ; [12.5  7.5],0
n5,1,0.06205,3.481729,[129  36] ; [27 15],[124.34782609  40.65217391] ; [31.65217391 10.34782609],0
r2,1,0.064914,3.407163,[159   3] ; [38  3],[157.21182266   4.78817734] ; [39.78817734  1.21182266],0
