Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v1,1,0.007795,7.080061,[7 6] ; [ 6 31],[3.38 9.62] ; [ 9.62 27.38],0
p8,1,0.029043,4.765052,[5 8] ; [ 4 32],[ 2.3877551 10.6122449] ; [ 6.6122449 29.3877551],0
s1,1,0.067699,3.337953,[ 3 10] ; [ 2 35],[ 1.3 11.7] ; [ 3.7 33.3],0
a3,1,0.076967,3.127802,[11  2] ; [20 15],[8.39583333 4.60416667] ; [22.60416667 12.39583333],0
s6,1,0.095795,2.774184,[5 8] ; [ 6 31],[ 2.86 10.14] ; [ 8.14 28.86],0
v2,1,0.100235,2.701793,[4 9] ; [ 4 32],[ 2.12244898 10.87755102] ; [ 5.87755102 30.12244898],0
r2,1,0.103225,2.654995,[10  2] ; [20 15],[7.65957447 4.34042553] ; [22.34042553 12.65957447],0
p9,1,0.118886,2.43194,[7 6] ; [10 24],[4.70212766 8.29787234] ; [12.29787234 21.70212766],0
s5,1,0.164529,1.932096,[ 3 10] ; [ 3 33],[ 1.59183673 11.40816327] ; [ 4.40816327 31.59183673],0
d3,1,0.191302,1.70756,[8 5] ; [15 22],[5.98 7.02] ; [17.02 19.98],0
p4,1,0.201087,1.634465,[4 8] ; [ 6 31],[2.44897959 9.55102041] ; [ 7.55102041 29.44897959],0
a5,1,0.256039,1.290047,[8 5] ; [16 21],[6.24 6.76] ; [17.76 19.24],0
d5,1,0.26392,1.248076,[9 4] ; [19 18],[7.28 5.72] ; [20.72 16.28],0
d2,1,0.26478,1.243593,[7 6] ; [13 23],[5.30612245 7.69387755] ; [14.69387755 21.30612245],0
s3,1,0.266328,1.235561,[ 2 11] ; [11 24],[3.52083333 9.47916667] ; [ 9.47916667 25.52083333],0
r4,1,0.27289,1.202161,[ 3 10] ; [ 4 33],[ 1.82 11.18] ; [ 5.18 31.82],0
p1,1,0.27289,1.202161,[ 3 10] ; [ 4 33],[ 1.82 11.18] ; [ 5.18 31.82],0
s8,1,0.27289,1.202161,[ 3 10] ; [ 4 33],[ 1.82 11.18] ; [ 5.18 31.82],0
p3,1,0.298379,1.081426,[4 8] ; [ 7 30],[2.69387755 9.30612245] ; [ 8.30612245 28.69387755],0
p10,1,0.311184,1.025645,[6 7] ; [11 25],[4.51020408 8.48979592] ; [12.48979592 23.51020408],0
r1,1,0.314419,1.01202,[7 6] ; [14 23],[5.46 7.54] ; [15.54 21.46],0
b3,1,0.403454,0.698009,[2 5] ; [12 14],[2.96969697 4.03030303] ; [11.03030303 14.96969697],0
b2,1,0.403454,0.698009,[2 5] ; [12 14],[2.96969697 4.03030303] ; [11.03030303 14.96969697],0
p5,1,0.404248,0.695652,[ 1 11] ; [ 1 35],[ 0.5 11.5] ; [ 1.5 34.5],0
n6,1,0.405756,0.691201,[7 6] ; [15 22],[5.72 7.28] ; [16.28 20.72],0
s2,1,0.418459,0.654638,[ 3 10] ; [ 5 32],[ 2.08 10.92] ; [ 5.92 31.08],0
