Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,1e-06,25.139208,[29 14] ; [ 5 34],[17.82926829 25.17073171] ; [16.17073171 22.82926829],1
s2,1,2e-06,22.806492,[39  4] ; [15 22],[29.025 13.975] ; [24.975 12.025],1
s3,1,1.3e-05,19.037106,[37  6] ; [15 23],[27.60493827 15.39506173] ; [24.39506173 13.60493827],1
s5,1,0.004729,7.980235,[25 16] ; [10 25],[18.88157895 22.11842105] ; [16.11842105 18.88157895],0
p8,1,0.01193,6.321176,[18 22] ; [ 7 31],[12.82051282 27.17948718] ; [12.17948718 25.82051282],0
d2,1,0.026647,4.913512,[20 23] ; [ 9 30],[15.20731707 27.79268293] ; [13.79268293 25.20731707],0
n3,1,0.029096,4.761905,[13  1] ; [8 6],[10.5  3.5] ; [10.5  3.5],0
a3,1,0.030232,4.696052,[31 12] ; [19 20],[26.2195122 16.7804878] ; [23.7804878 15.2195122],0
a2,1,0.03601,4.396646,[ 9 34] ; [ 2 37],[ 5.76829268 37.23170732] ; [ 5.23170732 33.76829268],0
p7,1,0.05269,3.75372,[21 17] ; [13 26],[16.77922078 21.22077922] ; [17.22077922 21.77922078],0
s6,1,0.055006,3.6819,[36  6] ; [25 12],[32.43037975  9.56962025] ; [28.56962025  8.43037975],0
r2,1,0.067619,3.339881,[41  1] ; [33  5],[38.85  3.15] ; [35.15  2.85],0
b1,1,0.070526,3.270725,[14 29] ; [ 6 33],[10.48780488 32.51219512] ; [ 9.51219512 29.48780488],0
p6,1,0.086378,2.940621,[13 28] ; [ 6 33],[ 9.7375 31.2625] ; [ 9.2625 29.7375],0
p4,1,0.109722,2.558218,[17 26] ; [ 9 30],[13.63414634 29.36585366] ; [12.36585366 26.63414634],0
a4,1,0.109722,2.558218,[17 26] ; [ 9 30],[13.63414634 29.36585366] ; [12.36585366 26.63414634],0
d5,1,0.112981,2.512024,[34  9] ; [24 14],[30.79012346 12.20987654] ; [27.20987654 10.79012346],0
n4,1,0.130547,2.285993,[27 16] ; [18 21],[23.59756098 19.40243902] ; [21.40243902 17.59756098],0
p2,1,0.13189,2.270118,[34  9] ; [25 14],[30.93902439 12.06097561] ; [28.06097561 10.93902439],0
u3,1,0.163309,1.94332,[9 3] ; [10 10],[7.125 4.875] ; [11.875  8.125],0
n2,1,0.19043,1.714286,[12  2] ; [9 5],[10.5  3.5] ; [10.5  3.5],0
v3,1,0.235524,1.407189,[12 31] ; [ 6 30],[ 9.79746835 33.20253165] ; [ 8.20253165 27.79746835],0
d1,1,0.248384,1.332373,[22 21] ; [15 24],[19.40243902 23.59756098] ; [17.59756098 21.40243902],0
a6,1,0.298658,1.080176,[28 15] ; [21 18],[25.69512195 17.30487805] ; [23.30487805 15.69512195],0
a8,1,0.344743,0.892713,[ 3 35] ; [ 1 34],[ 2.08219178 35.91780822] ; [ 1.91780822 33.08219178],0
v2,1,0.344812,0.892457,[21 20] ; [15 22],[18.92307692 22.07692308] ; [17.07692308 19.92307692],0
p1,1,0.354242,0.858202,[ 3 40] ; [ 1 38],[ 2.09756098 40.90243902] ; [ 1.90243902 37.09756098],0
r4,1,0.437906,0.601765,[36  7] ; [30  9],[34.6097561  8.3902439] ; [31.3902439  7.6097561],0
v1,1,0.456061,0.555544,[17 26] ; [12 26],[15.39506173 27.60493827] ; [13.60493827 24.39506173],0
u2,1,0.465209,0.533333,[7 5] ; [ 9 11],[6. 6.] ; [10. 10.],0
n6,1,0.552245,0.35331,[34  9] ; [32  6],[35.03703704  7.96296296] ; [30.96296296  7.03703704],0
d3,1,0.559671,0.340274,[33 10] ; [27 11],[31.85185185 11.14814815] ; [28.14814815  9.85185185],0
b3,1,0.579534,0.306989,[ 5 21] ; [ 4 11],[ 5.70731707 20.29268293] ; [ 3.29268293 11.70731707],0
b2,1,0.579534,0.306989,[ 5 21] ; [ 4 11],[ 5.70731707 20.29268293] ; [ 3.29268293 11.70731707],0
v4,1,0.583991,0.299826,[40  2] ; [36  3],[39.40740741  2.59259259] ; [36.59259259  2.40740741],0
a5,1,0.599253,0.276123,[24 19] ; [24 15],[25.17073171 17.82926829] ; [22.82926829 16.17073171],0
p12,1,0.615155,0.252737,[ 2 41] ; [ 1 38],[ 1.57317073 41.42682927] ; [ 1.42682927 37.57317073],0
n1,1,0.662521,0.190476,[ 3 11] ; [ 4 10],[ 3.5 10.5] ; [ 3.5 10.5],0
p9,1,0.693591,0.155225,[34  7] ; [31  8],[33.3125  7.6875] ; [31.6875  7.3125],0
n5,1,0.736935,0.112839,[28 15] ; [24 15],[27.26829268 15.73170732] ; [24.73170732 14.26829268],0
b5,1,0.750137,0.101416,[29 14] ; [25 14],[28.31707317 14.68292683] ; [25.68292683 13.31707317],0
p11,1,0.750137,0.101416,[29 14] ; [25 14],[28.31707317 14.68292683] ; [25.68292683 13.31707317],0
r1,1,0.750137,0.101416,[29 14] ; [25 14],[28.31707317 14.68292683] ; [25.68292683 13.31707317],0
d4,1,0.817098,0.05349,[31 12] ; [29 10],[31.46341463 11.53658537] ; [28.53658537 10.46341463],0
r3,1,0.847482,0.036992,[36  6] ; [34  5],[36.2962963  5.7037037] ; [33.7037037  5.2962963],0
p10,1,0.85849,0.03179,[33  9] ; [30  9],[32.66666667  9.33333333] ; [30.33333333  8.66666667],0
a7,1,0.872348,0.025817,[31 12] ; [28 10],[31.32098765 11.67901235] ; [27.67901235 10.32098765],0
b4,1,0.956665,0.002953,[24 19] ; [22 17],[24.12195122 18.87804878] ; [21.87804878 17.12195122],0
