Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.005383,7.746087,[38  9] ; [6 8],[33.90163934 13.09836066] ; [10.09836066  3.90163934],0
v3,1,0.019882,5.422235,[19 28] ; [ 1 13],[15.40983607 31.59016393] ; [4.59016393 9.40983607],0
s5,1,0.026702,4.909984,[19 28] ; [ 1 12],[15.66666667 31.33333333] ; [4.33333333 8.66666667],0
s7,1,0.06218,3.478261,[35 11] ; [7 7],[32.2 13.8] ; [9.8 4.2],0
p7,1,0.074214,3.187271,[36 12] ; [7 7],[33.29032258 14.70967742] ; [9.70967742 4.29032258],0
p6,1,0.078445,3.096828,[19 29] ; [ 2 12],[16.25806452 31.74193548] ; [4.74193548 9.25806452],0
d2,1,0.078445,3.096828,[19 29] ; [ 2 12],[16.25806452 31.74193548] ; [4.74193548 9.25806452],0
p10,1,0.096758,2.758177,[42  5] ; [10  4],[40.06557377  6.93442623] ; [11.93442623  2.06557377],0
p4,1,0.107553,2.589808,[32 16] ; [6 8],[29.41935484 18.58064516] ; [8.58064516 5.41935484],0
n6,1,0.15027,2.069505,[42  6] ; [10  4],[40.25806452  7.74193548] ; [11.74193548  2.25806452],0
s4,1,0.188697,1.727758,[11 37] ; [ 1 13],[ 9.29032258 38.70967742] ; [ 2.70967742 11.29032258],0
v2,1,0.249466,1.326289,[24 21] ; [5 9],[22.11864407 22.88135593] ; [6.88135593 7.11864407],0
v1,1,0.249553,1.325802,[26 20] ; [5 8],[24.16949153 21.83050847] ; [6.83050847 6.16949153],0
s2,1,0.27952,1.169422,[31 16] ; [7 7],[29.27868852 17.72131148] ; [8.72131148 5.27868852],0
p3,1,0.280868,1.162884,[25 23] ; [5 9],[23.22580645 24.77419355] ; [6.77419355 7.22580645],0
a6,1,0.308352,1.037722,[27 21] ; [10  4],[28.64516129 19.35483871] ; [8.35483871 5.64516129],0
r2,1,0.344054,0.895267,[44  3] ; [12  2],[43.14754098  3.85245902] ; [12.85245902  1.14754098],0
p8,1,0.345887,0.888491,[24 24] ; [5 9],[22.4516129 25.5483871] ; [6.5483871 7.4516129],0
a4,1,0.395248,0.722737,[16 32] ; [ 3 11],[14.70967742 33.29032258] ; [4.29032258 9.70967742],0
b1,1,0.419524,0.651648,[23 25] ; [5 9],[21.67741935 26.32258065] ; [6.32258065 7.67741935],0
d5,1,0.456238,0.555109,[26 22] ; [6 8],[24.77419355 23.22580645] ; [7.22580645 6.77419355],0
p2,1,0.485163,0.487236,[37 11] ; [12  2],[37.93548387 10.06451613] ; [11.06451613  2.93548387],0
b2,1,0.488313,0.480242,[12 23] ; [2 7],[11.13636364 23.86363636] ; [2.86363636 6.13636364],0
b3,1,0.488313,0.480242,[12 23] ; [2 7],[11.13636364 23.86363636] ; [2.86363636 6.13636364],0
b5,1,0.501648,0.451449,[26 22] ; [9 5],[27.09677419 20.90322581] ; [7.90322581 6.09677419],0
p9,1,0.540057,0.375435,[41  7] ; [11  3],[40.25806452  7.74193548] ; [11.74193548  2.25806452],0
b4,1,0.543524,0.369048,[23 25] ; [8 6],[24. 24.] ; [7. 7.],0
u3,1,0.61193,0.257374,[11  9] ; [4 2],[11.53846154  8.46153846] ; [3.46153846 2.53846154],0
n1,1,0.681777,0.168132,[8 5] ; [2 2],[7.64705882 5.35294118] ; [2.35294118 1.64705882],0
a2,1,0.687324,0.161998,[ 5 43] ; [ 2 12],[ 5.41935484 42.58064516] ; [ 1.58064516 12.41935484],0
a7,1,0.689536,0.159588,[28 20] ; [9 5],[28.64516129 19.35483871] ; [8.35483871 5.64516129],0
s6,1,0.706543,0.141755,[39  8] ; [11  3],[38.52459016  8.47540984] ; [11.47540984  2.52459016],0
r4,1,0.715443,0.132901,[43  5] ; [13  1],[43.35483871  4.64516129] ; [12.64516129  1.35483871],0
a5,1,0.717285,0.131109,[30 18] ; [8 6],[29.41935484 18.58064516] ; [8.58064516 5.41935484],0
r1,1,0.724498,0.124224,[35 11] ; [10  4],[34.5 11.5] ; [10.5  3.5],0
p11,1,0.788153,0.072205,[36 12] ; [10  4],[35.61290323 12.38709677] ; [10.38709677  3.61290323],0
s3,1,0.812562,0.056227,[32 15] ; [10  4],[32.36065574 14.63934426] ; [9.63934426 4.36065574],0
a8,1,0.81578,0.054278,[ 8 36] ; [ 2 11],[ 7.71929825 36.28070175] ; [ 2.28070175 10.71929825],0
u2,1,0.829399,0.046429,[11  9] ; [3 3],[10.76923077  9.23076923] ; [3.23076923 2.76923077],0
d1,1,0.904759,0.014317,[ 3 45] ; [ 1 13],[ 3.09677419 44.90322581] ; [ 0.90322581 13.09677419],0
d3,1,0.906723,0.013729,[11 37] ; [ 3 11],[10.83870968 37.16129032] ; [ 3.16129032 10.83870968],0
a3,1,0.936694,0.006309,[28 20] ; [8 6],[27.87096774 20.12903226] ; [8.12903226 5.87096774],0
p1,1,0.97781,0.000774,[ 7 41] ; [ 2 12],[ 6.96774194 41.03225806] ; [ 2.03225806 11.96774194],0
