Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d5,1,0.017977,5.598344,[17  6] ; [10 15],[12.9375 10.0625] ; [14.0625 10.9375],0
u3,1,0.033277,4.531469,[5 6] ; [ 1 12],[2.75 8.25] ; [3.25 9.75],0
a6,1,0.045249,4.009342,[13 10] ; [ 7 18],[ 9.58333333 13.41666667] ; [10.41666667 14.58333333],0
r3,1,0.08477,2.970991,[16  6] ; [12 13],[13.10638298  8.89361702] ; [14.89361702 10.10638298],0
b1,1,0.084886,2.968777,[ 9 14] ; [16  9],[11.97916667 11.02083333] ; [13.02083333 11.97916667],0
n5,1,0.087099,2.927193,[11 12] ; [18  7],[13.89583333  9.10416667] ; [15.10416667  9.89583333],0
s8,1,0.093006,2.821565,[ 6 17] ; [ 2 23],[ 3.83333333 19.16666667] ; [ 4.16666667 20.83333333],0
v2,1,0.095948,2.771645,[10 13] ; [ 5 19],[ 7.34042553 15.65957447] ; [ 7.65957447 16.34042553],0
d4,1,0.102172,2.671304,[18  5] ; [14 11],[15.33333333  7.66666667] ; [16.66666667  8.33333333],0
u2,1,0.107364,2.592596,[7 4] ; [4 9],[5.04166667 5.95833333] ; [5.95833333 7.04166667],0
s2,1,0.118513,2.436868,[ 3 20] ; [ 8 17],[ 5.27083333 17.72916667] ; [ 5.72916667 19.27083333],0
d1,1,0.145194,2.122031,[ 9 14] ; [ 5 20],[ 6.70833333 16.29166667] ; [ 7.29166667 17.70833333],0
d3,1,0.154009,2.032083,[13 10] ; [ 9 16],[10.54166667 12.45833333] ; [11.45833333 13.54166667],0
a5,1,0.156692,2.005863,[12 11] ; [ 8 17],[ 9.58333333 13.41666667] ; [10.41666667 14.58333333],0
p7,1,0.172707,1.859289,[ 5 18] ; [10 15],[ 7.1875 15.8125] ; [ 7.8125 17.1875],0
p1,1,0.186766,1.742948,[ 1 22] ; [ 4 21],[ 2.39583333 20.60416667] ; [ 2.60416667 22.39583333],0
s3,1,0.21022,1.56991,[ 4 19] ; [ 8 16],[ 5.87234043 17.12765957] ; [ 6.12765957 17.87234043],0
v4,1,0.242501,1.365995,[14  9] ; [11 14],[11.97916667 11.02083333] ; [13.02083333 11.97916667],0
p6,1,0.254863,1.296447,[ 3 19] ; [ 1 23],[ 1.91304348 20.08695652] ; [ 2.08695652 21.91304348],0
p10,1,0.311775,1.023143,[12 11] ; [ 9 15],[10.27659574 12.72340426] ; [10.72340426 13.27659574],0
p5,1,0.337932,0.918261,[ 1 22] ; [ 3 22],[ 1.91666667 21.08333333] ; [ 2.08333333 22.91666667],0
