Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.142041,2.155711,[1 2] ; [10  3],[2.0625 0.9375] ; [8.9375 4.0625],0
b2,1,0.226104,1.465201,[2 1] ; [12  1],[2.625 0.375] ; [11.375  1.625],0
p1,1,0.226104,1.465201,[1 2] ; [ 1 12],[0.375 2.625] ; [ 1.625 11.375],0
s8,1,0.226104,1.465201,[2 1] ; [12  1],[2.625 0.375] ; [11.375  1.625],0
b3,1,0.226104,1.465201,[2 1] ; [12  1],[2.625 0.375] ; [11.375  1.625],0
p7,1,0.247004,1.340171,[1 2] ; [9 4],[1.875 1.125] ; [8.125 4.875],0
v1,1,0.325892,0.965152,[2 1] ; [9 1],[2.53846154 0.46153846] ; [8.46153846 1.53846154],0
a2,1,0.37472,0.787953,[1 2] ; [8 5],[1.6875 1.3125] ; [7.3125 5.6875],0
b5,1,0.37472,0.787953,[1 2] ; [8 5],[1.6875 1.3125] ; [7.3125 5.6875],0
p2,1,0.472789,0.51545,[2 1] ; [11  2],[2.4375 0.5625] ; [10.5625  2.4375],0
d3,1,0.472789,0.51545,[2 1] ; [11  2],[2.4375 0.5625] ; [10.5625  2.4375],0
b4,1,0.521839,0.410256,[1 2] ; [7 6],[1.5 1.5] ; [6.5 6.5],0
v2,1,0.630701,0.231111,[2 1] ; [8 2],[2.30769231 0.69230769] ; [7.69230769 2.30769231],0
a4,1,0.711531,0.136752,[2 1] ; [10  3],[2.25 0.75] ; [9.75 3.25],0
p3,1,0.711531,0.136752,[2 1] ; [10  3],[2.25 0.75] ; [9.75 3.25],0
u1,1,0.868645,0.02735,[1 2] ; [5 8],[1.125 1.875] ; [4.875 8.125],0
a7,1,0.931175,0.007459,[2 1] ; [9 4],[2.0625 0.9375] ; [8.9375 4.0625],0
