Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,32.96983,[116  28] ; [11 24],[102.16759777  41.83240223] ; [24.83240223 10.16759777],1
s3,1,1e-06,23.846497,[113  30] ; [13 22],[101.2247191  41.7752809] ; [24.7752809 10.2247191],1
s7,1,2e-06,22.656826,[122  16] ; [18 16],[112.3255814  25.6744186] ; [27.6744186  6.3255814],1
s5,1,0.000241,13.483578,[79 63] ; [ 7 27],[69.38636364 72.61363636] ; [16.61363636 17.38636364],1
d5,1,0.026215,4.941752,[132  13] ; [28  8],[128.17679558  16.82320442] ; [31.82320442  4.17679558],0
u3,1,0.052263,3.767325,[22  8] ; [1 3],[20.29411765  9.70588235] ; [2.70588235 1.29411765],0
b2,1,0.054809,3.687888,[38 57] ; [18 12],[42.56 52.44] ; [13.44 16.56],0
b3,1,0.054809,3.687888,[38 57] ; [18 12],[42.56 52.44] ; [13.44 16.56],0
p11,1,0.05748,3.608647,[119  27] ; [34  2],[122.73626374  23.26373626] ; [30.26373626  5.73626374],0
p2,1,0.111377,2.53458,[123  23] ; [34  2],[125.94505495  20.05494505] ; [31.05494505  4.94505495],0
u1,1,0.165981,1.918872,[ 36 110] ; [ 5 31],[ 32.89010989 113.10989011] ; [ 8.10989011 27.89010989],0
v2,1,0.187849,1.73441,[115  30] ; [32  4],[117.76243094  27.23756906] ; [29.23756906  6.76243094],0
a3,1,0.216336,1.52851,[116  29] ; [32  4],[118.56353591  26.43646409] ; [29.43646409  6.56353591],0
a7,1,0.217186,1.522871,[93 52] ; [27  9],[96.13259669 48.86740331] ; [23.86740331 12.13259669],0
b5,1,0.233784,1.417691,[85 61] ; [17 19],[81.82417582 64.17582418] ; [20.17582418 15.82417582],0
n4,1,0.244497,1.354475,[128  18] ; [34  2],[129.95604396  16.04395604] ; [32.04395604  3.95604396],0
r3,1,0.249755,1.324672,[143   3] ; [34  2],[141.98901099   4.01098901] ; [35.01098901  0.98901099],0
a2,1,0.258694,1.275735,[ 42 104] ; [ 7 29],[ 39.30769231 106.69230769] ; [ 9.69230769 26.30769231],0
p10,1,0.260834,1.264324,[130  15] ; [29  6],[128.08333333  16.91666667] ; [30.91666667  4.08333333],0
p5,1,0.283675,1.1494,[ 32 114] ; [ 5 31],[ 29.68131868 116.31868132] ; [ 7.31868132 28.68131868],0
a8,1,0.298576,1.080542,[ 19 113] ; [ 7 25],[ 20.92682927 111.07317073] ; [ 5.07317073 26.92682927],0
p4,1,0.398733,0.712145,[100  46] ; [22 14],[97.86813187 48.13186813] ; [24.13186813 11.86813187],0
n1,1,0.402784,0.7,[12 18] ; [3 2],[12.85714286 17.14285714] ; [2.14285714 2.85714286],0
u2,1,0.421885,0.645059,[21  9] ; [2 2],[20.29411765  9.70588235] ; [2.70588235 1.29411765],0
