Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,2.2e-05,17.978391,[56 12] ; [22 27],[45.33333333 22.66666667] ; [32.66666667 16.33333333],1
s8,1,3.2e-05,17.286624,[44 24] ; [13 37],[32.84745763 35.15254237] ; [24.15254237 25.84745763],1
s6,1,0.000135,14.566246,[66  2] ; [35 13],[59.20689655  8.79310345] ; [41.79310345  6.20689655],1
s3,1,0.00161,9.948596,[55 12] ; [27 22],[47.36206897 19.63793103] ; [34.63793103 14.36206897],0
a3,1,0.004942,7.90066,[54 14] ; [27 22],[47.07692308 20.92307692] ; [33.92307692 15.07692308],0
v3,1,0.012716,6.208243,[18 49] ; [ 4 44],[12.8173913 54.1826087] ; [ 9.1826087 38.8173913],0
p6,1,0.015494,5.859451,[39 29] ; [17 32],[32.54700855 35.45299145] ; [23.45299145 25.54700855],0
s4,1,0.017843,5.611502,[26 41] ; [ 9 40],[20.21551724 46.78448276] ; [14.78448276 34.21551724],0
p4,1,0.031102,4.647298,[48 20] ; [25 24],[42.42735043 25.57264957] ; [30.57264957 18.42735043],0
v4,1,0.034602,4.464703,[67  1] ; [44  5],[64.51282051  3.48717949] ; [46.48717949  2.51282051],0
u1,1,0.040051,4.215704,[15 53] ; [ 4 46],[10.94915254 57.05084746] ; [ 8.05084746 41.94915254],0
p7,1,0.040347,4.203225,[48 18] ; [26 22],[42.84210526 23.15789474] ; [31.15789474 16.84210526],0
u3,1,0.064695,3.412733,[11  3] ; [11 12],[8.32432432 5.67567568] ; [13.67567568  9.32432432],0
a6,1,0.071767,3.242131,[35 33] ; [34 16],[39.76271186 28.23728814] ; [29.23728814 20.76271186],0
r4,1,0.072356,3.228738,[64  4] ; [42  8],[61.08474576  6.91525424] ; [44.91525424  5.08474576],0
n4,1,0.073649,3.199766,[54 13] ; [33 17],[49.82051282 17.17948718] ; [37.17948718 12.82051282],0
d3,1,0.08265,3.012012,[51 17] ; [30 20],[46.6779661 21.3220339] ; [34.3220339 15.6779661],0
p3,1,0.088135,2.908114,[38 30] ; [20 30],[33.42372881 34.57627119] ; [24.57627119 25.42372881],0
s1,1,0.117889,2.445151,[ 6 60] ; [ 1 48],[ 4.0173913 61.9826087] ; [ 2.9826087 46.0173913],0
d5,1,0.130546,2.286002,[56 11] ; [36 14],[52.68376068 14.31623932] ; [39.31623932 10.68376068],0
b2,1,0.132636,2.261373,[23 23] ; [ 9 19],[19.89189189 26.10810811] ; [12.10810811 15.89189189],0
b3,1,0.132636,2.261373,[23 23] ; [ 9 19],[19.89189189 26.10810811] ; [12.10810811 15.89189189],0
r3,1,0.133945,2.246181,[64  4] ; [43  7],[61.66101695  6.33898305] ; [45.33898305  4.66101695],0
a2,1,0.175088,1.838831,[18 50] ; [ 8 42],[14.98305085 53.01694915] ; [11.01694915 38.98305085],0
p9,1,0.221776,1.492842,[60  7] ; [40  9],[57.75862069  9.24137931] ; [42.24137931  6.75862069],0
d4,1,0.229699,1.442726,[55 12] ; [45  5],[57.26495726  9.73504274] ; [42.73504274  7.26495726],0
r2,1,0.23279,1.42373,[65  3] ; [45  5],[63.38983051  4.61016949] ; [46.61016949  3.38983051],0
a4,1,0.239882,1.381288,[36 32] ; [21 29],[32.84745763 35.15254237] ; [24.15254237 25.84745763],0
d1,1,0.288818,1.125124,[42 26] ; [26 24],[39.18644068 28.81355932] ; [28.81355932 21.18644068],0
r1,1,0.290955,1.115198,[55 12] ; [37 13],[52.68376068 14.31623932] ; [39.31623932 10.68376068],0
n5,1,0.306426,1.046019,[52 16] ; [34 16],[49.55932203 18.44067797] ; [36.44067797 13.55932203],0
p10,1,0.310294,1.029426,[59  8] ; [39  9],[57.09565217  9.90434783] ; [40.90434783  7.09565217],0
u2,1,0.329889,0.949333,[9 5] ; [11 12],[7.56756757 6.43243243] ; [12.43243243 10.56756757],0
n6,1,0.340524,0.908457,[60  8] ; [41  9],[58.20338983  9.79661017] ; [42.79661017  7.20338983],0
p5,1,0.380799,0.76812,[14 54] ; [ 7 42],[12.20512821 55.79487179] ; [ 8.79487179 40.20512821],0
a1,1,0.414865,0.664816,[ 3 65] ; [ 4 46],[ 4.03389831 63.96610169] ; [ 2.96610169 47.03389831],0
a7,1,0.427724,0.628995,[40 28] ; [33 17],[42.06779661 25.93220339] ; [30.93220339 19.06779661],0
p11,1,0.489227,0.478226,[54 14] ; [37 13],[52.44067797 15.55932203] ; [38.55932203 11.44067797],0
a8,1,0.522307,0.409336,[ 9 53] ; [ 5 43],[ 7.89090909 54.10909091] ; [ 6.10909091 41.89090909],0
