Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,1e-06,25.258581,[17 40] ; [75 31],[32.17177914 24.82822086] ; [59.82822086 46.17177914],1
d5,1,1.4e-05,18.907066,[27 30] ; [86 21],[39.27439024 17.72560976] ; [73.72560976 33.27439024],1
r3,1,3.8e-05,16.987403,[31 26] ; [90 17],[42.05487805 14.94512195] ; [78.94512195 28.05487805],1
r4,1,7.2e-05,15.749678,[25 32] ; [81 27],[36.61818182 20.38181818] ; [69.38181818 38.61818182],1
a2,1,0.000119,14.802022,[ 2 55] ; [31 77],[11.4 45.6] ; [21.6 86.4],1
r2,1,0.000194,13.89129,[37 18] ; [97 10],[45.49382716  9.50617284] ; [88.50617284 18.49382716],1
a6,1,0.000287,13.152548,[21 36] ; [71 36],[31.97560976 25.02439024] ; [60.02439024 46.97560976],1
r1,1,0.000597,11.785881,[28 29] ; [81 26],[37.88414634 19.11585366] ; [71.11585366 35.88414634],1
d1,1,0.001643,9.9112,[16 41] ; [58 50],[25.56363636 31.43636364] ; [48.43636364 59.56363636],0
v4,1,0.002682,9.011872,[37 19] ; [93 15],[44.3902439 11.6097561] ; [85.6097561 22.3902439],0
s6,1,0.00675,7.338276,[17 40] ; [56 52],[25.21818182 31.78181818] ; [47.78181818 60.21818182],0
b5,1,0.016122,5.789474,[27 30] ; [72 36],[34.2 22.8] ; [64.8 43.2],0
a5,1,0.018631,5.535853,[25 32] ; [68 40],[32.12727273 24.87272727] ; [60.87272727 47.12727273],0
u1,1,0.019251,5.47859,[ 2 55] ; [17 91],[ 6.56363636 50.43636364] ; [12.43636364 95.56363636],0
p9,1,0.025498,4.989728,[20 34] ; [58 46],[26.65822785 27.34177215] ; [51.34177215 52.65822785],0
d4,1,0.026568,4.918662,[33 23] ; [81 26],[39.16564417 16.83435583] ; [74.83435583 32.16564417],0
b1,1,0.029708,4.726119,[36 21] ; [49 59],[29.36363636 27.63636364] ; [55.63636364 52.36363636],0
u3,1,0.042205,4.126984,[ 8 18] ; [22 17],[12. 14.] ; [18. 21.],0
a4,1,0.042325,4.122154,[15 41] ; [46 61],[20.95705521 35.04294479] ; [40.04294479 66.95705521],0
n4,1,0.05259,3.756904,[40 17] ; [59 49],[34.2 22.8] ; [64.8 43.2],0
b3,1,0.071923,3.238568,[15 18] ; [15 41],[11.12359551 21.87640449] ; [18.87640449 37.12359551],0
b2,1,0.071923,3.238568,[15 18] ; [15 41],[11.12359551 21.87640449] ; [18.87640449 37.12359551],0
p7,1,0.087268,2.924059,[18 37] ; [50 57],[23.08641975 31.91358025] ; [44.91358025 62.08641975],0
u2,1,0.099662,2.710948,[ 7 19] ; [18 20],[10.15625 15.84375] ; [14.84375 23.15625],0
p2,1,0.113955,2.498504,[27 29] ; [66 42],[31.75609756 24.24390244] ; [61.24390244 46.75609756],0
n3,1,0.152251,2.04955,[12 14] ; [25 14],[14.8 11.2] ; [22.2 16.8],0
a1,1,0.203663,1.615909,[ 7 50] ; [  7 101],[ 4.83636364 52.16363636] ; [ 9.16363636 98.83636364],0
p6,1,0.222155,1.490396,[ 8 47] ; [24 82],[10.93167702 44.06832298] ; [21.06832298 84.93167702],0
p10,1,0.223586,1.481209,[19 37] ; [46 59],[22.60869565 33.39130435] ; [42.39130435 62.60869565],0
n6,1,0.237677,1.394319,[31 25] ; [70 38],[34.48780488 21.51219512] ; [66.51219512 41.48780488],0
a3,1,0.241334,1.372787,[31 26] ; [67 38],[34.48148148 22.51851852] ; [63.51851852 41.48148148],0
b4,1,0.264527,1.244909,[27 30] ; [61 47],[30.4 26.6] ; [57.6 50.4],0
n5,1,0.275506,1.189128,[38 19] ; [62 45],[34.75609756 22.24390244] ; [65.24390244 41.75609756],0
d2,1,0.309652,1.032161,[21 35] ; [49 58],[24.04907975 31.95092025] ; [45.95092025 61.04907975],0
s7,1,0.362707,0.828499,[13 38] ; [33 68],[15.43421053 35.56578947] ; [30.56578947 70.43421053],0
p1,1,0.364929,0.820859,[ 3 54] ; [10 98],[ 4.49090909 52.50909091] ; [ 8.50909091 99.49090909],0
p3,1,0.369759,0.804473,[15 41] ; [36 71],[17.52147239 38.47852761] ; [33.47852761 73.52147239],0
v3,1,0.421329,0.646607,[18 36] ; [28 75],[15.82165605 38.17834395] ; [30.17834395 72.82165605],0
p4,1,0.440567,0.594805,[18 37] ; [42 66],[20.24539877 34.75460123] ; [39.75460123 68.24539877],0
s3,1,0.483036,0.492,[21 34] ; [47 60],[23.08641975 31.91358025] ; [44.91358025 62.08641975],0
v2,1,0.516327,0.421223,[19 36] ; [41 62],[20.88607595 34.11392405] ; [39.11392405 63.88607595],0
v1,1,0.532877,0.388901,[18 39] ; [39 68],[19.81097561 37.18902439] ; [37.18902439 69.81097561],0
s4,1,0.537715,0.379791,[ 6 51] ; [15 93],[ 7.25454545 49.74545455] ; [13.74545455 94.25454545],0
s2,1,0.563741,0.333268,[17 40] ; [37 71],[18.65454545 38.34545455] ; [35.34545455 72.65454545],0
p12,1,0.643767,0.213849,[ 1 56] ; [  1 107],[ 0.69090909 56.30909091] ; [  1.30909091 106.69090909],0
p8,1,0.646107,0.210843,[16 40] ; [34 72],[17.28395062 38.71604938] ; [32.71604938 73.28395062],0
a8,1,0.694037,0.15475,[ 3 51] ; [ 7 90],[ 3.57615894 50.42384106] ; [ 6.42384106 90.57615894],0
n2,1,0.748132,0.103108,[15 13] ; [23 17],[15.64705882 12.35294118] ; [22.35294118 17.64705882],0
s8,1,0.762856,0.091043,[11 46] ; [23 85],[11.74545455 45.25454545] ; [22.25454545 85.74545455],0
p5,1,0.847715,0.036878,[ 3 53] ; [  5 102],[ 2.74846626 53.25153374] ; [  5.25153374 101.74846626],0
s1,1,0.903374,0.014738,[ 5 52] ; [10 97],[ 5.21341463 51.78658537] ; [ 9.78658537 97.21341463],0
n1,1,0.945563,0.004662,[11 17] ; [15 24],[10.86567164 17.13432836] ; [15.13432836 23.86567164],0
u4,1,0.96446,0.001985,[ 1 56] ; [  2 106],[ 1.03636364 55.96363636] ; [  1.96363636 106.03636364],0
