Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,3e-06,21.949689,[30 35] ; [122  34],[44.70588235 20.29411765] ; [107.29411765  48.70588235],1
p2,1,0.000629,11.688391,[50 17] ; [143  13],[57.98654709  9.01345291] ; [135.01345291  20.98654709],1
p8,1,0.001127,10.606468,[29 35] ; [106  48],[39.63302752 24.36697248] ; [95.36697248 58.63302752],0
p3,1,0.001735,9.81057,[29 38] ; [102  53],[39.53603604 27.46396396] ; [91.46396396 63.53603604],0
n5,1,0.004442,8.093477,[48 19] ; [138  20],[55.38666667 11.61333333] ; [130.61333333  27.38666667],0
p6,1,0.010127,6.612486,[18 47] ; [71 82],[26.53669725 38.46330275] ; [62.46330275 90.53669725],0
s7,1,0.011383,6.404575,[30 33] ; [98 50],[38.21800948 24.78199052] ; [89.78199052 58.21800948],0
s2,1,0.012937,6.177763,[30 36] ; [99 57],[38.35135135 27.64864865] ; [90.64864865 65.35135135],0
p5,1,0.013317,6.126551,[ 5 62] ; [ 33 124],[11.36607143 55.63392857] ; [ 26.63392857 130.36607143],0
s3,1,0.039907,4.221813,[32 32] ; [100  54],[38.75229358 25.24770642] ; [93.24770642 60.75229358],0
r4,1,0.048727,3.884735,[58  9] ; [150   9],[61.66371681  5.33628319] ; [146.33628319  12.66371681],0
p7,1,0.062174,3.47843,[40 25] ; [112  39],[45.74074074 19.25925926] ; [106.25925926  44.74074074],0
s5,1,0.112148,2.523689,[21 43] ; [68 85],[26.24884793 37.75115207] ; [62.75115207 90.24884793],0
s4,1,0.119637,2.422067,[13 54] ; [ 18 138],[ 9.31390135 57.68609865] ; [ 21.68609865 134.31390135],0
p9,1,0.131762,2.271621,[56 10] ; [142  13],[59.13122172  6.86877828] ; [138.86877828  16.13122172],0
p11,1,0.14583,2.115339,[52 15] ; [136  23],[55.73451327 11.26548673] ; [132.26548673  26.73451327],0
n3,1,0.146212,2.111335,[14  3] ; [16 10],[11.86046512  5.13953488] ; [18.13953488  7.86046512],0
p10,1,0.15166,2.055479,[56 11] ; [140  15],[59.15315315  7.84684685] ; [136.84684685  18.15315315],0
b1,1,0.19171,1.704426,[20 47] ; [62 97],[24.30973451 42.69026549] ; [ 57.69026549 101.30973451],0
s6,1,0.218965,1.511143,[42 23] ; [113  42],[45.79545455 19.20454545] ; [109.20454545  45.79545455],0
s8,1,0.253502,1.303903,[35 31] ; [95 60],[38.82352941 27.17647059] ; [91.17647059 63.82352941],0
b4,1,0.256336,1.28844,[45 22] ; [94 65],[41.2079646 25.7920354] ; [97.7920354 61.2079646],0
a4,1,0.25812,1.278812,[44 23] ; [91 67],[40.2 26.8] ; [94.8 63.2],0
a5,1,0.290792,1.115949,[54 13] ; [137  22],[56.62389381 10.37610619] ; [134.37610619  24.62389381],0
