Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,3e-06,21.949689,[30 35] ; [122  34],[44.70588235 20.29411765] ; [107.29411765  48.70588235],1
n4,1,0.295389,1.094894,[56 11] ; [141  18],[58.40265487  8.59734513] ; [138.59734513  20.40265487],0
p12,1,0.312405,1.020482,[ 8 59] ; [ 27 129],[10.51569507 56.48430493] ; [ 24.48430493 131.51569507],0
r2,1,0.319184,0.992287,[62  4] ; [152   5],[63.33632287  2.66367713] ; [150.66367713   6.33632287],0
a2,1,0.350542,0.871495,[28 39] ; [ 56 103],[24.90265487 42.09734513] ; [59.09734513 99.90265487],0
n6,1,0.397837,0.714854,[59  8] ; [143  13],[60.69058296  6.30941704] ; [141.30941704  14.69058296],0
n1,1,0.410582,0.677116,[ 3 12] ; [ 8 17],[ 4.125 10.875] ; [ 6.875 18.125],0
r1,1,0.45433,0.559826,[56 11] ; [138  20],[57.76888889  9.23111111] ; [136.23111111  21.76888889],0
a7,1,0.493036,0.469893,[53 13] ; [121  38],[51.04 14.96] ; [122.96  36.04],0
s1,1,0.495245,0.465111,[ 1 64] ; [  5 153],[ 1.74887892 63.25112108] ; [  4.25112108 153.74887892],0
p1,1,0.50281,0.449001,[ 6 61] ; [ 19 139],[ 7.44444444 59.55555556] ; [ 17.55555556 140.44444444],0
d4,1,0.525441,0.403201,[65  1] ; [156   1],[65.40807175  0.59192825] ; [155.59192825   1.40807175],0
n2,1,0.550868,0.355765,[13  4] ; [17  8],[12.14285714  4.85714286] ; [17.85714286  7.14285714],0
u2,1,0.558746,0.34188,[6 4] ; [21  9],[6.75 3.25] ; [20.25  9.75],0
a1,1,0.582908,0.301557,[ 7 60] ; [ 13 146],[ 5.92920354 61.07079646] ; [ 14.07079646 144.92920354],0
a6,1,0.585237,0.297845,[51 16] ; [114  43],[49.35267857 17.64732143] ; [115.64732143  41.35267857],0
a3,1,0.595321,0.282111,[57 10] ; [129  28],[55.63392857 11.36607143] ; [130.36607143  26.63392857],0
d2,1,0.663599,0.189182,[51 15] ; [117  40],[49.72197309 16.27802691] ; [118.27802691  38.72197309],0
u3,1,0.701883,0.14652,[6 4] ; [20 10],[6.5 3.5] ; [19.5 10.5],0
v2,1,0.717322,0.131073,[53 12] ; [132  26],[53.92376682 11.07623318] ; [131.07623318  26.92376682],0
a8,1,0.794086,0.068126,[ 9 49] ; [ 19 116],[ 8.41450777 49.58549223] ; [ 19.58549223 115.41450777],0
d3,1,0.796622,0.06642,[59  8] ; [141  17],[59.55555556  7.44444444] ; [140.44444444  17.55555556],0
v4,1,0.833099,0.044406,[64  2] ; [154   4],[64.23214286  1.76785714] ; [153.76785714   4.23214286],0
u1,1,0.856034,0.032915,[19 48] ; [ 47 112],[19.56637168 47.43362832] ; [ 46.43362832 112.56637168],0
b2,1,0.895609,0.017216,[18 29] ; [41 63],[18.36423841 28.63576159] ; [40.63576159 63.36423841],0
b3,1,0.895609,0.017216,[18 29] ; [41 63],[18.36423841 28.63576159] ; [40.63576159 63.36423841],0
b5,1,0.924482,0.008985,[40 27] ; [96 63],[40.31858407 26.68141593] ; [95.68141593 63.31858407],0
r3,1,0.978905,0.000699,[63  2] ; [154   5],[62.96875  2.03125] ; [154.03125   4.96875],0
