Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,34.833016,[23 38] ; [105  25],[40.87958115 20.12041885] ; [87.12041885 42.87958115],1
d3,1,0.0,25.720737,[32 29] ; [113  18],[46.06770833 14.93229167] ; [98.93229167 32.06770833],1
a2,1,7e-06,20.31118,[ 4 57] ; [50 82],[17.06735751 43.93264249] ; [36.93264249 95.06735751],1
u1,1,0.001403,10.202038,[ 6 55] ; [41 91],[14.85492228 46.14507772] ; [32.14507772 99.85492228],0
b5,1,0.003165,8.709584,[25 36] ; [84 48],[34.4507772 26.5492228] ; [74.5492228 57.4507772],0
s8,1,0.003577,8.486877,[54  7] ; [89 40],[45.91052632 15.08947368] ; [97.08947368 31.91052632],0
d1,1,0.003918,8.321426,[32 29] ; [97 35],[40.77202073 20.22797927] ; [88.22797927 43.77202073],0
n4,1,0.005067,7.855315,[60  1] ; [112  20],[54.3626943  6.6373057] ; [117.6373057  14.3626943],0
b3,1,0.01225,6.27433,[28 18] ; [34 55],[21.12592593 24.87407407] ; [40.87407407 48.12592593],0
b2,1,0.01225,6.27433,[28 18] ; [34 55],[21.12592593 24.87407407] ; [40.87407407 48.12592593],0
b4,1,0.020279,5.387744,[28 33] ; [84 48],[35.39896373 25.60103627] ; [76.60103627 55.39896373],0
p12,1,0.025978,4.957509,[ 3 57] ; [ 22 110],[ 7.8125 52.1875] ; [ 17.1875 114.8125],0
u3,1,0.044368,4.0425,[3 5] ; [19  6],[5.33333333 2.66666667] ; [16.66666667  8.33333333],0
p1,1,0.053604,3.724991,[ 4 57] ; [ 22 109],[ 8.26041667 52.73958333] ; [ 17.73958333 113.26041667],0
n5,1,0.069369,3.297884,[57  4] ; [110  21],[53.05729167  7.94270833] ; [113.94270833  17.05729167],0
v2,1,0.084484,2.976459,[43 17] ; [109  23],[47.5 12.5] ; [104.5  27.5],0
b1,1,0.140393,2.173651,[29 32] ; [48 84],[24.33678756 36.66321244] ; [52.66321244 79.33678756],0
a1,1,0.151285,2.059244,[ 8 53] ; [  9 123],[ 5.37305699 55.62694301] ; [ 11.62694301 120.37305699],0
r4,1,0.157021,2.002686,[55  6] ; [126   6],[57.20725389  3.79274611] ; [123.79274611   8.20725389],0
p3,1,0.172142,1.864194,[43 18] ; [79 52],[38.76041667 22.23958333] ; [83.23958333 47.76041667],0
r1,1,0.172784,1.858621,[49 12] ; [115  16],[52.10416667  8.89583333] ; [111.89583333  19.10416667],0
d2,1,0.174641,1.842648,[29 32] ; [76 55],[33.359375 27.640625] ; [71.640625 59.359375],0
s2,1,0.183195,1.771513,[48 13] ; [91 40],[44.16145833 16.83854167] ; [94.83854167 36.16145833],0
s6,1,0.218543,1.513912,[53  6] ; [107  22],[50.21276596  8.78723404] ; [109.78723404  19.21276596],0
