Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.0,169.487803,[357   6] ; [46 46],[321.51428571  41.48571429] ; [81.48571429 10.51428571],1
r2,1,0.0,146.677168,[352   9] ; [46 43],[319.28444444  41.71555556] ; [78.71555556 10.28444444],1
r1,1,0.0,117.871836,[304  57] ; [26 67],[262.40088106  98.59911894] ; [67.59911894 25.40088106],1
v4,1,0.0,112.000942,[349  12] ; [53 39],[320.35761589  40.64238411] ; [81.64238411 10.35761589],1
p11,1,0.0,45.375925,[286  77] ; [41 53],[259.73960613 103.26039387] ; [67.26039387 26.73960613],1
p2,1,0.0,35.661232,[284  78] ; [44 49],[260.95824176 101.04175824] ; [67.04175824 25.95824176],1
a7,1,1e-06,25.231905,[273  90] ; [45 48],[253.14473684 109.85526316] ; [64.85526316 28.14473684],1
p9,1,1e-06,24.911214,[280  79] ; [46 43],[261.23660714  97.76339286] ; [64.76339286 24.23660714],1
p10,1,1e-06,23.547637,[273  87] ; [46 46],[254.07079646 105.92920354] ; [64.92920354 27.07079646],1
d5,1,2e-06,22.463854,[287  75] ; [52 42],[269.11842105  92.88157895] ; [69.88157895 24.11842105],1
a6,1,5e-06,21.012343,[260 102] ; [44 50],[241.33333333 120.66666667] ; [62.66666667 31.33333333],1
a1,1,8e-06,19.903977,[  8 355] ; [12 82],[ 15.88621444 347.11378556] ; [ 4.11378556 89.88621444],1
s6,1,1.7e-05,18.53901,[197 163] ; [28 66],[178.41409692 181.58590308] ; [46.58590308 47.41409692],1
n6,1,1.7e-05,18.484487,[287  76] ; [52 39],[271.05066079  91.94933921] ; [67.94933921 23.05066079],1
v2,1,0.0001,15.140872,[177 164] ; [26 64],[160.61020882 180.38979118] ; [42.38979118 47.61020882],1
s8,1,0.000148,14.398512,[118 244] ; [12 82],[103.20175439 258.79824561] ; [26.79824561 67.20175439],1
p7,1,0.000158,14.278314,[183 175] ; [26 64],[167.01339286 190.98660714] ; [41.98660714 48.01339286],1
a5,1,0.000176,14.076239,[256 107] ; [47 47],[240.6761488 122.3238512] ; [62.3238512 31.6761488],1
p3,1,0.001169,10.538372,[139 223] ; [19 74],[125.70549451 236.29450549] ; [32.29450549 60.70549451],0
d1,1,0.001323,10.310162,[191 172] ; [32 62],[177.13129103 185.86870897] ; [45.86870897 48.13129103],0
p4,1,0.001702,9.846027,[166 195] ; [26 67],[152.66960352 208.33039648] ; [39.33039648 53.66960352],0
s3,1,0.00283,8.913709,[173 186] ; [28 63],[160.35333333 198.64666667] ; [40.64666667 50.35333333],0
s1,1,0.005775,7.619282,[  9 351] ; [ 8 85],[ 13.50993377 346.49006623] ; [ 3.49006623 89.50993377],0
d3,1,0.006368,7.443148,[240 122] ; [48 46],[228.63157895 133.36842105] ; [59.36842105 34.63157895],0
b1,1,0.007545,7.138299,[127 236] ; [47 47],[138.21006565 224.78993435] ; [35.78993435 58.21006565],0
s2,1,0.008375,6.95153,[134 227] ; [21 72],[123.24889868 237.75110132] ; [31.75110132 61.24889868],0
u3,1,0.013002,6.168801,[68 53] ; [13 26],[61.25625 59.74375] ; [19.74375 19.25625],0
v3,1,0.013108,6.154499,[124 218] ; [21 72],[114. 228.] ; [31. 62.],0
p8,1,0.013457,6.107982,[147 213] ; [25 68],[136.68874172 223.31125828] ; [35.31125828 57.68874172],0
u2,1,0.014092,6.02663,[69 52] ; [13 25],[62.40251572 58.59748428] ; [19.59748428 18.40251572],0
d4,1,0.016371,5.762535,[278  83] ; [61 33],[268.96483516  92.03516484] ; [70.03516484 23.96483516],0
v1,1,0.017315,5.664161,[159 192] ; [29 63],[148.95711061 202.04288939] ; [39.04288939 52.95711061],0
b5,1,0.022667,5.193875,[232 131] ; [48 46],[222.40700219 140.59299781] ; [57.59299781 36.40700219],0
a4,1,0.026868,4.899262,[146 215] ; [26 67],[136.76651982 224.23348018] ; [35.23348018 57.76651982],0
n2,1,0.026976,4.892322,[62 22] ; [27 22],[56.21052632 27.78947368] ; [32.78947368 16.21052632],0
n4,1,0.030176,4.699234,[260 102] ; [56 37],[251.41098901 110.58901099] ; [64.58901099 28.41098901],0
s7,1,0.03382,4.50376,[122 222] ; [21 68],[113.6073903 230.3926097] ; [29.3926097 59.6073903],0
a8,1,0.038748,4.271879,[ 46 285] ; [ 5 82],[ 40.38516746 290.61483254] ; [10.61483254 76.38516746],0
u1,1,0.044965,4.019966,[ 51 312] ; [ 6 88],[ 45.27571116 317.72428884] ; [11.72428884 82.27571116],0
a2,1,0.053808,3.718632,[ 74 289] ; [11 83],[ 67.51641138 295.48358862] ; [17.48358862 76.51641138],0
n3,1,0.069765,3.288546,[58 24] ; [27 22],[53.20610687 28.79389313] ; [31.79389313 17.20610687],0
p1,1,0.11509,2.482904,[ 16 345] ; [ 8 86],[ 19.04175824 341.95824176] ; [ 4.95824176 89.04175824],0
n5,1,0.120221,2.414437,[251 109] ; [57 36],[244.76821192 115.23178808] ; [63.23178808 29.76821192],0
d2,1,0.129207,2.302001,[156 206] ; [32 61],[149.57362637 212.42637363] ; [38.42637363 54.57362637],0
b2,1,0.196552,1.667808,[ 60 154] ; [20 34],[ 63.88059701 150.11940299] ; [16.11940299 37.88059701],0
b3,1,0.196552,1.667808,[ 60 154] ; [20 34],[ 63.88059701 150.11940299] ; [16.11940299 37.88059701],0
a3,1,0.197189,1.663075,[240 122] ; [55 38],[234.7032967 127.2967033] ; [60.2967033 32.7032967],0
s4,1,0.226573,1.462249,[ 41 320] ; [15 79],[ 44.43076923 316.56923077] ; [11.56923077 82.43076923],0
p12,1,0.246233,1.344552,[ 12 349] ; [ 1 92],[ 10.33700441 350.66299559] ; [ 2.66299559 90.33700441],0
p5,1,0.64191,0.216253,[ 12 347] ; [ 4 88],[ 12.73614191 346.26385809] ; [ 3.26385809 88.73614191],0
n1,1,0.910592,0.012609,[28 55] ; [17 32],[28.29545455 54.70454545] ; [16.70454545 32.29545455],0
b4,1,0.943595,0.005006,[210 153] ; [54 40],[209.69803063 153.30196937] ; [54.30196937 39.69803063],0
