Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n6,1,0.0,62.356226,[467  38] ; [51 31],[445.63884157  59.36115843] ; [72.36115843  9.63884157],1
p10,1,0.0,29.236832,[432  68] ; [51 31],[414.94845361  85.05154639] ; [68.05154639 13.94845361],1
p9,1,2.2e-05,17.966312,[432  66] ; [56 26],[419.00689655  78.99310345] ; [68.99310345 13.00689655],1
s6,1,7.3e-05,15.732458,[364 131] ; [42 39],[348.90625 146.09375] ; [57.09375 23.90625],1
s5,1,0.00021,13.742397,[191 298] ; [13 63],[176.55929204 312.44070796] ; [27.44070796 48.55929204],1
p4,1,0.000835,11.16137,[334 167] ; [39 43],[320.53687822 180.46312178] ; [52.46312178 29.53687822],1
v1,1,0.001321,10.313552,[300 197] ; [33 47],[286.83015598 210.16984402] ; [46.16984402 33.83015598],0
s2,1,0.001322,10.311745,[280 218] ; [30 51],[266.63212435 231.36787565] ; [43.36787565 37.63212435],0
p5,1,0.001493,10.087584,[ 77 423] ; [ 2 80],[ 67.86941581 432.13058419] ; [11.13058419 70.86941581],0
p8,1,0.003256,8.658206,[285 209] ; [33 49],[272.72916667 221.27083333] ; [45.27083333 36.72916667],0
v3,1,0.004008,8.280305,[229 259] ; [23 55],[217.27208481 270.72791519] ; [34.72791519 43.27208481],0
s3,1,0.014275,6.003812,[300 194] ; [38 44],[289.88194444 204.11805556] ; [48.11805556 33.88194444],0
p7,1,0.020569,5.362944,[333 157] ; [45 37],[323.81118881 166.18881119] ; [54.18881119 27.81118881],0
p12,1,0.020616,5.358987,[ 53 448] ; [ 2 79],[ 47.34536082 453.65463918] ; [ 7.65463918 73.34536082],0
u1,1,0.038308,4.291285,[120 387] ; [11 71],[112.762309 394.237691] ; [18.237691 63.762309],0
d1,1,0.038674,4.275135,[332 175] ; [44 38],[323.65365025 183.34634975] ; [52.34634975 29.65365025],0
r2,1,0.040979,4.176863,[493  11] ; [76  5],[490.21538462  13.78461538] ; [78.78461538  2.21538462],0
n1,1,0.044192,4.049192,[46 46] ; [ 4 13],[42.20183486 49.79816514] ; [7.79816514 9.20183486],0
p3,1,0.049238,3.86723,[279 223] ; [36 46],[270.77054795 231.22945205] ; [44.22945205 37.77054795],0
s8,1,0.051949,3.777403,[253 247] ; [32 50],[244.84536082 255.15463918] ; [40.15463918 41.84536082],0
s7,1,0.081133,3.042049,[273 208] ; [35 41],[265.97486535 215.02513465] ; [42.02513465 33.97486535],0
p2,1,0.084836,2.969726,[430  73] ; [64 18],[424.75555556  78.24444444] ; [69.24444444 12.75555556],0
p11,1,0.091375,2.849974,[417  90] ; [61 21],[411.4533107  95.5466893] ; [66.5466893 15.4533107],0
n2,1,0.124804,2.355977,[72 22] ; [10  7],[69.44144144 24.55855856] ; [12.55855856  4.44144144],0
n3,1,0.139335,2.185284,[64 28] ; [14  2],[66.44444444 25.55555556] ; [11.55555556  4.44444444],0
a2,1,0.155446,2.017976,[150 357] ; [18 64],[144.61120543 362.38879457] ; [23.38879457 58.61120543],0
d2,1,0.171706,1.86799,[280 223] ; [39 43],[274.28547009 228.71452991] ; [44.71452991 37.28547009],0
r3,1,0.192904,1.695298,[483  21] ; [81  1],[485.07849829  18.92150171] ; [78.92150171  3.07849829],0
v4,1,0.215849,1.531758,[489  17] ; [76  5],[487.03577513  18.96422487] ; [77.96422487  3.03577513],0
p6,1,0.216929,1.524572,[206 292] ; [28 54],[200.91724138 297.08275862] ; [33.08275862 48.91724138],0
d5,1,0.25119,1.316675,[425  79] ; [65 17],[421.4334471  82.5665529] ; [68.5665529 13.4334471],0
a8,1,0.253069,1.306279,[ 79 372] ; [ 9 65],[ 75.59619048 375.40380952] ; [12.40380952 61.59619048],0
a1,1,0.262365,1.256232,[ 27 480] ; [ 2 80],[ 24.96264856 482.03735144] ; [ 4.03735144 77.96264856],0
b3,1,0.272009,1.206588,[131 192] ; [18 37],[127.32010582 195.67989418] ; [21.67989418 33.32010582],0
b2,1,0.272009,1.206588,[131 192] ; [18 37],[127.32010582 195.67989418] ; [21.67989418 33.32010582],0
