Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,51.764613,[199 107] ; [ 48 112],[162.19313305 143.80686695] ; [84.80686695 75.19313305],1
a4,1,0.0,48.636014,[157 148] ; [ 29 131],[122. 183.] ; [64. 96.],1
d2,1,0.0,48.373621,[169 135] ; [ 35 125],[133.65517241 170.34482759] ; [70.34482759 89.65517241],1
d5,1,0.0,41.978974,[262  43] ; [94 65],[234.00862069  70.99137931] ; [121.99137931  37.00862069],1
a3,1,0.0,37.295055,[231  75] ; [75 84],[201.36774194 104.63225806] ; [104.63225806  54.36774194],1
r1,1,0.0,26.306084,[258  45] ; [103  57],[236.24838013  66.75161987] ; [124.75161987  35.24838013],1
a6,1,0.0,25.479196,[224  81] ; [80 80],[199.39784946 105.60215054] ; [104.60215054  55.39784946],1
n4,1,1e-06,24.203378,[233  72] ; [86 73],[209.6875  95.3125] ; [109.3125  49.6875],1
u1,1,1e-06,23.382995,[ 56 250] ; [  4 156],[ 39.39914163 266.60085837] ; [ 20.60085837 139.39914163],1
d4,1,1.4e-05,18.906832,[264  41] ; [111  48],[246.49784483  58.50215517] ; [128.50215517  30.49784483],1
n5,1,0.001422,10.176466,[218  86] ; [90 68],[202.66666667 101.33333333] ; [105.33333333  52.66666667],0
r4,1,0.001433,10.163062,[281  25] ; [131  29],[270.54077253  35.45922747] ; [141.45922747  18.54077253],0
v1,1,0.00334,8.61192,[150 148] ; [ 56 100],[135.21585903 162.78414097] ; [70.78414097 85.21585903],0
a7,1,0.00344,8.55795,[232  74] ; [100  59],[218.47741935  87.52258065] ; [113.52258065  45.47741935],0
s7,1,0.003441,8.557516,[130 165] ; [ 46 108],[115.63474388 179.36525612] ; [60.36525612 93.63474388],0
d3,1,0.003575,8.487768,[222  83] ; [94 64],[208.16414687  96.83585313] ; [107.83585313  50.16414687],0
s6,1,0.008007,7.031943,[196 104] ; [82 74],[182.89473684 117.10526316] ; [95.10526316 60.89473684],0
p4,1,0.010434,6.559312,[125 178] ; [ 46 112],[112.39262473 190.60737527] ; [58.60737527 99.39262473],0
s8,1,0.026198,4.942918,[119 185] ; [ 46 114],[108.10344828 195.89655172] ; [ 56.89655172 103.10344828],0
