Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,2e-06,22.933586,[21 93] ; [26 20],[33.4875 80.5125] ; [13.5125 32.4875],1
p8,1,9.8e-05,15.17894,[19 97] ; [21 25],[28.64197531 87.35802469] ; [11.35802469 34.64197531],1
p7,1,0.000496,12.129212,[26 84] ; [24 22],[35.25641026 74.74358974] ; [14.74358974 31.25641026],1
r4,1,0.002208,9.368248,[73 44] ; [40  6],[81.11042945 35.88957055] ; [31.88957055 14.11042945],0
n6,1,0.003582,8.484553,[67 49] ; [37  8],[74.93167702 41.06832298] ; [29.06832298 15.93167702],0
p6,1,0.005752,7.626316,[ 14 101] ; [14 32],[20. 95.] ; [ 8. 38.],0
s6,1,0.016314,5.768714,[44 72] ; [27 19],[50.83950617 65.16049383] ; [20.16049383 25.83950617],0
p10,1,0.024751,5.041213,[52 62] ; [30 16],[58.425 55.575] ; [23.575 22.425],0
v4,1,0.02862,4.790346,[85 31] ; [41  5],[90.22222222 25.77777778] ; [35.77777778 10.22222222],0
r3,1,0.02862,4.790346,[85 31] ; [41  5],[90.22222222 25.77777778] ; [35.77777778 10.22222222],0
n5,1,0.028878,4.774894,[72 43] ; [37  9],[77.85714286 37.14285714] ; [31.14285714 14.85714286],0
s8,1,0.040437,4.199442,[29 87] ; [19 27],[34.37037037 81.62962963] ; [13.62962963 32.37037037],0
r1,1,0.046844,3.950984,[69 47] ; [35 11],[74.4691358 41.5308642] ; [29.5308642 16.4691358],0
p11,1,0.057367,3.611911,[57 60] ; [30 16],[62.44785276 54.55214724] ; [24.55214724 21.44785276],0
v2,1,0.06261,3.466854,[40 68] ; [24 21],[45.17647059 62.82352941] ; [18.82352941 26.17647059],0
n4,1,0.072549,3.224381,[71 45] ; [35 11],[75.90123457 40.09876543] ; [30.09876543 15.90123457],0
n3,1,0.07559,3.157269,[23 21] ; [9 2],[25.6 18.4] ; [6.4 4.6],0
n2,1,0.087193,2.925441,[31 17] ; [10  1],[33.3559322 14.6440678] ; [7.6440678 3.3559322],0
p9,1,0.089931,2.875601,[54 58] ; [29 17],[58.83544304 53.16455696] ; [24.16455696 21.83544304],0
s3,1,0.125087,2.35244,[42 72] ; [23 23],[46.3125 67.6875] ; [18.6875 27.3125],0
r2,1,0.150439,2.067795,[93 20] ; [42  4],[95.94339623 17.05660377] ; [39.05660377  6.94339623],0
s2,1,0.153174,2.040349,[37 80] ; [20 26],[40.91411043 76.08588957] ; [16.08588957 29.91411043],0
a5,1,0.210007,1.571378,[69 48] ; [32 14],[72.49693252 44.50306748] ; [28.50306748 17.49693252],0
b5,1,0.221305,1.495891,[64 53] ; [30 16],[67.47239264 49.52760736] ; [26.52760736 19.47239264],0
s5,1,0.275775,1.187793,[18 96] ; [10 33],[20.33121019 93.66878981] ; [ 7.66878981 35.33121019],0
a7,1,0.331097,0.944604,[66 50] ; [30 16],[68.74074074 47.25925926] ; [27.25925926 18.74074074],0
s7,1,0.346109,0.887672,[35 76] ; [17 26],[37.48051948 73.51948052] ; [14.51948052 28.48051948],0
a3,1,0.3551,0.855148,[74 41] ; [26 20],[71.42857143 43.57142857] ; [28.57142857 17.42857143],0
n1,1,0.415812,0.662121,[23 23] ; [4 7],[21.78947368 24.21052632] ; [5.21052632 5.78947368],0
v1,1,0.424923,0.636661,[38 78] ; [17 26],[40.12578616 75.87421384] ; [14.87421384 28.12578616],0
d3,1,0.426047,0.633576,[61 55] ; [21 25],[58.71604938 57.28395062] ; [23.28395062 22.71604938],0
a6,1,0.438669,0.599761,[68 48] ; [30 16],[70.17283951 45.82716049] ; [27.82716049 18.17283951],0
a1,1,0.457841,0.551167,[ 12 105] ; [ 3 43],[ 10.76687117 106.23312883] ; [ 4.23312883 41.76687117],0
p5,1,0.513617,0.42669,[  7 107] ; [ 4 40],[  7.93670886 106.06329114] ; [ 3.06329114 40.93670886],0
d2,1,0.522692,0.408578,[55 60] ; [19 26],[53.1875 61.8125] ; [20.8125 24.1875],0
u3,1,0.530451,0.393528,[20 23] ; [11  9],[21.15873016 21.84126984] ; [ 9.84126984 10.15873016],0
u4,1,0.552244,0.353313,[  3 114] ; [ 2 44],[  3.58895706 113.41104294] ; [ 1.41104294 44.58895706],0
a8,1,0.560291,0.3392,[ 12 101] ; [ 6 37],[13.03846154 99.96153846] ; [ 4.96153846 38.03846154],0
a2,1,0.569627,0.323306,[25 92] ; [ 8 38],[23.68711656 93.31288344] ; [ 9.31288344 36.68711656],0
s1,1,0.647395,0.2092,[ 10 105] ; [ 3 43],[  9.28571429 105.71428571] ; [ 3.71428571 42.28571429],0
b2,1,0.668609,0.183233,[28 48] ; [12 17],[28.95238095 47.04761905] ; [11.04761905 17.95238095],0
b3,1,0.668609,0.183233,[28 48] ; [12 17],[28.95238095 47.04761905] ; [11.04761905 17.95238095],0
d4,1,0.71693,0.131453,[84 32] ; [32 14],[83.0617284 32.9382716] ; [32.9382716 13.0617284],0
u2,1,0.725374,0.123402,[23 19] ; [10 10],[22.35483871 19.64516129] ; [10.64516129  9.35483871],0
d5,1,0.741261,0.109021,[75 41] ; [31 15],[75.90123457 40.09876543] ; [30.09876543 15.90123457],0
a4,1,0.761613,0.092029,[47 68] ; [20 26],[47.85714286 67.14285714] ; [19.14285714 26.85714286],0
d1,1,0.799115,0.064766,[56 61] ; [21 25],[55.26993865 61.73006135] ; [21.73006135 24.26993865],0
p1,1,0.831473,0.045289,[  9 108] ; [ 4 42],[  9.33128834 107.66871166] ; [ 3.66871166 42.33128834],0
b4,1,0.852573,0.034535,[68 49] ; [26 20],[67.47239264 49.52760736] ; [26.52760736 19.47239264],0
v3,1,0.89784,0.016484,[38 70] ; [15 29],[37.65789474 70.34210526] ; [15.34210526 28.65789474],0
b1,1,0.960829,0.002412,[59 58] ; [23 23],[58.85889571 58.14110429] ; [23.14110429 22.85889571],0
u1,1,0.969494,0.001463,[ 15 102] ; [ 6 40],[ 15.07361963 101.92638037] ; [ 5.92638037 40.07361963],0
p12,1,0.983193,0.000444,[  5 112] ; [ 2 44],[  5.02453988 111.97546012] ; [ 1.97546012 44.02453988],0
