Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.0,51.581914,[ 9 43] ; [64 15],[28.97709924 23.02290076] ; [44.02290076 34.97709924],1
d3,1,0.0,30.715385,[20 32] ; [68 12],[34.66666667 17.33333333] ; [53.33333333 26.66666667],1
d5,1,0.0,26.391292,[32 20] ; [77  3],[42.93939394  9.06060606] ; [66.06060606 13.93939394],1
a4,1,5.9e-05,16.128983,[10 42] ; [43 36],[21.03816794 30.96183206] ; [31.96183206 47.03816794],1
a2,1,8.3e-05,15.482523,[ 2 50] ; [26 54],[11.03030303 40.96969697] ; [16.96969697 63.03030303],1
a5,1,0.001597,9.963223,[25 27] ; [60 20],[33.48484848 18.51515152] ; [51.51515152 28.48484848],0
u1,1,0.002251,9.332522,[ 2 50] ; [19 61],[ 8.27272727 43.72727273] ; [12.72727273 67.27272727],0
a3,1,0.027969,4.830007,[28 24] ; [58 22],[33.87878788 18.12121212] ; [52.12121212 27.87878788],0
n2,1,0.035116,4.439547,[12  2] ; [17 15],[8.82608696 5.17391304] ; [20.17391304 11.82608696],0
p4,1,0.088363,2.903946,[15 36] ; [35 44],[19.61538462 31.38461538] ; [30.38461538 48.61538462],0
s8,1,0.145099,2.123028,[ 8 43] ; [21 58],[11.37692308 39.62307692] ; [17.62307692 61.37692308],0
p8,1,0.161309,1.96191,[14 38] ; [31 49],[17.72727273 34.27272727] ; [27.27272727 52.72727273],0
b2,1,0.19374,1.688947,[11 15] ; [15 39],[ 8.45 17.55] ; [17.55 36.45],0
b3,1,0.19374,1.688947,[11 15] ; [15 39],[ 8.45 17.55] ; [17.55 36.45],0
u3,1,0.225932,1.466291,[11 13] ; [14  8],[13.04347826 10.95652174] ; [11.95652174 10.04347826],0
n6,1,0.238082,1.391918,[31 21] ; [55 24],[34.13740458 17.86259542] ; [51.86259542 27.13740458],0
r2,1,0.242718,1.364741,[43  9] ; [70  8],[45.2  6.8] ; [67.8 10.2],0
n5,1,0.256486,1.287625,[24 28] ; [45 35],[27.18181818 24.81818182] ; [41.81818182 38.18181818],0
n3,1,0.276718,1.183137,[9 5] ; [15 17],[7.30434783 6.69565217] ; [16.69565217 15.30434783],0
