Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,6e-06,20.357576,[67 28] ; [11 28],[55.29850746 39.70149254] ; [22.70149254 16.29850746],1
s3,1,5.8e-05,16.17745,[68 25] ; [14 25],[57.77272727 35.22727273] ; [24.22727273 14.77272727],1
s5,1,6.1e-05,16.064678,[44 48] ; [ 4 34],[33.96923077 58.03076923] ; [14.03076923 23.96923077],1
r4,1,0.002068,9.48796,[86  9] ; [27 12],[80.1119403 14.8880597] ; [32.8880597  6.1119403],0
p9,1,0.015181,5.895316,[78 14] ; [25 13],[72.89230769 19.10769231] ; [30.10769231  7.89230769],0
u2,1,0.069385,3.297514,[14  6] ; [4 7],[11.61290323  8.38709677] ; [6.38709677 4.61290323],0
v4,1,0.088734,2.8972,[88  6] ; [32  6],[85.45454545  8.54545455] ; [34.54545455  3.45454545],0
p1,1,0.096894,2.755932,[11 84] ; [ 1 38],[ 8.50746269 86.49253731] ; [ 3.49253731 35.50746269],0
a7,1,0.098754,2.725556,[74 21] ; [25 14],[70.18656716 24.81343284] ; [28.81343284 10.18656716],0
n5,1,0.111926,2.526816,[70 23] ; [24 15],[66.22727273 26.77272727] ; [27.77272727 11.22727273],0
b2,1,0.138877,2.190356,[20 44] ; [12 13],[23.01123596 40.98876404] ; [ 8.98876404 16.01123596],0
b3,1,0.138877,2.190356,[20 44] ; [12 13],[23.01123596 40.98876404] ; [ 8.98876404 16.01123596],0
r2,1,0.171571,1.869162,[90  4] ; [34  4],[88.3030303  5.6969697] ; [35.6969697  2.3030303],0
r3,1,0.190768,1.711679,[89  4] ; [35  4],[87.36363636  5.63636364] ; [36.63636364  2.36363636],0
a2,1,0.196716,1.666593,[30 65] ; [ 8 31],[26.94029851 68.05970149] ; [11.05970149 27.94029851],0
p5,1,0.197093,1.663784,[12 83] ; [ 2 37],[ 9.92537313 85.07462687] ; [ 4.07462687 34.92537313],0
s1,1,0.209227,1.576765,[ 8 85] ; [ 1 38],[ 6.34090909 86.65909091] ; [ 2.65909091 36.34090909],0
b4,1,0.2473,1.338491,[59 36] ; [20 19],[56.00746269 38.99253731] ; [22.99253731 16.00746269],0
s4,1,0.250288,1.321698,[26 69] ; [ 7 32],[23.39552239 71.60447761] ; [ 9.60447761 29.39552239],0
v3,1,0.251335,1.31587,[35 58] ; [10 27],[32.19230769 60.80769231] ; [12.80769231 24.19230769],0
n1,1,0.261366,1.261508,[ 8 13] ; [7 5],[ 9.54545455 11.45454545] ; [5.45454545 6.54545455],0
p4,1,0.335791,0.926435,[62 33] ; [22 17],[59.55223881 35.44776119] ; [24.44776119 14.55223881],0
p6,1,0.356096,0.851613,[39 54] ; [13 26],[36.63636364 56.36363636] ; [15.36363636 23.63636364],0
d3,1,0.360703,0.835446,[70 24] ; [26 13],[67.84962406 26.15037594] ; [28.15037594 10.84962406],0
n6,1,0.376373,0.782515,[78 16] ; [29  9],[76.1969697 17.8030303] ; [30.8030303  7.1969697],0
p3,1,0.379147,0.773467,[53 42] ; [18 20],[50.71428571 44.28571429] ; [20.28571429 17.71428571],0
p12,1,0.390017,0.738889,[ 6 89] ; [ 1 37],[ 5. 90.] ; [ 2. 36.],0
p11,1,0.407431,0.686286,[69 26] ; [31  8],[70.89552239 24.10447761] ; [29.10447761  9.89552239],0
v2,1,0.473219,0.51445,[51 43] ; [18 20],[49.13636364 44.86363636] ; [19.86363636 18.13636364],0
