Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.0,44.889562,[ 61 106] ; [97 31],[89.4440678 77.5559322] ; [68.5559322 59.4440678],1
p3,1,0.0,31.017344,[ 44 124] ; [75 54],[ 67.31313131 100.68686869] ; [51.68686869 77.31313131],1
p4,1,0.0,29.440874,[ 49 118] ; [79 51],[71.97306397 95.02693603] ; [56.02693603 73.97306397],1
p2,1,7e-06,20.221345,[108  59] ; [113  16],[124.68581081  42.31418919] ; [96.31418919 32.68581081],1
p10,1,2.3e-05,17.908544,[99 68] ; [106  23],[115.65878378  51.34121622] ; [89.34121622 39.65878378],1
p9,1,2.8e-05,17.559929,[102  64] ; [108  21],[118.16949153  47.83050847] ; [91.83050847 37.16949153],1
p6,1,5.4e-05,16.28686,[ 28 139] ; [48 80],[ 43.02372881 123.97627119] ; [32.97627119 95.02372881],1
p11,1,0.003915,8.322759,[115  53] ; [108  22],[125.71812081  42.28187919] ; [97.28187919 32.71812081],0
s8,1,0.004219,8.186911,[ 23 145] ; [35 95],[ 32.69798658 135.30201342] ; [ 25.30201342 104.69798658],0
v1,1,0.00445,8.090344,[ 59 106] ; [67 61],[70.9556314 94.0443686] ; [55.0443686 72.9556314],0
d1,1,0.005206,7.806398,[76 92] ; [80 50],[87.94630872 80.05369128] ; [68.05369128 61.94630872],0
n6,1,0.00527,7.784445,[114  54] ; [106  23],[124.44444444  43.55555556] ; [95.55555556 33.44444444],0
v4,1,0.005296,7.775614,[146  20] ; [125   4],[152.49491525  13.50508475] ; [118.50508475  10.49491525],0
v2,1,0.016955,5.701063,[71 90] ; [74 53],[81.05902778 79.94097222] ; [63.94097222 63.05902778],0
r1,1,0.020982,5.328268,[114  54] ; [103  26],[122.74747475  45.25252525] ; [94.25252525 34.74747475],0
a7,1,0.022861,5.179011,[106  60] ; [99 31],[114.96621622  51.03378378] ; [90.03378378 39.96621622],0
p12,1,0.022897,5.176284,[  1 166] ; [  6 123],[  3.94932432 163.05067568] ; [  3.05067568 125.94932432],0
a5,1,0.028229,4.81402,[101  67] ; [94 36],[109.93288591  58.06711409] ; [85.06711409 44.93288591],0
p1,1,0.031413,4.630258,[  9 158] ; [ 16 113],[ 14.10472973 152.89527027] ; [ 10.89527027 118.10472973],0
d3,1,0.036658,4.366246,[98 68] ; [92 38],[106.55405405  59.44594595] ; [83.44594595 46.55405405],0
s4,1,0.040005,4.217674,[ 17 151] ; [  5 125],[ 12.40268456 155.59731544] ; [  9.59731544 120.40268456],0
r4,1,0.044509,4.037155,[134  34] ; [115  15],[140.37583893  27.62416107] ; [108.62416107  21.37583893],0
v3,1,0.062483,3.470223,[ 48 111] ; [51 74],[ 55.42605634 103.57394366] ; [43.57394366 81.42605634],0
n4,1,0.101828,2.676674,[112  56] ; [98 32],[118.38926174  49.61073826] ; [91.61073826 38.38926174],0
a1,1,0.12662,2.333466,[ 10 158] ; [  3 127],[  7.32885906 160.67114094] ; [  5.67114094 124.32885906],0
d5,1,0.12793,2.317448,[118  49] ; [102  28],[123.7037037  43.2962963] ; [96.2962963 33.7037037],0
r3,1,0.130671,2.284519,[145  22] ; [120  10],[149.00673401  17.99326599] ; [115.99326599  14.00673401],0
a4,1,0.15577,2.014817,[74 93] ; [47 83],[68.03703704 98.96296296] ; [52.96296296 77.03703704],0
s7,1,0.16375,1.939247,[ 32 128] ; [33 89],[ 36.87943262 123.12056738] ; [28.12056738 93.87943262],0
n5,1,0.163803,1.938761,[102  64] ; [90 40],[107.67567568  58.32432432] ; [84.32432432 45.67567568],0
b1,1,0.179415,1.802466,[71 97] ; [45 85],[ 65.39597315 102.60402685] ; [50.60402685 79.39597315],0
a3,1,0.237875,1.393144,[117  50] ; [82 47],[112.27364865  54.72635135] ; [86.72635135 42.27364865],0
b5,1,0.26711,1.231531,[90 78] ; [78 52],[94.7114094 73.2885906] ; [73.2885906 56.7114094],0
p5,1,0.29917,1.077891,[  7 159] ; [  9 120],[  9.00338983 156.99661017] ; [  6.99661017 122.00338983],0
d2,1,0.424325,0.638305,[71 94] ; [62 68],[74.38983051 90.61016949] ; [58.61016949 71.38983051],0
a8,1,0.44936,0.572264,[ 13 142] ; [ 13 104],[ 14.81617647 140.18382353] ; [ 11.18382353 105.81617647],0
s3,1,0.450057,0.570509,[ 50 118] ; [33 95],[ 47.10810811 120.89189189] ; [35.89189189 92.10810811],0
b3,1,0.453563,0.561732,[41 56] ; [29 50],[38.57954545 58.42045455] ; [31.42045455 47.57954545],0
b2,1,0.453563,0.561732,[41 56] ; [29 50],[38.57954545 58.42045455] ; [31.42045455 47.57954545],0
u3,1,0.487038,0.483064,[28 23] ; [23 25],[26.27272727 24.72727273] ; [24.72727273 23.27272727],0
u2,1,0.541551,0.372672,[26 24] ; [22 26],[24.48979592 25.51020408] ; [23.51020408 24.48979592],0
b4,1,0.54344,0.369201,[91 77] ; [75 55],[93.58389262 74.41610738] ; [72.41610738 57.58389262],0
a2,1,0.565935,0.329532,[ 28 140] ; [ 25 105],[ 29.87919463 138.12080537] ; [ 23.12080537 106.87919463],0
n2,1,0.578424,0.30879,[34 20] ; [16  7],[35.06493506 18.93506494] ; [14.93506494  8.06493506],0
n1,1,0.679986,0.170142,[19 34] ; [ 9 13],[19.78666667 33.21333333] ; [ 8.21333333 13.78666667],0
u1,1,0.694697,0.154048,[ 17 151] ; [ 15 115],[ 18.04026846 149.95973154] ; [ 13.95973154 116.04026846],0
s5,1,0.735471,0.114148,[ 20 140] ; [ 18 112],[ 20.96551724 139.03448276] ; [ 17.03448276 112.96551724],0
d4,1,0.745699,0.105181,[125  41] ; [100  30],[126.18243243  39.81756757] ; [98.81756757 31.18243243],0
s1,1,0.825831,0.048423,[  6 161] ; [  4 124],[  5.66101695 161.33898305] ; [  4.33898305 123.66101695],0
s2,1,0.834325,0.043747,[ 34 133] ; [ 25 104],[ 33.28716216 133.71283784] ; [ 25.71283784 103.28716216],0
n3,1,0.846757,0.037349,[35 17] ; [16  7],[35.36 16.64] ; [15.64  7.36],0
u4,1,0.855243,0.033282,[  1 167] ; [  1 129],[  1.12751678 166.87248322] ; [  0.87248322 129.12751678],0
a6,1,0.998654,3e-06,[115  53] ; [89 41],[115.00671141  52.99328859] ; [88.99328859 41.00671141],0
