Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,68.908155,[296   7] ; [38 19],[281.11666667  21.88333333] ; [52.88333333  4.11666667],1
r2,1,0.0,29.245879,[297   4] ; [47  9],[290.03921569  10.96078431] ; [53.96078431  2.03921569],1
v4,1,4.8e-05,16.51973,[293   9] ; [48  9],[286.85793872  15.14206128] ; [54.14206128  2.85793872],1
u1,1,8e-05,15.559432,[ 92 211] ; [ 3 54],[ 79.95833333 223.04166667] ; [15.04166667 41.95833333],1
d2,1,0.002087,9.471108,[191 112] ; [23 33],[180.6183844 122.3816156] ; [33.3816156 22.6183844],0
n4,1,0.002235,9.345512,[261  41] ; [40 17],[253.20891365  48.79108635] ; [47.79108635  9.20891365],0
v2,1,0.002343,9.259259,[199  95] ; [26 30],[189. 105.] ; [36. 20.],0
d1,1,0.003854,8.351556,[218  85] ; [30 27],[208.73333333  94.26666667] ; [39.26666667 17.73333333],0
a2,1,0.005124,7.835012,[111 192] ; [10 47],[101.84166667 201.15833333] ; [19.15833333 37.84166667],0
p2,1,0.008357,6.955347,[270  31] ; [44 13],[264.00558659  36.99441341] ; [49.99441341  7.00558659],0
v3,1,0.010521,6.544451,[146 148] ; [17 38],[137.31232092 156.68767908] ; [25.68767908 29.31232092],0
d3,1,0.0119,6.325713,[225  78] ; [33 24],[217.15  85.85] ; [40.85 16.15],0
r3,1,0.015472,5.861945,[292  10] ; [51  6],[288.54038997  13.45961003] ; [54.45961003  2.54038997],0
p8,1,0.029114,4.760867,[207  92] ; [31 26],[199.89325843  99.10674157] ; [38.10674157 18.89325843],0
a7,1,0.032542,4.569706,[223  80] ; [34 23],[216.30833333  86.69166667] ; [40.69166667 16.30833333],0
a1,1,0.064008,3.430358,[ 17 286] ; [ 7 50],[ 20.2 282.8] ; [ 3.8 53.2],0
p12,1,0.096524,2.762053,[ 39 261] ; [ 3 54],[ 35.29411765 264.70588235] ; [ 6.70588235 50.29411765],0
a3,1,0.097086,2.752767,[255  47] ; [43 14],[250.68523677  51.31476323] ; [47.31476323  9.68523677],0
a4,1,0.103966,2.643623,[173 129] ; [26 31],[167.40389972 134.59610028] ; [31.59610028 25.40389972],0
d4,1,0.110248,2.550659,[267  35] ; [46 11],[263.30362117  38.69637883] ; [49.69637883  7.30362117],0
n5,1,0.114827,2.486495,[243  58] ; [40 16],[238.60784314  62.39215686] ; [44.39215686 11.60784314],0
n3,1,0.129338,2.300434,[35  8] ; [10  6],[32.79661017 10.20338983] ; [12.20338983  3.79661017],0
