Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.0,33.254629,[49  4] ; [ 2 10],[41.58461538 11.41538462] ; [9.41538462 2.58461538],1
n5,1,0.001546,10.022536,[44  8] ; [5 7],[39.8125 12.1875] ; [9.1875 2.8125],0
r3,1,0.005232,7.797503,[50  3] ; [8 4],[47.29230769  5.70769231] ; [10.70769231  1.29230769],0
d5,1,0.02191,5.252899,[32 20] ; [3 9],[28.4375 23.5625] ; [6.5625 5.4375],0
s6,1,0.026571,4.918469,[44  7] ; [7 5],[41.28571429  9.71428571] ; [9.71428571 2.28571429],0
r2,1,0.029405,4.74373,[51  1] ; [10  2],[49.5625  2.4375] ; [11.4375  0.5625],0
a7,1,0.041576,4.152393,[34 18] ; [4 8],[30.875 21.125] ; [7.125 4.875],0
r4,1,0.056336,3.642081,[47  6] ; [8 4],[44.84615385  8.15384615] ; [10.15384615  1.84615385],0
s7,1,0.105347,2.622668,[37 13] ; [6 6],[34.67741935 15.32258065] ; [8.32258065 3.67741935],0
n4,1,0.109944,2.555031,[39 14] ; [6 6],[36.69230769 16.30769231] ; [8.30769231 3.69230769],0
p11,1,0.109944,2.555031,[39 14] ; [6 6],[36.69230769 16.30769231] ; [8.30769231 3.69230769],0
p2,1,0.175687,1.833736,[41 12] ; [7 5],[39.13846154 13.86153846] ; [8.86153846 3.13846154],0
a5,1,0.191059,1.709431,[33 20] ; [5 7],[30.98461538 22.01538462] ; [7.01538462 4.98461538],0
p8,1,0.197923,1.657633,[24 29] ; [3 9],[22.01538462 30.98461538] ; [4.98461538 7.01538462],0
s8,1,0.23723,1.396981,[32 21] ; [5 7],[30.16923077 22.83076923] ; [6.83076923 5.16923077],0
n2,1,0.288425,1.126961,[14  1] ; [3 1],[13.42105263  1.57894737] ; [3.57894737 0.42105263],0
n6,1,0.306606,1.04524,[46  7] ; [9 3],[44.84615385  8.15384615] ; [10.15384615  1.84615385],0
b5,1,0.323847,0.973345,[27 26] ; [8 4],[28.53846154 24.46153846] ; [6.46153846 5.53846154],0
s1,1,0.324381,0.971201,[ 4 49] ; [ 2 10],[ 4.89230769 48.10769231] ; [ 1.10769231 10.89230769],0
v4,1,0.33636,0.924256,[48  4] ; [10  2],[47.125  4.875] ; [10.875  1.125],0
p6,1,0.343235,0.898312,[21 32] ; [3 9],[19.56923077 33.43076923] ; [4.43076923 7.56923077],0
s5,1,0.381011,0.767436,[20 32] ; [3 9],[18.6875 33.3125] ; [4.3125 7.6875],0
v1,1,0.383927,0.758091,[25 28] ; [4 8],[23.64615385 29.35384615] ; [5.35384615 6.64615385],0
d3,1,0.387771,0.745921,[15 37] ; [5 7],[16.25 35.75] ; [3.75 8.25],0
u2,1,0.39299,0.72967,[ 8 15] ; [1 5],[ 7.13793103 15.86206897] ; [1.86206897 4.13793103],0
d2,1,0.407579,0.685851,[15 38] ; [ 2 10],[13.86153846 39.13846154] ; [3.13846154 8.86153846],0
u3,1,0.410806,0.676467,[12 11] ; [2 4],[11.10344828 11.89655172] ; [2.89655172 3.10344828],0
p5,1,0.465493,0.532655,[ 5 48] ; [ 2 10],[ 5.70769231 47.29230769] ; [ 1.29230769 10.70769231],0
v3,1,0.473259,0.514355,[19 34] ; [3 9],[17.93846154 35.06153846] ; [4.06153846 7.93846154],0
a4,1,0.479018,0.501099,[14 39] ; [ 2 10],[13.04615385 39.95384615] ; [2.95384615 9.04615385],0
b3,1,0.493948,0.467914,[ 7 26] ; [1 8],[ 6.28571429 26.71428571] ; [1.71428571 7.28571429],0
b2,1,0.493948,0.467914,[ 7 26] ; [1 8],[ 6.28571429 26.71428571] ; [1.71428571 7.28571429],0
n1,1,0.518217,0.41744,[6 8] ; [1 3],[5.44444444 8.55555556] ; [1.55555556 2.44444444],0
b4,1,0.561626,0.336896,[26 27] ; [7 5],[26.90769231 26.09230769] ; [6.09230769 5.90769231],0
n3,1,0.569653,0.323264,[13  2] ; [3 1],[12.63157895  2.36842105] ; [3.36842105 0.63157895],0
p7,1,0.646324,0.210566,[34 18] ; [7 5],[33.3125 18.6875] ; [7.6875 4.3125],0
a3,1,0.677737,0.172685,[30 23] ; [6 6],[29.35384615 23.64615385] ; [6.64615385 5.35384615],0
a8,1,0.724634,0.124096,[ 6 41] ; [ 2 10],[ 6.37288136 40.62711864] ; [ 1.62711864 10.37288136],0
r1,1,0.729315,0.119742,[38 15] ; [8 4],[37.50769231 15.49230769] ; [8.49230769 3.50769231],0
p3,1,0.740826,0.109402,[19 33] ; [5 7],[19.5 32.5] ; [4.5 7.5],0
s3,1,0.773432,0.08288,[45  7] ; [10  2],[44.6875  7.3125] ; [10.3125  1.6875],0
v2,1,0.778355,0.079222,[24 28] ; [5 7],[23.5625 28.4375] ; [5.4375 6.5625],0
s4,1,0.862861,0.029837,[16 36] ; [4 8],[16.25 35.75] ; [3.75 8.25],0
p1,1,0.891571,0.018582,[ 8 45] ; [ 2 10],[ 8.15384615 44.84615385] ; [ 1.84615385 10.15384615],0
a6,1,0.913,0.011937,[30 23] ; [7 5],[30.16923077 22.83076923] ; [6.83076923 5.16923077],0
b1,1,0.913,0.011937,[23 30] ; [5 7],[22.83076923 30.16923077] ; [5.16923077 6.83076923],0
p4,1,0.952931,0.003484,[27 26] ; [6 6],[26.90769231 26.09230769] ; [6.09230769 5.90769231],0
