Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p11,1,9e-06,19.779944,[26 39] ; [100  38],[40.34482759 24.65517241] ; [85.65517241 52.34482759],1
v4,1,4e-05,16.884444,[43 21] ; [124  13],[53.17412935 10.82587065] ; [113.82587065  23.17412935],1
p2,1,4e-05,16.868791,[27 37] ; [99 38],[40.11940299 23.88059701] ; [85.88059701 51.11940299],1
r3,1,0.000311,13.004004,[43 22] ; [120  17],[52.45049505 12.54950495] ; [110.54950495  26.45049505],1
p10,1,0.000432,12.386802,[26 38] ; [91 45],[37.44 26.56] ; [79.56 56.44],1
n5,1,0.002327,9.272028,[27 37] ; [89 48],[36.93532338 27.06467662] ; [79.06467662 57.93532338],0
p9,1,0.002831,8.913364,[30 34] ; [93 42],[39.55778894 24.44221106] ; [83.44221106 51.55778894],0
r4,1,0.005878,7.587409,[36 29] ; [103  35],[44.50738916 20.49261084] ; [94.49261084 43.50738916],0
s8,1,0.012387,6.254555,[ 3 62] ; [ 24 114],[ 8.6453202 56.3546798] ; [ 18.3546798 119.6453202],0
n4,1,0.01719,5.676824,[33 32] ; [94 44],[40.66502463 24.33497537] ; [86.33497537 51.66502463],0
a1,1,0.02267,5.193579,[ 6 59] ; [  3 135],[ 2.8817734 62.1182266] ; [  6.1182266 131.8817734],0
s5,1,0.03049,4.681466,[ 1 61] ; [ 14 120],[ 4.74489796 57.25510204] ; [ 10.25510204 123.74489796],0
d1,1,0.040698,4.188561,[23 42] ; [70 68],[29.77832512 35.22167488] ; [63.22167488 74.77832512],0
p4,1,0.044412,4.040838,[14 50] ; [49 87],[20.16 43.84] ; [42.84 93.16],0
p7,1,0.055436,3.668929,[21 42] ; [65 71],[27.22613065 35.77386935] ; [58.77386935 77.22613065],0
s1,1,0.063012,3.456275,[ 4 60] ; [  2 135],[ 1.91044776 62.08955224] ; [  4.08955224 132.91044776],0
p8,1,0.070511,3.271083,[16 48] ; [52 85],[21.65174129 42.34825871] ; [46.34825871 90.65174129],0
b1,1,0.07782,3.109846,[33 32] ; [52 86],[27.21674877 37.78325123] ; [57.78325123 80.21674877],0
n2,1,0.078649,3.092594,[13 14] ; [33 15],[16.56 10.44] ; [29.44 18.56],0
s3,1,0.080058,3.063725,[21 43] ; [ 29 107],[16. 48.] ; [ 34. 102.],0
v2,1,0.094264,2.800005,[16 44] ; [52 81],[21.13989637 38.86010363] ; [46.86010363 86.13989637],0
p3,1,0.111927,2.526794,[13 52] ; [42 95],[17.6980198 47.3019802] ; [37.3019802 99.6980198],0
r2,1,0.125493,2.347392,[50 14] ; [117  18],[53.70854271 10.29145729] ; [113.29145729  21.70854271],0
a8,1,0.146248,2.110951,[ 3 60] ; [ 14 111],[ 5.69680851 57.30319149] ; [ 11.30319149 113.69680851],0
p6,1,0.175589,1.834564,[ 9 55] ; [ 30 105],[12.54271357 51.45728643] ; [ 26.45728643 108.54271357],0
n3,1,0.179527,1.801532,[13 12] ; [32 15],[15.625  9.375] ; [29.375 17.625],0
