Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.0,47.70473,[68  1] ; [16 23],[53.66666667 15.33333333] ; [30.33333333  8.66666667],1
r2,1,0.0,26.74895,[64  5] ; [18 19],[53.37735849 15.62264151] ; [28.62264151  8.37735849],1
v4,1,5e-06,20.894722,[64  4] ; [22 16],[55.16981132 12.83018868] ; [30.83018868  7.16981132],1
r1,1,1.1e-05,19.335126,[48 21] ; [10 29],[37.05555556 31.94444444] ; [20.94444444 18.05555556],1
s6,1,0.000142,14.471243,[40 25] ; [ 9 30],[30.625 34.375] ; [18.375 20.625],1
p9,1,0.000491,12.148098,[51 16] ; [16 22],[42.75238095 24.24761905] ; [24.24761905 13.75238095],1
p11,1,0.000718,11.442948,[51 18] ; [16 23],[42.80555556 26.19444444] ; [24.19444444 14.80555556],1
s8,1,0.003438,8.559321,[25 44] ; [ 4 35],[18.52777778 50.47222222] ; [10.47222222 28.52777778],0
s3,1,0.004068,8.253297,[42 26] ; [12 25],[34.97142857 33.02857143] ; [19.02857143 17.97142857],0
p10,1,0.005863,7.591811,[45 22] ; [15 23],[38.28571429 28.71428571] ; [21.71428571 16.28571429],0
u3,1,0.005902,7.580135,[23 17] ; [ 6 20],[17.57575758 22.42424242] ; [11.42424242 14.57575758],0
n6,1,0.012453,6.245263,[51 17] ; [20 19],[45.12149533 22.87850467] ; [25.87850467 13.12149533],0
d3,1,0.016372,5.762426,[30 39] ; [ 8 31],[24.27777778 44.72222222] ; [13.72222222 25.27777778],0
v3,1,0.018094,5.587067,[20 46] ; [ 4 35],[15.08571429 50.91428571] ; [ 8.91428571 30.08571429],0
p7,1,0.025686,4.977064,[41 25] ; [15 23],[35.53846154 30.46153846] ; [20.46153846 17.53846154],0
p6,1,0.02574,4.973387,[24 42] ; [ 6 32],[19.03846154 46.96153846] ; [10.96153846 27.03846154],0
s2,1,0.02952,4.737019,[30 38] ; [ 9 30],[24.78504673 43.21495327] ; [14.21495327 24.78504673],0
d5,1,0.031538,4.623411,[36 33] ; [12 27],[30.66666667 38.33333333] ; [17.33333333 21.66666667],0
p4,1,0.040764,4.185781,[35 32] ; [12 26],[29.99047619 37.00952381] ; [17.00952381 20.99047619],0
d4,1,0.059961,3.538475,[39 29] ; [15 24],[34.31775701 33.68224299] ; [19.68224299 19.31775701],0
p5,1,0.064871,3.408254,[ 9 58] ; [ 1 38],[ 6.32075472 60.67924528] ; [ 3.67924528 35.32075472],0
s5,1,0.065388,3.395159,[20 43] ; [ 6 33],[16.05882353 46.94117647] ; [ 9.94117647 29.05882353],0
b1,1,0.09048,2.865816,[29 40] ; [23 16],[33.22222222 35.77777778] ; [18.77777778 20.22222222],0
a8,1,0.100106,2.703856,[ 8 57] ; [ 1 36],[ 5.73529412 59.26470588] ; [ 3.26470588 33.73529412],0
v1,1,0.103264,2.654398,[33 36] ; [12 26],[29.01869159 39.98130841] ; [15.98130841 22.01869159],0
b4,1,0.108475,2.576303,[35 34] ; [26 13],[38.97222222 30.02777778] ; [22.02777778 16.97222222],0
s7,1,0.109316,2.564087,[24 41] ; [ 8 29],[20.39215686 44.60784314] ; [11.60784314 25.39215686],0
p8,1,0.137263,2.208376,[29 39] ; [11 28],[25.42056075 42.57943925] ; [14.57943925 24.42056075],0
p3,1,0.142949,2.145919,[21 47] ; [ 7 32],[17.79439252 50.20560748] ; [10.20560748 28.79439252],0
u2,1,0.188975,1.725594,[22 18] ; [10 16],[19.39393939 20.60606061] ; [12.60606061 13.39393939],0
d1,1,0.190994,1.709936,[16 53] ; [ 5 34],[13.41666667 55.58333333] ; [ 7.58333333 31.41666667],0
p2,1,0.245096,1.351043,[46 22] ; [22 17],[43.21495327 24.78504673] ; [24.78504673 14.21495327],0
v2,1,0.250026,1.323158,[27 37] ; [11 25],[24.32 39.68] ; [13.68 22.32],0
a1,1,0.254794,1.296828,[ 2 67] ; [ 3 36],[ 3.19444444 65.80555556] ; [ 1.80555556 37.19444444],0
p12,1,0.292575,1.107733,[ 5 62] ; [ 1 38],[ 3.79245283 63.20754717] ; [ 2.20754717 36.79245283],0
n1,1,0.308745,1.036035,[ 9 10] ; [ 7 15],[ 7.41463415 11.58536585] ; [ 8.58536585 13.41463415],0
b2,1,0.318505,0.995077,[ 8 32] ; [ 8 18],[ 9.6969697 30.3030303] ; [ 6.3030303 19.6969697],0
b3,1,0.318505,0.995077,[ 8 32] ; [ 8 18],[ 9.6969697 30.3030303] ; [ 6.3030303 19.6969697],0
n2,1,0.325792,0.965552,[14  5] ; [13  9],[12.51219512  6.48780488] ; [14.48780488  7.51219512],0
a4,1,0.333447,0.935465,[16 53] ; [ 6 33],[14.05555556 54.94444444] ; [ 7.94444444 31.05555556],0
n3,1,0.42681,0.631488,[11  8] ; [10 12],[9.73170732 9.26829268] ; [11.26829268 10.73170732],0
a3,1,0.428017,0.628197,[29 40] ; [13 25],[27.08411215 41.91588785] ; [14.91588785 23.08411215],0
s1,1,0.489757,0.477061,[ 3 64] ; [ 3 36],[ 3.79245283 63.20754717] ; [ 2.20754717 36.79245283],0
b5,1,0.501621,0.451505,[40 29] ; [20 19],[38.33333333 30.66666667] ; [21.66666667 17.33333333],0
n5,1,0.70883,0.139448,[47 20] ; [26 13],[46.14150943 20.85849057] ; [26.85849057 12.14150943],0
s4,1,0.767784,0.087187,[14 55] ; [ 7 32],[13.41666667 55.58333333] ; [ 7.58333333 31.41666667],0
n4,1,0.787394,0.072736,[46 23] ; [25 14],[45.36111111 23.63888889] ; [25.63888889 13.36111111],0
p1,1,0.788102,0.072241,[ 6 63] ; [ 4 35],[ 6.38888889 62.61111111] ; [ 3.61111111 35.38888889],0
d2,1,0.807433,0.059409,[21 48] ; [11 28],[20.44444444 48.55555556] ; [11.55555556 27.44444444],0
a6,1,0.807433,0.059409,[21 48] ; [11 28],[20.44444444 48.55555556] ; [11.55555556 27.44444444],0
