Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.0,25.912542,[15 42] ; [190 113],[32.45833333 24.54166667] ; [172.54166667 130.45833333],1
d5,1,7e-06,20.313887,[33 26] ; [253  54],[46.10382514 12.89617486] ; [239.89617486  67.10382514],1
p4,1,0.00027,13.264413,[17 41] ; [170 137],[29.71506849 28.28493151] ; [157.28493151 149.71506849],1
p8,1,0.000902,11.018095,[18 41] ; [164 139],[29.66298343 29.33701657] ; [152.33701657 150.66298343],1
v4,1,0.001995,9.553875,[50  9] ; [292  14],[55.28219178  3.71780822] ; [286.71780822  19.28219178],0
d4,1,0.004101,8.238458,[39 20] ; [254  54],[47.10354223 11.89645777] ; [245.89645777  62.10354223],0
p6,1,0.005556,7.688849,[ 8 50] ; [ 97 208],[16.7768595 41.2231405] ; [ 88.2231405 216.7768595],0
r1,1,0.006451,7.419693,[35 24] ; [233  72],[43.43956044 15.56043956] ; [224.56043956  80.43956044],0
n6,1,0.008136,7.003352,[41 18] ; [258  49],[48.19945355 10.80054645] ; [250.80054645  56.19945355],0
p11,1,0.009301,6.764085,[43 16] ; [266  42],[49.67574932  9.32425068] ; [259.32425068  48.67574932],0
p10,1,0.015115,5.903066,[47 12] ; [278  29],[52.39071038  6.60928962] ; [272.60928962  34.39071038],0
a1,1,0.017051,5.691117,[ 6 53] ; [ 10 298],[ 2.57220708 56.42779292] ; [ 13.42779292 294.57220708],0
d1,1,0.017426,5.652985,[23 36] ; [172 136],[31.34877384 27.65122616] ; [163.65122616 144.34877384],0
s1,1,0.02048,5.370511,[ 3 54] ; [  3 301],[ 0.94736842 56.05263158] ; [  5.05263158 298.94736842],0
s6,1,0.032172,4.589333,[23 35] ; [165 135],[30.45810056 27.54189944] ; [157.54189944 142.45810056],0
s4,1,0.041441,4.157898,[13 44] ; [ 38 265],[ 8.075 48.925] ; [ 42.925 260.075],0
a5,1,0.042127,4.130106,[33 26] ; [214  94],[39.70844687 19.29155313] ; [207.29155313 100.70844687],0
d3,1,0.051718,3.784857,[33 26] ; [211  95],[39.44109589 19.55890411] ; [204.55890411 101.44109589],0
p3,1,0.057249,3.615328,[18 41] ; [135 173],[24.59673025 34.40326975] ; [128.40326975 179.59673025],0
a7,1,0.059061,3.563561,[38 21] ; [233  73],[43.80547945 15.19452055] ; [227.19452055  78.80547945],0
r2,1,0.060637,3.519885,[50  8] ; [283  20],[53.50138504  4.49861496] ; [279.49861496  23.50138504],0
n1,1,0.061694,3.491257,[10 10] ; [17 45],[ 6.58536585 13.41463415] ; [20.41463415 41.58536585],0
u4,1,0.063902,3.433092,[ 2 57] ; [  2 305],[ 0.64480874 58.35519126] ; [  3.35519126 303.64480874],0
r3,1,0.083836,2.988912,[53  6] ; [292  14],[55.76712329  3.23287671] ; [289.23287671  16.76712329],0
r4,1,0.085836,2.950775,[48 11] ; [275  33],[51.92643052  7.07356948] ; [271.07356948  36.92643052],0
