Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.0,71.480564,[20 34] ; [91  1],[41.05479452 12.94520548] ; [69.94520548 22.05479452],1
r1,1,0.0,47.895662,[18 37] ; [81 11],[37.04081633 17.95918367] ; [61.95918367 30.04081633],1
r2,1,0.0,44.92952,[28 25] ; [90  2],[43.13103448  9.86896552] ; [74.86896552 17.13103448],1
v4,1,0.0,42.31893,[26 29] ; [85  5],[42.10344828 12.89655172] ; [68.89655172 21.10344828],1
p11,1,0.000111,14.939794,[14 42] ; [53 39],[25.35135135 30.64864865] ; [41.64864865 50.35135135],1
p2,1,0.000434,12.37896,[18 38] ; [57 35],[28.37837838 27.62162162] ; [46.62162162 45.37837838],1
a7,1,0.002748,8.96788,[24 30] ; [64 28],[32.54794521 21.45205479] ; [55.45205479 36.54794521],0
p7,1,0.004972,7.889675,[15 39] ; [47 44],[23.08965517 30.91034483] ; [38.91034483 52.08965517],0
p4,1,0.009772,6.675929,[12 43] ; [39 52],[19.21232877 35.78767123] ; [31.78767123 59.21232877],0
n3,1,0.014402,5.988239,[14 19] ; [18  6],[18.52631579 14.47368421] ; [13.47368421 10.52631579],0
u3,1,0.02482,5.036396,[ 8 19] ; [23 17],[12.49253731 14.50746269] ; [18.50746269 21.49253731],0
a8,1,0.025597,4.983024,[ 1 51] ; [11 73],[ 4.58823529 47.41176471] ; [ 7.41176471 76.58823529],0
p3,1,0.028049,4.825074,[10 45] ; [32 59],[15.82191781 39.17808219] ; [26.17808219 64.82191781],0
s3,1,0.028271,4.811492,[14 41] ; [40 52],[20.20408163 34.79591837] ; [33.79591837 58.20408163],0
n6,1,0.030907,4.658146,[26 28] ; [61 31],[32.17808219 21.82191781] ; [54.82191781 37.17808219],0
n2,1,0.04391,4.060014,[15 19] ; [17  7],[18.75862069 15.24137931] ; [13.24137931 10.75862069],0
s6,1,0.058859,3.569243,[14 42] ; [37 55],[19.2972973 36.7027027] ; [31.7027027 60.2972973],0
a5,1,0.064889,3.407802,[26 30] ; [57 35],[31.40540541 24.59459459] ; [51.59459459 40.40540541],0
a1,1,0.065751,3.386032,[ 6 50] ; [ 3 89],[ 3.40540541 52.59459459] ; [ 5.59459459 86.40540541],0
v1,1,0.081566,3.033424,[13 43] ; [34 58],[17.78378378 38.21621622] ; [29.21621622 62.78378378],0
u1,1,0.095515,2.778874,[ 3 53] ; [13 79],[ 6.05405405 49.94594595] ; [ 9.94594595 82.05405405],0
a6,1,0.101711,2.678509,[27 29] ; [57 35],[31.78378378 24.21621622] ; [52.21621622 39.78378378],0
b4,1,0.118809,2.432956,[28 28] ; [58 34],[32.54054054 23.45945946] ; [53.45945946 38.54054054],0
s1,1,0.123112,2.377277,[ 7 48] ; [ 5 86],[ 4.52054795 50.47945205] ; [ 7.47945205 83.52054795],0
d3,1,0.13245,2.263547,[27 29] ; [56 36],[31.40540541 24.59459459] ; [51.59459459 40.40540541],0
d4,1,0.134328,2.241764,[34 21] ; [67 24],[38.04794521 16.95205479] ; [62.95205479 28.04794521],0
p6,1,0.174486,1.843977,[ 6 48] ; [18 73],[ 8.93793103 45.06206897] ; [15.06206897 75.93793103],0
d5,1,0.186654,1.743834,[33 23] ; [64 28],[36.7027027 19.2972973] ; [60.2972973 31.7027027],0
p8,1,0.204276,1.611536,[12 43] ; [29 63],[15.34013605 39.65986395] ; [25.65986395 66.34013605],0
s4,1,0.212427,1.554808,[11 45] ; [11 80],[ 8.38095238 47.61904762] ; [13.61904762 77.38095238],0
v3,1,0.218927,1.511393,[11 44] ; [26 63],[14.13194444 40.86805556] ; [22.86805556 66.13194444],0
n4,1,0.284771,1.144178,[31 24] ; [60 32],[34.04761905 20.95238095] ; [56.95238095 35.04761905],0
s2,1,0.352136,0.865745,[11 45] ; [24 67],[13.33333333 42.66666667] ; [21.66666667 69.33333333],0
b2,1,0.352692,0.863748,[13 22] ; [15 39],[11.01123596 23.98876404] ; [16.98876404 37.01123596],0
b3,1,0.352692,0.863748,[13 22] ; [15 39],[11.01123596 23.98876404] ; [16.98876404 37.01123596],0
b5,1,0.36712,0.813389,[28 28] ; [53 39],[30.64864865 25.35135135] ; [50.35135135 41.64864865],0
a2,1,0.4257,0.634526,[ 7 49] ; [16 76],[ 8.7027027 47.2972973] ; [14.2972973 77.7027027],0
p10,1,0.451992,0.565653,[ 9 47] ; [19 71],[10.73972603 45.26027397] ; [17.26027397 72.73972603],0
v2,1,0.506322,0.44166,[18 37] ; [34 55],[19.86111111 35.13888889] ; [32.13888889 56.86111111],0
n5,1,0.593568,0.284807,[30 25] ; [46 46],[28.43537415 26.56462585] ; [47.56462585 44.43537415],0
p5,1,0.602893,0.270655,[ 1 54] ; [ 3 89],[ 1.49659864 53.50340136] ; [ 2.50340136 89.49659864],0
s7,1,0.603183,0.270222,[ 9 43] ; [18 68],[10.17391304 41.82608696] ; [16.82608696 69.17391304],0
d1,1,0.616116,0.251364,[22 34] ; [40 52],[23.45945946 32.54054054] ; [38.54054054 53.45945946],0
a3,1,0.654457,0.200327,[29 26] ; [52 40],[30.30612245 24.69387755] ; [50.69387755 41.30612245],0
n1,1,0.684615,0.164977,[11 23] ; [ 9 15],[11.72413793 22.27586207] ; [ 8.27586207 15.72413793],0
p1,1,0.699699,0.148785,[ 6 50] ; [ 8 83],[ 5.33333333 50.66666667] ; [ 8.66666667 82.33333333],0
p12,1,0.727036,0.12185,[ 1 55] ; [ 1 90],[ 0.76190476 55.23809524] ; [ 1.23809524 89.76190476],0
s5,1,0.742349,0.108072,[ 8 48] ; [15 77],[ 8.7027027 47.2972973] ; [14.2972973 77.7027027],0
d2,1,0.858139,0.031949,[25 29] ; [44 48],[25.52054795 28.47945205] ; [43.47945205 48.52054795],0
u2,1,0.918551,0.010457,[11 15] ; [17 22],[11.2 14.8] ; [16.8 22.2],0
b1,1,0.934261,0.006804,[29 27] ; [47 45],[28.75675676 27.24324324] ; [47.24324324 44.75675676],0
a4,1,0.990295,0.000148,[20 35] ; [33 58],[19.96575342 35.03424658] ; [33.03424658 57.96575342],0
