Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,1e-06,24.098655,[28 11] ; [ 9 38],[16.77906977 22.22093023] ; [20.22093023 26.77906977],1
v3,1,0.000124,14.728088,[21 18] ; [ 7 40],[12.69767442 26.30232558] ; [15.30232558 31.69767442],1
d4,1,0.004454,8.088862,[33  6] ; [27 21],[26.89655172 12.10344828] ; [33.10344828 14.89655172],0
a3,1,0.004726,7.981301,[24 15] ; [15 33],[17.48275862 21.51724138] ; [21.51724138 26.48275862],0
b3,1,0.007552,7.136642,[11 14] ; [ 3 24],[ 6.73076923 18.26923077] ; [ 7.26923077 19.73076923],0
b2,1,0.007552,7.136642,[11 14] ; [ 3 24],[ 6.73076923 18.26923077] ; [ 7.26923077 19.73076923],0
s6,1,0.01211,6.294748,[27  8] ; [24 24],[21.5060241 13.4939759] ; [29.4939759 18.5060241],0
p4,1,0.016872,5.709613,[30  9] ; [25 23],[24.65517241 14.34482759] ; [30.34482759 17.65517241],0
d5,1,0.022221,5.228365,[31  8] ; [27 21],[26. 13.] ; [32. 16.],0
n4,1,0.027514,4.858284,[30  9] ; [26 22],[25.10344828 13.89655172] ; [30.89655172 17.10344828],0
s3,1,0.034794,4.455236,[23 16] ; [17 30],[18.13953488 20.86046512] ; [21.86046512 25.13953488],0
d1,1,0.037419,4.331225,[19 20] ; [13 35],[14.34482759 24.65517241] ; [17.65517241 30.34482759],0
s5,1,0.038942,4.263388,[13 22] ; [ 8 39],[ 8.96341463 26.03658537] ; [12.03658537 34.96341463],0
n5,1,0.047607,3.923792,[31  8] ; [28 19],[26.75581395 12.24418605] ; [32.24418605 14.75581395],0
n1,1,0.049184,3.869048,[6 6] ; [ 2 12],[3.69230769 8.30769231] ; [4.30769231 9.69230769],0
p10,1,0.070655,3.267735,[34  4] ; [34 12],[30.76190476  7.23809524] ; [37.23809524  8.76190476],0
p9,1,0.077508,3.1164,[35  4] ; [36 12],[31.82758621  7.17241379] ; [39.17241379  8.82758621],0
d3,1,0.079504,3.07502,[26 13] ; [23 25],[21.96551724 17.03448276] ; [27.03448276 20.96551724],0
a5,1,0.144447,2.129935,[24 15] ; [22 26],[20.62068966 18.37931034] ; [25.37931034 22.62068966],0
n2,1,0.149173,2.080688,[10  2] ; [8 6],[8.30769231 3.69230769] ; [9.69230769 4.30769231],0
r4,1,0.19228,1.700062,[28 11] ; [28 20],[25.10344828 13.89655172] ; [30.89655172 17.10344828],0
p3,1,0.204851,1.607444,[24 15] ; [23 25],[21.06896552 17.93103448] ; [25.93103448 22.06896552],0
p5,1,0.209677,1.573657,[ 9 30] ; [ 6 41],[ 6.80232558 32.19767442] ; [ 8.19767442 38.80232558],0
s7,1,0.224019,1.478439,[17 19] ; [16 31],[14.31325301 21.68674699] ; [18.68674699 28.31325301],0
p7,1,0.240363,1.378462,[32  7] ; [32 13],[29.71428571  9.28571429] ; [34.28571429 10.71428571],0
a4,1,0.297234,1.086564,[11 28] ; [ 9 39],[ 8.96551724 30.03448276] ; [11.03448276 36.96551724],0
p1,1,0.299673,1.075648,[ 3 36] ; [ 7 40],[ 4.53488372 34.46511628] ; [ 5.46511628 41.53488372],0
a7,1,0.322031,0.980681,[26 13] ; [27 21],[23.75862069 15.24137931] ; [29.24137931 18.75862069],0
u1,1,0.438888,0.599187,[ 2 37] ; [ 1 47],[ 1.34482759 37.65517241] ; [ 1.65517241 46.34482759],0
u2,1,0.459168,0.547921,[9 6] ; [16 17],[7.8125 7.1875] ; [17.1875 15.8125],0
r3,1,0.488056,0.480809,[33  6] ; [43  5],[34.06896552  4.93103448] ; [41.93103448  6.06896552],0
b4,1,0.489144,0.47841,[24 15] ; [26 22],[22.4137931 16.5862069] ; [27.5862069 20.4137931],0
r2,1,0.557639,0.343808,[31  6] ; [37 10],[29.95238095  7.04761905] ; [38.04761905  8.95238095],0
n6,1,0.588226,0.293124,[34  5] ; [39  8],[33.10465116  5.89534884] ; [39.89534884  7.10465116],0
a6,1,0.6438,0.213807,[20 19] ; [27 21],[21.06896552 17.93103448] ; [25.93103448 22.06896552],0
s2,1,0.6438,0.213807,[19 20] ; [21 27],[17.93103448 21.06896552] ; [22.06896552 25.93103448],0
u3,1,0.696161,0.152496,[7 8] ; [13 19],[6.38297872 8.61702128] ; [13.61702128 18.38297872],0
d2,1,0.736015,0.11366,[11 28] ; [12 36],[10.31034483 28.68965517] ; [12.68965517 35.31034483],0
b5,1,0.737492,0.112343,[23 16] ; [30 18],[23.75862069 15.24137931] ; [29.24137931 18.75862069],0
p12,1,0.757542,0.095302,[ 4 35] ; [ 4 44],[ 3.5862069 35.4137931] ; [ 4.4137931 43.5862069],0
s4,1,0.787244,0.072841,[ 8 31] ; [11 37],[ 8.51724138 30.48275862] ; [10.48275862 37.51724138],0
s1,1,0.791757,0.069712,[ 3 36] ; [ 3 45],[ 2.68965517 36.31034483] ; [ 3.31034483 44.68965517],0
a2,1,0.791757,0.069712,[ 3 36] ; [ 3 45],[ 2.68965517 36.31034483] ; [ 3.31034483 44.68965517],0
n3,1,0.793117,0.068783,[8 4] ; [10  4],[8.30769231 3.69230769] ; [9.69230769 4.30769231],0
p6,1,0.804731,0.061122,[18 20] ; [21 26],[17.43529412 20.56470588] ; [21.56470588 25.43529412],0
p11,1,0.874901,0.024786,[32  7] ; [40  8],[32.27586207  6.72413793] ; [39.72413793  8.27586207],0
p2,1,0.886771,0.020275,[32  7] ; [38  9],[31.74418605  7.25581395] ; [38.25581395  8.74418605],0
a8,1,0.899802,0.015854,[ 3 34] ; [ 4 41],[ 3.15853659 33.84146341] ; [ 3.84146341 41.15853659],0
a1,1,0.91295,0.011951,[ 3 36] ; [ 4 44],[ 3.13793103 35.86206897] ; [ 3.86206897 44.13793103],0
v4,1,0.918202,0.010547,[35  3] ; [43  4],[34.87058824  3.12941176] ; [43.12941176  3.87058824],0
s8,1,0.926759,0.00845,[15 24] ; [18 30],[14.79310345 24.20689655] ; [18.20689655 29.79310345],0
b1,1,1.0,0.0,[13 26] ; [16 32],[13. 26.] ; [16. 32.],0
