Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.000168,14.160766,[45 69] ; [29 10],[55.1372549 58.8627451] ; [18.8627451 20.1372549],1
v1,1,0.00113,10.601351,[31 85] ; [22 18],[39.41025641 76.58974359] ; [13.58974359 26.41025641],0
d3,1,0.008812,6.860453,[74 44] ; [34  6],[80.65822785 37.34177215] ; [27.34177215 12.65822785],0
p5,1,0.019976,5.413984,[  1 118] ; [ 3 37],[  2.99371069 116.00628931] ; [ 1.00628931 38.99371069],0
d5,1,0.055018,3.681544,[82 36] ; [34  6],[86.63291139 31.36708861] ; [29.36708861 10.63291139],0
v4,1,0.071429,3.249878,[98 19] ; [38  2],[101.35031847  15.64968153] ; [34.64968153  5.35031847],0
a7,1,0.082504,3.014868,[84 34] ; [34  6],[88.12658228 29.87341772] ; [29.87341772 10.12658228],0
a5,1,0.090746,2.861091,[59 60] ; [26 14],[63.6163522 55.3836478] ; [21.3836478 18.6163522],0
p8,1,0.102203,2.670824,[32 86] ; [16 23],[36.07643312 81.92356688] ; [11.92356688 27.07643312],0
d1,1,0.108228,2.579913,[51 68] ; [23 17],[55.3836478 63.6163522] ; [18.6163522 21.3836478],0
d4,1,0.136743,2.214238,[91 28] ; [35  5],[94.30188679 24.69811321] ; [31.69811321  8.30188679],0
d2,1,0.140851,2.168637,[41 78] ; [19 21],[44.90566038 74.09433962] ; [15.09433962 24.90566038],0
r4,1,0.152468,2.047388,[88 31] ; [34  6],[91.3081761 27.6918239] ; [30.6918239  9.3081761],0
a1,1,0.152825,2.043827,[  3 116] ; [ 3 37],[  4.49056604 114.50943396] ; [ 1.50943396 38.49056604],0
n1,1,0.17753,1.818182,[13 31] ; [ 2 14],[11. 33.] ; [ 4. 12.],0
u3,1,0.178735,1.808112,[28 23] ; [4 8],[25.9047619 25.0952381] ; [6.0952381 5.9047619],0
r2,1,0.200172,1.641117,[98 18] ; [37  3],[100.38461538  15.61538462] ; [34.61538462  5.38461538],0
p9,1,0.226678,1.461586,[74 42] ; [29 10],[77.08387097 38.91612903] ; [25.91612903 13.08387097],0
a3,1,0.232639,1.42465,[67 51] ; [27 13],[70.20253165 47.79746835] ; [23.79746835 16.20253165],0
p1,1,0.25015,1.322463,[  2 116] ; [ 2 38],[  2.98734177 115.01265823] ; [ 1.01265823 38.98734177],0
p12,1,0.254213,1.300001,[  2 115] ; [ 2 38],[  2.98089172 114.01910828] ; [ 1.01910828 38.98089172],0
b1,1,0.267784,1.228065,[41 78] ; [10 30],[38.16981132 80.83018868] ; [12.83018868 27.16981132],0
n2,1,0.289873,1.120211,[28 15] ; [8 8],[26.23728814 16.76271186] ; [9.76271186 6.23728814],0
u2,1,0.290565,1.117001,[27 24] ; [9 4],[28.6875 22.3125] ; [7.3125 5.6875],0
s8,1,0.366853,0.814296,[27 91] ; [12 28],[29.12658228 88.87341772] ; [ 9.87341772 30.12658228],0
s6,1,0.377663,0.778297,[53 63] ; [21 18],[55.38064516 60.61935484] ; [18.61935484 20.38064516],0
p4,1,0.378554,0.775392,[31 88] ; [13 26],[33.13924051 85.86075949] ; [10.86075949 28.13924051],0
b4,1,0.381861,0.764702,[68 51] ; [26 14],[70.35220126 48.64779874] ; [23.64779874 16.35220126],0
p7,1,0.420863,0.647905,[51 67] ; [14 25],[48.85350318 69.14649682] ; [16.14649682 22.85350318],0
a6,1,0.433703,0.612886,[69 50] ; [26 14],[71.10062893 47.89937107] ; [23.89937107 16.10062893],0
b3,1,0.450331,0.569819,[16 45] ; [ 7 13],[17.32098765 43.67901235] ; [ 5.67901235 14.32098765],0
b2,1,0.450331,0.569819,[16 45] ; [ 7 13],[17.32098765 43.67901235] ; [ 5.67901235 14.32098765],0
n3,1,0.476802,0.506168,[31 12] ; [10  6],[29.88135593 13.11864407] ; [11.11864407  4.88135593],0
p10,1,0.500944,0.452936,[69 48] ; [26 14],[70.79617834 46.20382166] ; [24.20382166 15.79617834],0
a4,1,0.518166,0.417542,[38 81] ; [15 25],[39.66666667 79.33333333] ; [13.33333333 26.66666667],0
