Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,1e-06,24.297336,[42 35] ; [105  17],[56.87939698 20.12060302] ; [90.12060302 31.87939698],1
p11,1,5.8e-05,16.176059,[48 30] ; [106  17],[59.76119403 18.23880597] ; [94.23880597 28.76119403],1
p6,1,0.001668,9.88292,[23 55] ; [64 59],[33.76119403 44.23880597] ; [53.23880597 69.76119403],0
p3,1,0.005335,7.762188,[40 38] ; [87 36],[49.28358209 28.71641791] ; [77.71641791 45.28358209],0
d4,1,0.016091,5.792858,[36 42] ; [78 45],[44.23880597 33.76119403] ; [69.76119403 53.23880597],0
p5,1,0.034964,4.446908,[ 7 70] ; [25 98],[12.32 64.68] ; [ 19.68 103.32],0
v2,1,0.037616,4.322288,[31 46] ; [66 53],[38.10714286 38.89285714] ; [58.89285714 60.10714286],0
p10,1,0.044533,4.036247,[56 20] ; [104  18],[61.41414141 14.58585859] ; [98.58585859 23.41414141],0
u2,1,0.046731,3.955063,[11 17] ; [36 22],[15.30232558 12.69767442] ; [31.69767442 26.30232558],0
s1,1,0.062448,3.471149,[ 5 70] ; [  2 121],[ 2.65151515 72.34848485] ; [  4.34848485 118.65151515],0
p2,1,0.091678,2.844658,[64 14] ; [111  12],[67.91044776 10.08955224] ; [107.08955224  15.91044776],0
d2,1,0.111588,2.531579,[16 62] ; [ 15 108],[12.02985075 65.97014925] ; [ 18.97014925 104.02985075],0
a7,1,0.120591,2.409632,[46 32] ; [85 37],[51.09 26.91] ; [79.91 42.09],0
p9,1,0.128206,2.314088,[60 18] ; [105  18],[64.02985075 13.97014925] ; [100.97014925  22.02985075],0
d5,1,0.135763,2.225343,[52 26] ; [69 54],[46.95522388 31.04477612] ; [74.04477612 48.95522388],0
v3,1,0.156411,2.008589,[22 54] ; [47 74],[26.61928934 49.38071066] ; [42.38071066 78.61928934],0
a3,1,0.164254,1.934622,[49 29] ; [65 58],[44.23880597 33.76119403] ; [69.76119403 53.23880597],0
a5,1,0.198053,1.656677,[43 35] ; [79 44],[47.34328358 30.65671642] ; [74.65671642 48.34328358],0
s6,1,0.200211,1.640835,[48 30] ; [83 35],[52.13265306 25.86734694] ; [78.86734694 39.13265306],0
r1,1,0.26556,1.23954,[52 25] ; [92 31],[55.44 21.56] ; [88.56 34.44],0
n5,1,0.304373,1.054936,[55 22] ; [95 27],[58.04020101 18.95979899] ; [91.95979899 30.04020101],0
b4,1,0.312961,1.018138,[40 38] ; [72 51],[43.46268657 34.53731343] ; [68.53731343 54.46268657],0
n2,1,0.33904,0.914058,[16  7] ; [18  4],[17.37777778  5.62222222] ; [16.62222222  5.37777778],0
n1,1,0.365216,0.819876,[ 9 13] ; [12 10],[10.5 11.5] ; [10.5 11.5],0
v1,1,0.367404,0.812427,[35 40] ; [65 57],[38.07106599 36.92893401] ; [61.92893401 60.07106599],0
v4,1,0.381563,0.76566,[71  7] ; [115   7],[72.54  5.46] ; [113.46   8.54],0
a8,1,0.41441,0.666114,[12 60] ; [14 99],[10.11891892 61.88108108] ; [15.88108108 97.11891892],0
r2,1,0.477539,0.504478,[67 11] ; [108  13],[68.59296482  9.40703518] ; [106.40703518  14.59296482],0
s4,1,0.513044,0.427853,[10 67] ; [ 20 102],[11.6080402 65.3919598] ; [ 18.3919598 103.6080402],0
a6,1,0.528019,0.398202,[46 32] ; [78 45],[48.11940299 29.88059701] ; [75.88059701 47.11940299],0
a1,1,0.571665,0.319905,[ 2 76] ; [  5 118],[ 2.71641791 75.28358209] ; [  4.28358209 118.71641791],0
s5,1,0.580184,0.305937,[21 55] ; [37 81],[22.72164948 53.27835052] ; [35.27835052 82.72164948],0
p1,1,0.586558,0.295753,[ 7 71] ; [ 14 109],[ 8.14925373 69.85074627] ; [ 12.85074627 110.14925373],0
n6,1,0.606496,0.265308,[63 15] ; [102  20],[64.35 13.65] ; [100.65  21.35],0
b1,1,0.634121,0.226514,[35 43] ; [51 72],[33.37313433 44.62686567] ; [52.62686567 70.37313433],0
n3,1,0.665908,0.186426,[18  5] ; [16  6],[17.37777778  5.62222222] ; [16.62222222  5.37777778],0
s8,1,0.690572,0.158466,[32 46] ; [47 76],[30.65671642 47.34328358] ; [48.34328358 74.65671642],0
d3,1,0.737401,0.112424,[33 45] ; [55 68],[34.14925373 43.85074627] ; [53.85074627 69.14925373],0
s3,1,0.738591,0.111369,[41 36] ; [62 60],[39.85427136 37.14572864] ; [63.14572864 58.85427136],0
u4,1,0.744054,0.106595,[ 1 77] ; [  1 122],[ 0.7761194 77.2238806] ; [  1.2238806 121.7761194],0
n4,1,0.788319,0.072089,[55 22] ; [90 33],[55.825 21.175] ; [89.175 33.825],0
b2,1,0.791554,0.069851,[16 34] ; [23 44],[16.66666667 33.33333333] ; [22.33333333 44.66666667],0
b3,1,0.791554,0.069851,[16 34] ; [23 44],[16.66666667 33.33333333] ; [22.33333333 44.66666667],0
r4,1,0.794329,0.067961,[67 11] ; [104  19],[66.35820896 11.64179104] ; [104.64179104  18.35820896],0
r3,1,0.805596,0.060571,[73  5] ; [114   9],[72.56716418  5.43283582] ; [114.43283582   8.56716418],0
s2,1,0.86914,0.027143,[35 42] ; [54 68],[34.43718593 42.56281407] ; [54.56281407 67.43718593],0
s7,1,0.881043,0.022394,[36 37] ; [58 57],[36.5 36.5] ; [57.5 57.5],0
a4,1,0.88676,0.020279,[22 55] ; [34 89],[21.56 55.44] ; [34.44 88.56],0
b5,1,0.905859,0.013986,[45 33] ; [72 51],[45.40298507 32.59701493] ; [71.59701493 51.40298507],0
a2,1,0.921416,0.009732,[ 6 72] ; [  9 114],[ 5.82089552 72.17910448] ; [  9.17910448 113.82089552],0
u1,1,0.955753,0.003078,[ 2 76] ; [  3 120],[ 1.94029851 76.05970149] ; [  3.05970149 119.94029851],0
u3,1,1.0,0.0,[15 13] ; [30 26],[15. 13.] ; [30. 26.],0
