Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,80.924402,[114  19] ; [11 48],[86.58854167 46.41145833] ; [38.41145833 20.58854167],1
p2,1,0.0,35.635268,[107  25] ; [22 37],[89.15183246 42.84816754] ; [39.84816754 19.15183246],1
p11,1,0.0,26.732765,[108  25] ; [26 33],[92.82291667 40.17708333] ; [41.17708333 17.82291667],1
r3,1,7e-06,20.272095,[121  12] ; [38 21],[110.140625  22.859375] ; [48.859375 10.140625],1
v4,1,1.6e-05,18.632547,[121  11] ; [38 19],[111.04761905  20.95238095] ; [47.95238095  9.04761905],1
r4,1,4.2e-05,16.799092,[108  25] ; [31 28],[96.28645833 36.71354167] ; [42.71354167 16.28645833],1
n6,1,0.000156,14.295842,[109  22] ; [34 25],[98.59473684 32.40526316] ; [44.40526316 14.59473684],1
s6,1,0.000486,12.166751,[78 53] ; [19 40],[66.87894737 64.12105263] ; [30.12105263 28.87894737],1
n5,1,0.000604,11.764041,[103  28] ; [32 27],[93.07894737 37.92105263] ; [41.92105263 17.07894737],1
s8,1,0.000977,10.869712,[55 78] ; [10 49],[45.02604167 87.97395833] ; [19.97395833 39.02604167],1
v1,1,0.001164,10.547141,[70 59] ; [17 42],[59.69680851 69.30319149] ; [27.30319149 31.69680851],0
p8,1,0.001821,9.722176,[53 80] ; [10 49],[43.640625 89.359375] ; [19.359375 39.640625],0
a3,1,0.002196,9.378391,[97 35] ; [30 29],[87.76963351 44.23036649] ; [39.23036649 19.76963351],0
p4,1,0.002288,9.302892,[63 69] ; [14 44],[53.49473684 78.50526316] ; [23.50526316 34.49473684],0
s1,1,0.005592,7.677165,[  4 128] ; [ 8 51],[  8.29319372 123.70680628] ; [ 3.70680628 55.29319372],0
n3,1,0.008074,7.016906,[32  9] ; [11 13],[27.12307692 13.87692308] ; [15.87692308  8.12307692],0
d4,1,0.008353,6.956148,[99 34] ; [32 26],[91.21989529 41.78010471] ; [39.78010471 18.21989529],0
s7,1,0.011693,6.356782,[58 70] ; [14 41],[50.36065574 77.63934426] ; [21.63934426 33.36065574],0
v2,1,0.016087,5.79333,[62 65] ; [17 40],[54.52717391 72.47282609] ; [24.47282609 32.52717391],0
n4,1,0.021142,5.315028,[100  32] ; [35 24],[93.29842932 38.70157068] ; [41.70157068 17.29842932],0
b5,1,0.022809,5.182993,[71 62] ; [21 38],[63.72916667 69.27083333] ; [28.27083333 30.72916667],0
a5,1,0.026328,4.93437,[90 43] ; [30 29],[83.125 49.875] ; [36.875 22.125],0
p3,1,0.034785,4.455713,[57 75] ; [16 43],[50.45026178 81.54973822] ; [22.54973822 36.45026178],0
d3,1,0.065083,3.402883,[57 76] ; [17 42],[51.26041667 81.73958333] ; [22.73958333 36.26041667],0
n2,1,0.075995,3.14854,[32  9] ; [15 11],[28.76119403 12.23880597] ; [18.23880597  7.76119403],0
a8,1,0.092053,2.838106,[ 14 110] ; [ 2 54],[ 11.02222222 112.97777778] ; [ 4.97777778 51.02222222],0
d1,1,0.09774,2.742042,[55 78] ; [17 42],[49.875 83.125] ; [22.125 36.875],0
a2,1,0.098798,2.72484,[ 14 119] ; [ 2 57],[ 11.08333333 121.91666667] ; [ 4.91666667 54.08333333],0
d5,1,0.115225,2.48105,[88 45] ; [32 27],[83.125 49.875] ; [36.875 22.125],0
p5,1,0.119273,2.426844,[ 13 117] ; [ 2 57],[ 10.31746032 119.68253968] ; [ 4.68253968 54.31746032],0
s5,1,0.121727,2.394953,[40 88] ; [12 47],[35.59358289 92.40641711] ; [16.40641711 42.59358289],0
p7,1,0.137084,2.210391,[65 66] ; [22 36],[60.3015873 70.6984127] ; [26.6984127 31.3015873],0
r1,1,0.183248,1.771085,[92 41] ; [35 24],[87.97395833 45.02604167] ; [39.02604167 19.97395833],0
p12,1,0.191339,1.707275,[  8 125] ; [ 1 58],[  6.234375 126.765625] ; [ 2.765625 56.234375],0
b3,1,0.195264,1.677445,[35 50] ; [11 27],[31.78861789 53.21138211] ; [14.21138211 23.78861789],0
b2,1,0.195264,1.677445,[35 50] ; [11 27],[31.78861789 53.21138211] ; [14.21138211 23.78861789],0
n1,1,0.196385,1.669058,[18 23] ; [ 7 18],[15.53030303 25.46969697] ; [ 9.46969697 15.53030303],0
r2,1,0.208257,1.583502,[113  18] ; [45 12],[110.09574468  20.90425532] ; [47.90425532  9.09574468],0
u3,1,0.235935,1.404722,[11 25] ; [13 16],[13.29230769 22.70769231] ; [10.70769231 18.29230769],0
a6,1,0.240616,1.376979,[64 69] ; [23 36],[60.265625 72.734375] ; [26.734375 32.265625],0
s2,1,0.350845,0.870398,[55 77] ; [20 38],[52.10526316 79.89473684] ; [22.89473684 35.10526316],0
