Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.004509,8.066498,[43  5] ; [23 13],[37.71428571 10.28571429] ; [28.28571429  7.71428571],0
v4,1,0.0084,6.946046,[47  1] ; [30  7],[43.48235294  4.51764706] ; [33.51764706  3.48235294],0
s6,1,0.008609,6.902123,[41  7] ; [23 15],[35.72093023 12.27906977] ; [28.27906977  9.72093023],0
s2,1,0.01443,5.984795,[34 14] ; [17 21],[28.46511628 19.53488372] ; [22.53488372 15.46511628],0
p10,1,0.019665,5.441396,[40  7] ; [24 14],[35.38823529 11.61176471] ; [28.61176471  9.38823529],0
u1,1,0.023154,5.156935,[13 35] ; [ 3 35],[ 8.93023256 39.06976744] ; [ 7.06976744 30.93023256],0
p1,1,0.054234,3.705484,[ 7 40] ; [ 1 37],[ 4.42352941 42.57647059] ; [ 3.57647059 34.42352941],0
b5,1,0.109315,2.564101,[31 17] ; [18 20],[27.34883721 20.65116279] ; [21.65116279 16.34883721],0
p5,1,0.151887,2.0532,[ 5 42] ; [ 1 37],[ 3.31764706 43.68235294] ; [ 2.68235294 35.31764706],0
a5,1,0.157853,1.994671,[37 11] ; [24 14],[34.04651163 13.95348837] ; [26.95348837 11.04651163],0
r4,1,0.164225,1.934886,[44  4] ; [31  7],[41.86046512  6.13953488] ; [33.13953488  4.86046512],0
p2,1,0.169049,1.891353,[39  9] ; [26 12],[36.27906977 11.72093023] ; [28.72093023  9.27906977],0
a8,1,0.194716,1.681569,[ 7 38] ; [ 2 31],[ 5.19230769 39.80769231] ; [ 3.80769231 29.19230769],0
s3,1,0.211211,1.563106,[34 14] ; [22 16],[31.25581395 16.74418605] ; [24.74418605 13.25581395],0
v2,1,0.251311,1.316001,[27 18] ; [17 19],[24.44444444 20.55555556] ; [19.55555556 16.44444444],0
s5,1,0.30238,1.063668,[21 25] ; [12 23],[18.74074074 27.25925926] ; [14.25925926 20.74074074],0
p7,1,0.314476,1.011782,[31 16] ; [21 17],[28.75294118 18.24705882] ; [23.24705882 14.75294118],0
a6,1,0.315351,1.00813,[34 14] ; [23 15],[31.81395349 16.18604651] ; [25.18604651 12.81395349],0
v1,1,0.448532,0.574359,[24 24] ; [15 21],[22.28571429 25.71428571] ; [16.71428571 19.28571429],0
n2,1,0.470989,0.519655,[8 5] ; [9 3],[8.84 4.16] ; [8.16 3.84],0
n3,1,0.474895,0.510563,[11  2] ; [8 3],[10.29166667  2.70833333] ; [8.70833333 2.29166667],0
p4,1,0.498503,0.458122,[25 23] ; [17 21],[23.44186047 24.55813953] ; [18.55813953 19.44186047],0
p3,1,0.590851,0.289017,[23 25] ; [16 22],[21.76744186 26.23255814] ; [17.23255814 20.76744186],0
p8,1,0.62557,0.238116,[22 26] ; [15 22],[20.89411765 27.10588235] ; [16.10588235 20.89411765],0
v3,1,0.648503,0.207792,[15 30] ; [10 25],[14.0625 30.9375] ; [10.9375 24.0625],0
d5,1,0.651909,0.203501,[40  8] ; [33  5],[40.74418605  7.25581395] ; [32.25581395  5.74418605],0
n4,1,0.664087,0.188596,[23 25] ; [20 18],[24. 24.] ; [19. 19.],0
d2,1,0.664087,0.188596,[25 23] ; [18 20],[24. 24.] ; [19. 19.],0
a2,1,0.66697,0.185167,[12 36] ; [ 8 30],[11.1627907 36.8372093] ; [ 8.8372093 29.1627907],0
d3,1,0.66697,0.185167,[36 12] ; [30  8],[36.8372093 11.1627907] ; [29.1627907  8.8372093],0
r3,1,0.700018,0.148453,[46  2] ; [37  1],[46.3255814  1.6744186] ; [36.6744186  1.3255814],0
a3,1,0.715569,0.132777,[37 11] ; [28 10],[36.27906977 11.72093023] ; [28.72093023  9.27906977],0
a7,1,0.715569,0.132777,[37 11] ; [28 10],[36.27906977 11.72093023] ; [28.72093023  9.27906977],0
r1,1,0.71976,0.128722,[35 13] ; [29  9],[35.72093023 12.27906977] ; [28.27906977  9.72093023],0
