Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,25.984424,[3 6] ; [139  14],[7.88888889 1.11111111] ; [134.11111111  18.88888889],1
r3,1,0.000494,12.137461,[6 3] ; [146   7],[8.44444444 0.55555556] ; [143.55555556   9.44444444],1
v4,1,0.002243,9.338824,[6 3] ; [144   9],[8.33333333 0.66666667] ; [141.66666667  11.33333333],0
p10,1,0.002806,8.929758,[3 6] ; [118  34],[6.76397516 2.23602484] ; [114.23602484  37.76397516],0
a5,1,0.005031,7.868236,[3 6] ; [116  37],[6.61111111 2.38888889] ; [112.38888889  40.61111111],0
r1,1,0.005573,7.683436,[3 6] ; [114  37],[6.58125 2.41875] ; [110.41875  40.58125],0
v1,1,0.005677,7.65,[1 8] ; [84 60],[5. 4.] ; [80. 64.],0
v2,1,0.006131,7.511464,[1 8] ; [84 61],[4.96753247 4.03246753] ; [80.03246753 64.96753247],0
p5,1,0.007505,7.147951,[3 6] ; [ 11 139],[0.79245283 8.20754717] ; [ 13.20754717 136.79245283],0
a8,1,0.026538,4.920634,[3 6] ; [ 13 124],[0.98630137 8.01369863] ; [ 15.01369863 121.98630137],0
s2,1,0.034154,4.486959,[2 7] ; [88 63],[5.0625 3.9375] ; [84.9375 66.0625],0
s8,1,0.03517,4.436889,[1 8] ; [72 81],[4.05555556 4.94444444] ; [68.94444444 84.05555556],0
p9,1,0.048556,3.890635,[5 4] ; [125  27],[7.26708075 1.73291925] ; [122.73291925  29.26708075],0
u3,1,0.055754,3.659386,[1 3] ; [26 10],[2.7 1.3] ; [24.3 11.7],0
d2,1,0.058644,3.575318,[2 7] ; [83 69],[4.7515528 4.2484472] ; [80.2484472 71.7515528],0
a7,1,0.070992,3.259923,[4 5] ; [111  42],[6.38888889 2.61111111] ; [108.61111111  44.38888889],0
s6,1,0.091866,2.841374,[4 5] ; [108  44],[6.26086957 2.73913043] ; [105.73913043  46.26086957],0
a4,1,0.093542,2.812339,[2 7] ; [78 75],[4.44444444 4.55555556] ; [75.55555556 77.44444444],0
p11,1,0.098931,2.722689,[4 5] ; [108  45],[6.22222222 2.77777778] ; [105.77777778  47.22222222],0
s7,1,0.099411,2.714967,[2 6] ; [79 65],[4.26315789 3.73684211] ; [76.73684211 67.26315789],0
d1,1,0.143809,2.136719,[3 6] ; [89 64],[5.11111111 3.88888889] ; [86.88888889 66.11111111],0
a3,1,0.157339,1.999614,[5 4] ; [117  36],[6.77777778 2.22222222] ; [115.22222222  37.77777778],0
p4,1,0.18682,1.742521,[8 1] ; [104  49],[6.22222222 2.77777778] ; [105.77777778  47.22222222],0
p6,1,0.206823,1.593524,[1 8] ; [ 47 105],[2.68322981 6.31677019] ; [ 45.31677019 106.68322981],0
v3,1,0.242583,1.365521,[2 7] ; [60 83],[3.67105263 5.32894737] ; [58.32894737 84.67105263],0
d3,1,0.254067,1.300801,[4 5] ; [97 56],[5.61111111 3.38888889] ; [95.38888889 57.61111111],0
d4,1,0.32043,0.987191,[6 3] ; [123  30],[7.16666667 1.83333333] ; [121.83333333  31.16666667],0
s3,1,0.391819,0.733289,[4 5] ; [89 62],[5.23125 3.76875] ; [87.76875 63.23125],0
b2,1,0.437884,0.60182,[2 5] ; [44 57],[2.98148148 4.01851852] ; [43.01851852 57.98148148],0
b3,1,0.437884,0.60182,[2 5] ; [44 57],[2.98148148 4.01851852] ; [43.01851852 57.98148148],0
s5,1,0.442451,0.589918,[2 7] ; [50 94],[3.05882353 5.94117647] ; [48.94117647 95.05882353],0
n4,1,0.472836,0.51534,[8 1] ; [120  32],[7.1552795 1.8447205] ; [120.8447205  31.1552795],0
n6,1,0.550851,0.355795,[8 1] ; [123  29],[7.32298137 1.67701863] ; [123.67701863  28.32298137],0
p7,1,0.592947,0.285766,[4 5] ; [82 71],[4.77777778 4.22222222] ; [81.22222222 71.77777778],0
n5,1,0.754489,0.097797,[6 3] ; [108  43],[6.4125 2.5875] ; [107.5875  43.4125],0
b1,1,0.819007,0.052359,[5 4] ; [79 74],[4.66666667 4.33333333] ; [79.33333333 73.66666667],0
d5,1,0.82393,0.049503,[8 1] ; [132  21],[7.77777778 1.22222222] ; [132.22222222  20.77777778],0
b4,1,0.846594,0.037429,[5 4] ; [90 63],[5.27777778 3.72222222] ; [89.72222222 63.27777778],0
a6,1,0.868939,0.027227,[6 3] ; [106  47],[6.22222222 2.77777778] ; [105.77777778  47.22222222],0
n1,1,0.870756,0.026471,[1 1] ; [15 19],[0.88888889 1.11111111] ; [15.11111111 18.88888889],0
p1,1,0.898355,0.016317,[1 8] ; [ 15 138],[0.88888889 8.11111111] ; [ 15.11111111 137.88888889],0
b5,1,0.936131,0.006421,[6 3] ; [100  53],[5.88888889 3.11111111] ; [100.11111111  52.88888889],0
p2,1,1.0,0.0,[7 2] ; [119  34],[7. 2.] ; [119.  34.],0
