Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.0,79.436496,[123  43] ; [ 82 189],[77.87185355 88.12814645] ; [127.12814645 143.87185355],1
p7,1,0.0,27.264484,[109  56] ; [106 158],[82.69230769 82.30769231] ; [132.30769231 131.69230769],1
v1,1,0.000362,12.718649,[89 69] ; [102 163],[71.3427896 86.6572104] ; [119.6572104 145.3427896],1
p8,1,0.000812,11.21436,[87 78] ; [ 97 170],[70.27777778 94.72222222] ; [113.72222222 153.27777778],1
p11,1,0.002148,9.418479,[137  29] ; [190  84],[123.36818182  42.63181818] ; [203.63181818  70.36818182],0
n5,1,0.002516,9.128662,[127  39] ; [169 101],[112.69724771  53.30275229] ; [183.30275229  86.69724771],0
r4,1,0.002802,8.932338,[155  11] ; [229  45],[144.87272727  21.12727273] ; [239.12727273  34.87272727],0
v4,1,0.005319,7.767817,[162   4] ; [245  25],[154.9587156  11.0412844] ; [252.0412844  17.9587156],0
p2,1,0.00613,7.511795,[140  25] ; [201  72],[128.45890411  36.54109589] ; [212.54109589  60.45890411],0
p10,1,0.007305,7.196395,[139  26] ; [196  72],[127.65588915  37.34411085] ; [207.34411085  60.65588915],0
u1,1,0.008983,6.826188,[ 40 126] ; [ 39 235],[ 29.80454545 136.19545455] ; [ 49.19545455 224.80454545],0
p9,1,0.014999,5.91664,[141  23] ; [203  63],[131.2  32.8] ; [212.8  53.2],0
n3,1,0.017978,5.598274,[24  3] ; [52 28],[19.17757009  7.82242991] ; [56.82242991 23.17757009],0
d5,1,0.018208,5.576,[147  19] ; [218  55],[138.01822323  27.98177677] ; [226.98177677  46.01822323],0
r2,1,0.022228,5.227869,[161   5] ; [246  23],[155.31494253  10.68505747] ; [251.68505747  17.31494253],0
s8,1,0.023043,5.165291,[68 96] ; [ 84 189],[ 57.04347826 106.95652174] ; [ 94.95652174 178.04347826],0
p5,1,0.045015,4.018073,[ 15 148] ; [ 12 260],[ 10.11724138 152.88275862] ; [ 16.88275862 255.11724138],0
