Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a4,1,0.034275,4.480931,[17  9] ; [35 49],[12.29090909 13.70909091] ; [39.70909091 44.29090909],0
b3,1,0.049928,3.843867,[10  7] ; [16 34],[ 6.59701493 10.40298507] ; [19.40298507 30.59701493],0
b2,1,0.049928,3.843867,[10  7] ; [16 34],[ 6.59701493 10.40298507] ; [19.40298507 30.59701493],0
v3,1,0.097533,2.745419,[ 5 21] ; [28 48],[ 8.41176471 17.58823529] ; [24.58823529 51.41176471],0
p9,1,0.107674,2.588028,[24  2] ; [65 18],[21.2293578  4.7706422] ; [67.7706422 15.2293578],0
a8,1,0.124035,2.365622,[ 3 21] ; [ 3 73],[ 1.44 22.56] ; [ 4.56 71.44],0
p8,1,0.150075,2.07149,[11 15] ; [23 61],[ 8.03636364 17.96363636] ; [25.96363636 58.03636364],0
a6,1,0.15578,2.014723,[13 13] ; [55 29],[16.07272727  9.92727273] ; [51.92727273 32.07272727],0
n1,1,0.19043,1.714286,[5 2] ; [ 9 12],[3.5 3.5] ; [10.5 10.5],0
a3,1,0.205239,1.604699,[21  5] ; [57 27],[18.43636364  7.56363636] ; [59.56363636 24.43636364],0
u4,1,0.206128,1.598417,[ 2 24] ; [ 2 82],[ 0.94545455 25.05454545] ; [ 3.05454545 80.94545455],0
p10,1,0.232497,1.425519,[17  9] ; [64 19],[19.32110092  6.67889908] ; [61.67889908 21.32110092],0
p1,1,0.289661,1.121198,[ 6 20] ; [12 72],[ 4.25454545 21.74545455] ; [13.74545455 70.25454545],0
p4,1,0.306604,1.045249,[22  4] ; [63 21],[20.09090909  5.90909091] ; [64.90909091 19.09090909],0
n4,1,0.314873,1.010124,[23  3] ; [67 17],[21.27272727  4.72727273] ; [68.72727273 15.27272727],0
d1,1,0.319678,0.990263,[18  8] ; [49 35],[15.83636364 10.16363636] ; [51.16363636 32.83636364],0
s7,1,0.324722,0.969833,[13 11] ; [32 43],[10.90909091 13.09090909] ; [34.09090909 40.90909091],0
r1,1,0.343008,0.899157,[18  8] ; [65 18],[19.79816514  6.20183486] ; [63.20183486 19.79816514],0
r3,1,0.355998,0.851961,[25  1] ; [76  8],[23.87272727  2.12727273] ; [77.12727273  6.87272727],0
v2,1,0.366533,0.815385,[15 11] ; [38 42],[13. 13.] ; [40. 40.],0
d2,1,0.384873,0.755078,[16 10] ; [43 40],[14.0733945 11.9266055] ; [44.9266055 38.0733945],0
b4,1,0.4032,0.698762,[15 11] ; [56 28],[16.78181818  9.21818182] ; [54.21818182 29.78181818],0
