Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,86.680428,[159  95] ; [ 5 85],[121.09302326 132.90697674] ; [42.90697674 47.09302326],1
d4,1,0.0,35.607961,[208  46] ; [44 45],[186.6122449  67.3877551] ; [65.3877551 23.6122449],1
a5,1,0.0,34.706982,[182  72] ; [33 57],[158.75  95.25] ; [56.25 33.75],1
d2,1,0.0,32.704896,[133 120] ; [16 74],[109.90379009 143.09620991] ; [39.09620991 50.90379009],1
a4,1,0.0,26.841007,[125 128] ; [16 73],[104.30701754 148.69298246] ; [36.69298246 52.30701754],1
a7,1,9e-06,19.796693,[188  66] ; [43 46],[171.06122449  82.93877551] ; [59.93877551 29.06122449],1
d3,1,5e-05,16.451679,[171  82] ; [39 51],[154.89795918  98.10204082] ; [55.10204082 34.89795918],1
a2,1,0.000222,13.631983,[ 63 191] ; [ 6 84],[ 50.94767442 203.05232558] ; [18.05232558 71.94767442],1
s6,1,0.000262,13.321308,[141 112] ; [30 60],[126.13119534 126.86880466] ; [44.86880466 45.13119534],1
a3,1,0.000394,12.562677,[181  73] ; [45 44],[167.35860058  86.64139942] ; [58.64139942 30.35860058],1
a6,1,0.000526,12.020385,[181  73] ; [46 44],[167.61046512  86.38953488] ; [59.38953488 30.61046512],1
s8,1,0.000592,11.800492,[ 85 169] ; [13 77],[ 72.36046512 181.63953488] ; [25.63953488 64.36046512],1
p3,1,0.000709,11.465301,[ 87 165] ; [14 76],[ 74.42105263 177.57894737] ; [26.57894737 63.42105263],1
v2,1,0.000769,11.314479,[127 114] ; [26 57],[113.80555556 127.19444444] ; [39.19444444 43.80555556],1
u1,1,0.000801,11.239242,[ 49 205] ; [ 4 86],[ 39.13372093 214.86627907] ; [13.86627907 76.13372093],1
b5,1,0.003826,8.36462,[168  86] ; [44 46],[156.53488372  97.46511628] ; [55.46511628 34.53488372],0
p4,1,0.004294,8.155311,[106 148] ; [22 67],[ 94.78717201 159.21282799] ; [33.21282799 55.78717201],0
n4,1,0.004532,8.057292,[189  65] ; [52 37],[178.4664723  75.5335277] ; [62.5335277 26.4664723],0
r3,1,0.004552,8.049302,[231  23] ; [70 18],[223.5497076  30.4502924] ; [77.4502924 10.5497076],0
r4,1,0.004572,8.041399,[204  50] ; [59 31],[194.19186047  59.80813953] ; [68.80813953 21.19186047],0
s7,1,0.005601,7.674527,[ 92 150] ; [18 66],[ 81.65644172 160.34355828] ; [28.34355828 55.65644172],0
r2,1,0.0059,7.580636,[228  23] ; [71 18],[220.73235294  30.26764706] ; [78.26764706 10.73235294],0
v4,1,0.009804,6.670237,[226  27] ; [69 19],[218.87096774  34.12903226] ; [76.12903226 11.87096774],0
p10,1,0.012278,6.270265,[172  80] ; [47 41],[162.31764706  89.68235294] ; [56.68235294 31.31764706],0
n6,1,0.012999,6.16922,[196  58] ; [56 32],[187.15789474  66.84210526] ; [64.84210526 23.15789474],0
r1,1,0.018534,5.544994,[187  66] ; [54 35],[178.28362573  74.71637427] ; [62.71637427 26.28362573],0
v3,1,0.021381,5.295458,[ 88 153] ; [20 67],[ 79.35365854 161.64634146] ; [28.64634146 58.35365854],0
p9,1,0.033353,4.527578,[181  69] ; [53 35],[173.07692308  76.92307692] ; [60.92307692 27.07692308],0
p2,1,0.037165,4.342857,[176  76] ; [52 38],[168.  84.] ; [60. 30.],0
s2,1,0.043957,4.058228,[101 151] ; [25 64],[ 93.1143695 158.8856305] ; [32.8856305 56.1143695],0
b4,1,0.05051,3.824459,[157  97] ; [45 45],[149.15116279 104.84883721] ; [52.84883721 37.15116279],0
n2,1,0.051633,3.787633,[49 35] ; [27  8],[53.64705882 30.35294118] ; [22.35294118 12.64705882],0
u2,1,0.117388,2.451831,[41 31] ; [18 25],[36.93913043 35.06086957] ; [22.06086957 20.93913043],0
p11,1,0.135811,2.224787,[177  77] ; [55 35],[171.30232558  82.69767442] ; [60.69767442 29.30232558],0
p1,1,0.215404,1.534732,[  9 244] ; [ 6 84],[ 11.06413994 241.93586006] ; [ 3.93586006 86.06413994],0
p12,1,0.236147,1.403451,[  9 244] ; [ 1 89],[  7.37609329 245.62390671] ; [ 2.62390671 87.37609329],0
n5,1,0.259456,1.271658,[174  78] ; [55 33],[169.72941176  82.27058824] ; [59.27058824 28.72941176],0
s1,1,0.27808,1.176448,[  8 245] ; [ 5 82],[  9.67352941 243.32647059] ; [ 3.32647059 83.67352941],0
n1,1,0.341096,0.906308,[26 58] ; [14 21],[28.23529412 55.76470588] ; [11.76470588 23.23529412],0
a1,1,0.354173,0.858449,[ 13 241] ; [ 7 83],[ 14.76744186 239.23255814] ; [ 5.23255814 84.76744186],0
p5,1,0.438507,0.600186,[  7 243] ; [ 4 85],[  8.1120944 241.8879056] ; [ 2.8879056 86.1120944],0
p6,1,0.449269,0.572496,[ 46 205] ; [13 75],[ 43.68436578 207.31563422] ; [15.31563422 72.68436578],0
u3,1,0.458534,0.54947,[40 33] ; [21 23],[38.05982906 34.94017094] ; [22.94017094 21.05982906],0
s4,1,0.565116,0.330924,[ 28 225] ; [12 78],[ 29.50437318 223.49562682] ; [10.49562682 79.50437318],0
a8,1,0.584239,0.299432,[ 26 210] ; [11 72],[ 27.37304075 208.62695925] ; [ 9.62695925 73.37304075],0
p7,1,0.687419,0.161894,[ 96 155] ; [35 51],[ 97.56973294 153.43026706] ; [33.43026706 52.56973294],0
n3,1,0.706434,0.141865,[59 25] ; [22 11],[58.15384615 25.84615385] ; [22.84615385 10.15384615],0
b1,1,0.8325,0.044731,[104 150] ; [38 52],[104.84883721 149.15116279] ; [37.15116279 52.84883721],0
b2,1,0.870675,0.026504,[59 96] ; [21 36],[58.49056604 96.50943396] ; [21.50943396 35.49056604],0
b3,1,0.870675,0.026504,[59 96] ; [21 36],[58.49056604 96.50943396] ; [21.50943396 35.49056604],0
v1,1,0.978218,0.000745,[103 141] ; [37 51],[102.89156627 141.10843373] ; [37.10843373 50.89156627],0
s3,1,0.993085,7.5e-05,[117 134] ; [42 48],[117.03519062 133.96480938] ; [41.96480938 48.03519062],0
