Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r2,1,0.0,77.319142,[549  20] ; [12 10],[540.11675127  28.88324873] ; [20.88324873  1.11675127],1
r4,1,0.0,47.219291,[541  35] ; [12 10],[532.65551839  43.34448161] ; [20.34448161  1.65551839],1
r1,1,0.00282,8.920524,[480  94] ; [13  9],[474.80201342  99.19798658] ; [18.19798658  3.80201342],0
p8,1,0.00812,7.006848,[339 225] ; [ 7 15],[333.01023891 230.98976109] ; [12.98976109  9.01023891],0
p11,1,0.01189,6.327202,[484  92] ; [14  8],[479.67892977  96.32107023] ; [18.32107023  3.67892977],0
p7,1,0.013043,6.163217,[398 168] ; [10 12],[392.73469388 173.26530612] ; [15.26530612  6.73469388],0
s7,1,0.027364,4.867667,[301 246] ; [ 6 14],[296.17107584 250.82892416] ; [10.82892416  9.17107584],0
b1,1,0.039133,4.255082,[215 361] ; [13  9],[219.61204013 356.38795987] ; [ 8.38795987 13.61204013],0
d1,1,0.042712,4.106767,[359 217] ; [ 9 13],[354.46153846 221.53846154] ; [13.53846154  8.46153846],0
a7,1,0.060554,3.522141,[418 156] ; [12 10],[414.12751678 159.87248322] ; [15.87248322  6.12751678],0
u1,1,0.07263,3.222553,[115 461] ; [ 1 21],[111.73244147 464.26755853] ; [ 4.26755853 17.73244147],0
u2,1,0.083205,3.001167,[80 62] ; [2 6],[77.62666667 64.37333333] ; [4.37333333 3.62666667],0
u3,1,0.098743,2.725729,[78 64] ; [2 6],[75.73333333 66.26666667] ; [4.26666667 3.73333333],0
r3,1,0.129599,2.297303,[555  19] ; [19  2],[553.74117647  20.25882353] ; [20.25882353  0.74117647],0
v3,1,0.132097,2.267686,[243 316] ; [ 6 16],[239.57142857 319.42857143] ; [ 9.42857143 12.57142857],0
a6,1,0.150771,2.064435,[397 178] ; [12 10],[393.9279732 181.0720268] ; [15.0720268  6.9279732],0
d4,1,0.170936,1.874712,[481  93] ; [16  6],[478.65436242  95.34563758] ; [18.34563758  3.65436242],0
s4,1,0.184877,1.757974,[ 83 485] ; [ 1 21],[ 80.86779661 487.13220339] ; [ 3.13220339 18.86779661],0
a3,1,0.209739,1.573224,[433 141] ; [14  8],[430.5 143.5] ; [16.5  5.5],0
a4,1,0.246183,1.344837,[281 293] ; [ 8 14],[278.33221477 295.66778523] ; [10.66778523 11.33221477],0
d3,1,0.252039,1.311968,[406 170] ; [13  9],[403.58528428 172.41471572] ; [15.41471572  6.58528428],0
s8,1,0.294824,1.097461,[273 299] ; [ 8 14],[270.59259259 301.40740741] ; [10.40740741 11.59259259],0
d5,1,0.306745,1.044637,[490  85] ; [17  5],[488.31658291  86.68341709] ; [18.68341709  3.31658291],0
p9,1,0.31445,1.011892,[502  67] ; [17  4],[500.52711864  68.47288136] ; [18.47288136  2.52711864],0
n1,1,0.325568,0.966445,[43 59] ; [1 4],[41.94392523 60.05607477] ; [2.05607477 2.94392523],0
p3,1,0.328557,0.954578,[322 253] ; [10 12],[319.76549414 255.23450586] ; [12.23450586  9.76549414],0
v2,1,0.329934,0.949156,[321 235] ; [15  7],[323.21107266 232.78892734] ; [12.78892734  9.21107266],0
s6,1,0.33723,0.920935,[395 169] ; [12  8],[393.06164384 170.93835616] ; [13.93835616  6.06164384],0
b4,1,0.349056,0.876887,[335 241] ; [15  7],[337.12374582 238.87625418] ; [12.87625418  9.12374582],0
s2,1,0.357495,0.846675,[303 268] ; [ 9 12],[300.93243243 270.06756757] ; [11.06756757  9.93243243],0
a2,1,0.380614,0.768718,[153 423] ; [ 4 18],[151.22408027 424.77591973] ; [ 5.77591973 16.22408027],0
p1,1,0.414758,0.66512,[ 56 518] ; [ 1 21],[ 54.89597315 519.10402685] ; [ 2.10402685 19.89597315],0
v1,1,0.419784,0.650919,[329 232] ; [11 11],[327.16981132 233.83018868] ; [12.83018868  9.16981132],0
n2,1,0.453334,0.562302,[78 26] ; [3 2],[77.28440367 26.71559633] ; [3.71559633 1.28440367],0
n5,1,0.50463,0.445186,[498  76] ; [18  4],[496.95302013  77.04697987] ; [19.04697987  2.95302013],0
p5,1,0.539377,0.376696,[ 78 496] ; [ 4 18],[ 78.97315436 495.02684564] ; [ 3.02684564 18.97315436],0
p10,1,0.549432,0.358336,[489  82] ; [17  4],[488.05067568  82.94932432] ; [17.94932432  3.05067568],0
s3,1,0.557421,0.344188,[334 234] ; [11 10],[332.69949066 235.30050934] ; [12.30050934  8.69949066],0
a5,1,0.563079,0.334401,[449 127] ; [16  6],[447.89297659 128.10702341] ; [17.10702341  4.89297659],0
p4,1,0.658411,0.195459,[391 183] ; [14  8],[390.05033557 183.94966443] ; [14.94966443  7.05033557],0
a8,1,0.659393,0.194262,[ 84 432] ; [ 4 16],[ 84.71641791 431.28358209] ; [ 3.28358209 16.71641791],0
s1,1,0.679113,0.171126,[ 17 550] ; [ 1 21],[ 17.32767402 549.67232598] ; [ 0.67232598 21.32767402],0
n3,1,0.800279,0.064002,[78 26] ; [4 1],[78.23853211 25.76146789] ; [3.76146789 1.23853211],0
p6,1,0.809188,0.05831,[243 324] ; [10 12],[243.55008489 323.44991511] ; [ 9.44991511 12.55008489],0
d2,1,0.833519,0.04418,[300 274] ; [12 10],[300.48322148 273.51677852] ; [11.51677852 10.48322148],0
b5,1,0.887703,0.019941,[349 227] ; [13  9],[348.68227425 227.31772575] ; [13.31772575  8.68227425],0
n6,1,0.89519,0.017355,[516  60] ; [19  2],[516.18090452  59.81909548] ; [18.81909548  2.18090452],0
b2,1,0.915128,0.011358,[139 219] ; [ 6 10],[138.79679144 219.20320856] ; [6.20320856 9.79679144],0
b3,1,0.915128,0.011358,[139 219] ; [ 6 10],[138.79679144 219.20320856] ; [6.20320856 9.79679144],0
p12,1,0.923619,0.009192,[ 51 521] ; [ 2 19],[ 51.12310287 520.87689713] ; [ 1.87689713 19.12310287],0
s5,1,0.954352,0.003277,[197 356] ; [ 7 13],[196.87958115 356.12041885] ; [ 7.12041885 12.87958115],0
a1,1,0.994416,4.9e-05,[ 26 550] ; [ 1 21],[ 26.00668896 549.99331104] ; [ 0.99331104 21.00668896],0
