Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.0,141.540839,[318   6] ; [43 40],[287.38083538  36.61916462] ; [73.61916462  9.38083538],1
r2,1,0.0,117.098899,[319   5] ; [48 33],[293.6  30.4] ; [73.4  7.6],1
v4,1,0.0,110.160327,[312  11] ; [46 38],[284.11302211  38.88697789] ; [73.88697789 10.11302211],1
r1,1,0.0,93.935436,[266  57] ; [25 61],[229.81173594  93.18826406] ; [61.18826406 24.81173594],1
n6,1,0.0,36.485205,[260  64] ; [40 44],[238.23529412  85.76470588] ; [61.76470588 22.23529412],1
p11,1,0.0,35.716176,[241  84] ; [35 52],[217.7184466 107.2815534] ; [58.2815534 28.7184466],1
p9,1,0.0,34.839955,[249  68] ; [38 45],[227.4475  89.5525] ; [59.5525 23.4475],1
s8,1,1e-06,24.791291,[120 204] ; [ 8 79],[100.90510949 223.09489051] ; [27.09489051 59.90510949],1
p10,1,1e-06,23.963938,[232  89] ; [38 48],[212.94840295 108.05159705] ; [57.05159705 28.94840295],1
s6,1,5e-06,20.668601,[183 136] ; [26 61],[164.21428571 154.78571429] ; [44.78571429 42.21428571],1
p2,1,7e-06,20.239049,[236  89] ; [41 46],[218.50728155 106.49271845] ; [58.49271845 28.50728155],1
p7,1,3.2e-05,17.320015,[157 157] ; [21 64],[140.0802005 173.9197995] ; [37.9197995 47.0802005],1
p8,1,7.9e-05,15.583391,[111 208] ; [11 75],[ 96.09382716 222.90617284] ; [25.90617284 60.09382716],1
d5,1,0.000256,13.366939,[246  77] ; [49 38],[232.40243902  90.59756098] ; [62.59756098 24.40243902],1
a1,1,0.000314,12.984735,[ 10 315] ; [11 76],[ 16.56553398 308.43446602] ; [ 4.43446602 82.56553398],1
a5,1,0.000431,12.392993,[213 112] ; [39 48],[198.78640777 126.21359223] ; [53.21359223 33.78640777],1
s2,1,0.00074,11.385702,[142 180] ; [21 66],[128.32762836 193.67237164] ; [34.67237164 52.32762836],1
n2,1,0.00081,11.217714,[72 19] ; [23 22],[63.56617647 27.43382353] ; [31.43382353 13.56617647],1
u3,1,0.001424,10.174769,[62 46] ; [10 27],[53.62758621 54.37241379] ; [18.37241379 18.62758621],0
a6,1,0.001434,10.161027,[216 107] ; [42 45],[203.25365854 119.74634146] ; [54.74634146 32.25365854],0
a7,1,0.002708,8.994723,[224 100] ; [44 41],[212.30317848 111.69682152] ; [55.69682152 29.30317848],0
d4,1,0.00313,8.730077,[256  67] ; [55 31],[245.60635697  77.39364303] ; [65.39364303 20.60635697],0
s3,1,0.004095,8.241197,[170 152] ; [30 55],[158.23095823 163.76904177] ; [41.76904177 43.23095823],0
v2,1,0.007767,7.086426,[161 145] ; [30 53],[150.24678663 155.75321337] ; [40.75321337 42.24678663],0
n3,1,0.008597,6.904702,[65 24] ; [22 22],[58.21804511 30.78195489] ; [28.78195489 15.21804511],0
d3,1,0.011578,6.374298,[199 124] ; [40 46],[188.74572127 134.25427873] ; [50.25427873 35.74572127],0
s7,1,0.012058,6.30238,[119 194] ; [19 63],[109.35189873 203.64810127] ; [28.64810127 53.35189873],0
s1,1,0.014115,6.023751,[  8 311] ; [ 7 79],[ 11.81481481 307.18518519] ; [ 3.18518519 82.81481481],0
v1,1,0.020296,5.386281,[141 178] ; [25 58],[131.72636816 187.27363184] ; [34.27363184 48.72636816],0
d1,1,0.020921,5.333321,[161 164] ; [31 56],[151.45631068 173.54368932] ; [40.54368932 46.45631068],0
p1,1,0.02629,4.936834,[ 16 307] ; [10 77],[ 20.48292683 302.51707317] ; [ 5.51707317 81.48292683],0
p3,1,0.028409,4.803079,[ 77 248] ; [11 75],[ 69.5863747 255.4136253] ; [18.4136253 67.5863747],0
s5,1,0.034847,4.452653,[ 81 230] ; [13 73],[ 73.6372796 237.3627204] ; [20.3627204 65.6372796],0
b1,1,0.036706,4.364014,[117 208] ; [42 45],[125.42475728 199.57524272] ; [33.57524272 53.42475728],0
v3,1,0.060819,3.514903,[106 207] ; [20 66],[ 98.84210526 214.15789474] ; [27.15789474 58.84210526],0
b5,1,0.065613,3.389502,[207 118] ; [46 41],[199.57524272 125.42475728] ; [53.42475728 33.57524272],0
a2,1,0.08691,2.930699,[ 63 262] ; [10 77],[ 57.58495146 267.41504854] ; [15.41504854 71.58495146],0
