Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.008583,6.907557,[ 9 42] ; [16 21],[14.48863636 36.51136364] ; [10.51136364 26.48863636],0
d5,1,0.023696,5.116738,[16 35] ; [21 17],[21.20224719 29.79775281] ; [15.79775281 22.20224719],0
d4,1,0.04659,3.960136,[20 31] ; [23 15],[24.64044944 26.35955056] ; [18.35955056 19.64044944],0
r3,1,0.056426,3.639441,[22 29] ; [23 13],[26.37931034 24.62068966] ; [18.62068966 17.37931034],0
a5,1,0.113047,2.511094,[17 34] ; [19 19],[20.62921348 30.37078652] ; [15.37078652 22.62921348],0
s2,1,0.116875,2.45871,[17 34] ; [ 7 31],[13.75280899 37.24719101] ; [10.24719101 27.75280899],0
b1,1,0.133011,2.257002,[31 20] ; [17 21],[27.50561798 23.49438202] ; [20.49438202 17.50561798],0
p10,1,0.176101,1.830228,[24 26] ; [22 13],[27.05882353 22.94117647] ; [18.94117647 16.05882353],0
p8,1,0.179972,1.797857,[15 36] ; [16 21],[17.96590909 33.03409091] ; [13.03409091 23.96590909],0
a2,1,0.181378,1.786294,[ 1 50] ; [ 3 35],[ 2.29213483 48.70786517] ; [ 1.70786517 36.29213483],0
a8,1,0.183782,1.766774,[ 2 47] ; [ 4 30],[ 3.54216867 45.45783133] ; [ 2.45783133 31.54216867],0
n5,1,0.213017,1.550802,[35 16] ; [20 16],[32.24137931 18.75862069] ; [22.75862069 13.24137931],0
d2,1,0.218254,1.515818,[12 39] ; [ 5 33],[ 9.74157303 41.25842697] ; [ 7.25842697 30.74157303],0
s7,1,0.234333,1.414365,[16 32] ; [ 8 29],[13.55294118 34.44705882] ; [10.44705882 26.55294118],0
p9,1,0.313313,1.016657,[27 22] ; [25 13],[29.28735632 19.71264368] ; [22.71264368 15.28735632],0
n1,1,0.313812,1.014566,[10 17] ; [7 6],[11.475 15.525] ; [5.525 7.475],0
p4,1,0.314551,1.011469,[20 31] ; [11 27],[17.76404494 33.23595506] ; [13.23595506 24.76404494],0
u3,1,0.383651,0.758971,[ 7 21] ; [ 7 12],[ 8.34042553 19.65957447] ; [ 5.65957447 13.34042553],0
s6,1,0.396742,0.718178,[17 34] ; [16 22],[18.91011236 32.08988764] ; [14.08988764 23.91011236],0
b2,1,0.450788,0.56867,[13 21] ; [ 5 13],[11.76923077 22.23076923] ; [ 6.23076923 11.76923077],0
b3,1,0.450788,0.56867,[13 21] ; [ 5 13],[11.76923077 22.23076923] ; [ 6.23076923 11.76923077],0
p6,1,0.471559,0.51832,[ 9 41] ; [ 9 28],[10.34482759 39.65517241] ; [ 7.65517241 29.34482759],0
u2,1,0.474355,0.511813,[11 17] ; [9 9],[12.17391304 15.82608696] ; [ 7.82608696 10.17391304],0
v4,1,0.527258,0.399673,[28 22] ; [22 13],[29.41176471 20.58823529] ; [20.58823529 14.41176471],0
r2,1,0.532168,0.390249,[23 27] ; [18 16],[24.4047619 25.5952381] ; [16.5952381 17.4047619],0
a6,1,0.560333,0.339128,[21 30] ; [18 20],[22.34831461 28.65168539] ; [16.65168539 21.34831461],0
n4,1,0.560333,0.339128,[30 21] ; [20 18],[28.65168539 22.34831461] ; [21.34831461 16.65168539],0
n3,1,0.56409,0.332671,[14 13] ; [8 5],[14.85 12.15] ; [7.15 5.85],0
v2,1,0.640056,0.218669,[12 37] ; [11 27],[12.95402299 36.04597701] ; [10.04597701 27.95402299],0
p2,1,0.640145,0.218553,[32 19] ; [25 12],[33.03409091 17.96590909] ; [23.96590909 13.03409091],0
a4,1,0.642494,0.215496,[10 41] ; [ 9 29],[10.88764045 40.11235955] ; [ 8.11235955 29.88764045],0
s8,1,0.64264,0.215306,[10 41] ; [ 6 32],[ 9.16853933 41.83146067] ; [ 6.83146067 31.16853933],0
p1,1,0.654263,0.200568,[ 4 47] ; [ 2 35],[ 3.47727273 47.52272727] ; [ 2.52272727 34.47727273],0
s1,1,0.661562,0.191632,[ 4 47] ; [ 4 34],[ 4.58426966 46.41573034] ; [ 3.41573034 34.58426966],0
v1,1,0.673391,0.177661,[17 33] ; [11 26],[16.09195402 33.90804598] ; [11.90804598 25.09195402],0
s3,1,0.678532,0.171783,[18 31] ; [12 25],[17.09302326 31.90697674] ; [12.90697674 24.09302326],0
p7,1,0.690434,0.158616,[24 27] ; [18 17],[24.90697674 26.09302326] ; [17.09302326 17.90697674],0
