Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.0,34.37686,[162  19] ; [55 38],[143.34671533  37.65328467] ; [73.65328467 19.34671533],1
p7,1,7.4e-05,15.693886,[162  18] ; [64 26],[150.66666667  29.33333333] ; [75.33333333 14.66666667],1
p10,1,0.000144,14.445525,[171   9] ; [74 18],[162.13235294  17.86764706] ; [82.86764706  9.13235294],1
p6,1,0.000279,13.205739,[109  67] ; [36 57],[94.86988848 81.13011152] ; [50.13011152 42.86988848],1
p12,1,0.015072,5.908059,[ 28 153] ; [ 5 88],[ 21.79927007 159.20072993] ; [11.20072993 81.79927007],0
u1,1,0.0305,4.680901,[ 41 140] ; [11 82],[ 34.35036496 146.64963504] ; [17.64963504 75.35036496],0
p5,1,0.03368,4.51086,[ 43 138] ; [12 81],[ 36.33211679 144.66788321] ; [18.66788321 74.33211679],0
p9,1,0.033882,4.500633,[172   9] ; [80 11],[167.69117647  13.30882353] ; [84.30882353  6.69117647],0
s7,1,0.038129,4.299261,[104  66] ; [43 47],[96.11538462 73.88461538] ; [50.88461538 39.11538462],0
a6,1,0.038518,4.282022,[127  53] ; [54 39],[119.34065934  60.65934066] ; [61.65934066 31.34065934],0
p2,1,0.038856,4.267141,[172   9] ; [82 11],[167.78832117  13.21167883] ; [86.21167883  6.78832117],0
d1,1,0.042918,4.098644,[129  52] ; [55 38],[121.54744526  59.45255474] ; [62.45255474 30.54744526],0
a3,1,0.044625,4.032743,[144  35] ; [64 28],[137.38745387  41.61254613] ; [70.61254613 21.38745387],0
v2,1,0.04995,3.843123,[131  48] ; [56 35],[123.97407407  55.02592593] ; [63.02592593 27.97407407],0
a2,1,0.059168,3.560556,[ 52 129] ; [17 76],[ 45.58029197 135.41970803] ; [23.41970803 69.58029197],0
n5,1,0.063216,3.450939,[159  22] ; [73 19],[153.81684982  27.18315018] ; [78.18315018 13.81684982],0
r3,1,0.068023,3.330084,[176   5] ; [86  7],[173.0729927   7.9270073] ; [88.9270073  4.0729927],0
p11,1,0.070978,3.26026,[162  19] ; [76 17],[157.2189781  23.7810219] ; [80.7810219 12.2189781],0
d5,1,0.081791,3.028944,[156  24] ; [73 20],[150.98901099  29.01098901] ; [78.01098901 14.98901099],0
s8,1,0.105833,2.615375,[106  73] ; [45 47],[99.73800738 79.26199262] ; [51.26199262 40.73800738],0
d4,1,0.119396,2.425228,[161  19] ; [77 16],[156.92307692  23.07692308] ; [81.07692308 11.92307692],0
n4,1,0.122318,2.387389,[157  24] ; [74 19],[152.59489051  28.40510949] ; [78.40510949 14.59489051],0
s4,1,0.126674,2.332801,[ 32 146] ; [10 82],[ 27.68888889 150.31111111] ; [14.31111111 77.68888889],0
n6,1,0.136617,2.21566,[165  15] ; [79 13],[161.47058824  18.52941176] ; [82.52941176  9.47058824],0
d3,1,0.153514,2.03698,[139  42] ; [64 29],[134.09854015  46.90145985] ; [68.90145985 24.09854015],0
r4,1,0.162123,1.954315,[173   8] ; [85  8],[170.43065693  10.56934307] ; [87.56934307  5.43065693],0
d2,1,0.216871,1.524959,[96 85] ; [42 51],[91.16058394 89.83941606] ; [46.83941606 46.16058394],0
s5,1,0.219007,1.510865,[81 92] ; [35 55],[76.30418251 96.69581749] ; [39.69581749 50.30418251],0
u3,1,0.281191,1.161326,[24 13] ; [15 14],[21.86363636 15.13636364] ; [17.13636364 11.86363636],0
b5,1,0.297464,1.085529,[103  78] ; [59 34],[107.01459854  73.98540146] ; [54.98540146 38.01459854],0
s2,1,0.300623,1.071429,[100  80] ; [44 46],[96. 84.] ; [48. 42.],0
a4,1,0.309532,1.03267,[88 92] ; [39 53],[84.04411765 95.95588235] ; [42.95588235 49.04411765],0
v3,1,0.310308,1.029363,[101  76] ; [46 45],[97.0858209 79.9141791] ; [49.9141791 41.0858209],0
b1,1,0.435304,0.608631,[ 73 108] ; [33 60],[ 70.02189781 110.97810219] ; [35.97810219 57.02189781],0
a1,1,0.436325,0.605929,[ 12 169] ; [ 4 89],[ 10.56934307 170.43065693] ; [ 5.43065693 87.56934307],0
n3,1,0.452995,0.563148,[12  7] ; [17  6],[13.11904762  5.88095238] ; [15.88095238  7.11904762],0
r1,1,0.474098,0.51241,[157  24] ; [76 15],[155.04779412  25.95220588] ; [77.95220588 13.04779412],0
n1,1,0.514778,0.424342,[10  9] ; [15  9],[11.04651163  7.95348837] ; [13.95348837 10.04651163],0
a7,1,0.518485,0.416906,[138  42] ; [68 25],[135.82417582  44.17582418] ; [70.17582418 22.82417582],0
a5,1,0.579642,0.306815,[149  32] ; [74 19],[147.31021898  33.68978102] ; [75.68978102 17.31021898],0
s3,1,0.590254,0.289948,[105  76] ; [48 40],[102.94795539  78.05204461] ; [50.05204461 37.94795539],0
r2,1,0.645011,0.212248,[171   8] ; [88  3],[171.70740741   7.29259259] ; [87.29259259  3.70740741],0
p1,1,0.724389,0.124326,[ 24 156] ; [11 82],[ 23.07692308 156.92307692] ; [11.92307692 81.07692308],0
u2,1,0.757547,0.095298,[19 18] ; [16 13],[19.62121212 17.37878788] ; [15.37878788 13.62121212],0
s1,1,0.771209,0.084561,[  5 176] ; [ 2 90],[  4.64102564 176.35897436] ; [ 2.35897436 89.64102564],0
a8,1,0.786766,0.073177,[ 25 136] ; [14 69],[ 25.73360656 135.26639344] ; [13.26639344 69.73360656],0
u4,1,0.788566,0.071917,[  7 174] ; [ 3 90],[  6.60583942 174.39416058] ; [ 3.39416058 89.60583942],0
b4,1,0.798155,0.065401,[108  73] ; [54 39],[107.01459854  73.98540146] ; [54.98540146 38.01459854],0
v4,1,0.805627,0.060551,[176   5] ; [88  3],[175.67647059   5.32352941] ; [88.32352941  2.67647059],0
n2,1,0.841088,0.040201,[17  2] ; [21  3],[16.79069767  2.20930233] ; [21.20930233  2.79069767],0
b2,1,0.856104,0.032883,[53 63] ; [27 34],[52.42937853 63.57062147] ; [27.57062147 33.42937853],0
b3,1,0.856104,0.032883,[53 63] ; [27 34],[52.42937853 63.57062147] ; [27.57062147 33.42937853],0
s6,1,0.901334,0.01537,[128  49] ; [63 25],[127.57358491  49.42641509] ; [63.42641509 24.57358491],0
