Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.0,94.660672,[127  44] ; [15 91],[87.66064982 83.33935018] ; [54.33935018 51.66064982],1
d5,1,0.0,86.551821,[168   2] ; [57 48],[139.09090909  30.90909091] ; [85.90909091 19.09090909],1
d3,1,0.0,85.526159,[157  14] ; [42 62],[123.74181818  47.25818182] ; [75.25818182 28.74181818],1
d4,1,0.0,72.994408,[167   3] ; [62 44],[141.05072464  28.94927536] ; [87.94927536 18.05072464],1
a5,1,0.0,49.825109,[153  19] ; [54 52],[128.07194245  43.92805755] ; [78.92805755 27.07194245],1
u1,1,0.0,30.574535,[ 57 115] ; [  5 101],[ 38.35971223 133.64028777] ; [23.64028777 82.35971223],1
a2,1,0.0,26.769131,[ 65 107] ; [10 96],[ 46.4028777 125.5971223] ; [28.5971223 77.4028777],1
a3,1,0.0,25.406711,[143  27] ; [60 46],[125.03623188  44.96376812] ; [77.96376812 28.03623188],1
a4,1,2e-06,22.567971,[103  69] ; [32 73],[83.8267148 88.1732852] ; [51.1732852 53.8267148],1
p9,1,2.9e-05,17.512118,[163   8] ; [84 22],[152.4801444  18.5198556] ; [94.5198556 11.4801444],1
p4,1,0.000286,13.159413,[153  18] ; [77 29],[141.98555957  29.01444043] ; [88.01444043 17.98555957],1
r4,1,0.001085,10.677033,[166   6] ; [91 15],[159.00719424  12.99280576] ; [97.99280576  8.00719424],0
p10,1,0.002346,9.257201,[158  13] ; [84 21],[149.93478261  21.06521739] ; [92.06521739 12.93478261],0
n4,1,0.002779,8.947039,[152  20] ; [79 27],[142.92086331  29.07913669] ; [88.07913669 17.92086331],0
r2,1,0.003583,8.484059,[166   3] ; [96 10],[161.01090909   7.98909091] ; [100.98909091   5.01090909],0
p3,1,0.004347,8.132934,[128  43] ; [62 44],[117.29241877  53.70758123] ; [72.70758123 33.29241877],0
v1,1,0.006201,7.49109,[117  53] ; [55 50],[106.32727273  63.67272727] ; [65.67272727 39.32727273],0
s4,1,0.012748,6.203747,[ 44 124] ; [14 90],[ 35.82352941 132.17647059] ; [22.17647059 81.82352941],0
s6,1,0.013378,6.118382,[134  32] ; [68 33],[125.58801498  40.41198502] ; [76.41198502 24.58801498],0
r1,1,0.014001,6.037983,[150  21] ; [81 25],[142.60288809  28.39711191] ; [88.39711191 17.60288809],0
s8,1,0.024084,5.088603,[103  67] ; [49 56],[93.96363636 76.03636364] ; [58.03636364 46.96363636],0
a6,1,0.03463,4.463302,[119  51] ; [61 45],[110.86956522  59.13043478] ; [69.13043478 36.86956522],0
a7,1,0.046877,3.9498,[130  42] ; [67 37],[122.76811594  49.23188406] ; [74.23188406 29.76811594],0
u3,1,0.054905,3.684966,[21  8] ; [23 23],[17.01333333 11.98666667] ; [26.98666667 19.01333333],0
s3,1,0.061477,3.497095,[110  59] ; [57 49],[102.62909091  66.37090909] ; [64.37090909 41.62909091],0
s2,1,0.062878,3.459786,[109  61] ; [56 50],[101.63043478  68.36956522] ; [63.36956522 42.63043478],0
v4,1,0.079115,3.082998,[166   4] ; [99  7],[163.22463768   6.77536232] ; [101.77536232   4.22463768],0
p8,1,0.085942,2.948786,[135  36] ; [74 32],[129.02166065  41.97833935] ; [79.97833935 26.02166065],0
