Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p6,1,0.007785,7.082388,[2 3] ; [ 1 28],[0.44117647 4.55882353] ; [ 2.55882353 26.44117647],0
s8,1,0.007785,7.082388,[2 3] ; [ 1 28],[0.44117647 4.55882353] ; [ 2.55882353 26.44117647],0
p11,1,0.018278,5.569276,[3 2] ; [ 4 25],[1.02941176 3.97058824] ; [ 5.97058824 23.02941176],0
s7,1,0.054664,3.692308,[2 2] ; [ 3 23],[0.66666667 3.33333333] ; [ 4.33333333 21.66666667],0
b5,1,0.056141,3.647882,[4 1] ; [10 19],[2.05882353 2.94117647] ; [11.94117647 17.05882353],0
p7,1,0.079989,3.065134,[2 1] ; [ 6 23],[0.75 2.25] ; [ 7.25 21.75],0
d3,1,0.080171,3.06144,[4 1] ; [11 18],[2.20588235 2.79411765] ; [12.79411765 16.20588235],0
n4,1,0.080171,3.06144,[1 4] ; [18 11],[2.79411765 2.20588235] ; [16.20588235 12.79411765],0
v4,1,0.080171,3.06144,[4 1] ; [11 18],[2.20588235 2.79411765] ; [12.79411765 16.20588235],0
a7,1,0.110067,2.553257,[4 1] ; [12 17],[2.35294118 2.64705882] ; [13.64705882 15.35294118],0
s1,1,0.146306,2.110345,[1 4] ; [ 1 28],[0.29411765 4.70588235] ; [ 1.70588235 27.29411765],0
a6,1,0.189333,1.722797,[1 4] ; [15 14],[2.35294118 2.64705882] ; [13.64705882 15.35294118],0
v1,1,0.210677,1.566771,[3 2] ; [ 9 20],[1.76470588 3.23529412] ; [10.23529412 18.76470588],0
b1,1,0.210677,1.566771,[2 3] ; [20  9],[3.23529412 1.76470588] ; [18.76470588 10.23529412],0
b4,1,0.239585,1.383037,[4 1] ; [15 14],[2.79411765 2.20588235] ; [16.20588235 12.79411765],0
a4,1,0.29751,1.08532,[1 4] ; [13 16],[2.05882353 2.94117647] ; [11.94117647 17.05882353],0
a5,1,0.29751,1.08532,[1 4] ; [13 16],[2.05882353 2.94117647] ; [11.94117647 17.05882353],0
p4,1,0.340062,0.910197,[1 4] ; [ 2 27],[0.44117647 4.55882353] ; [ 2.55882353 26.44117647],0
s2,1,0.340062,0.910197,[1 4] ; [ 2 27],[0.44117647 4.55882353] ; [ 2.55882353 26.44117647],0
d2,1,0.363602,0.825414,[1 4] ; [12 17],[1.91176471 3.08823529] ; [11.08823529 17.91176471],0
n5,1,0.438661,0.599782,[2 3] ; [17 12],[2.79411765 2.20588235] ; [16.20588235 12.79411765],0
s3,1,0.487857,0.48125,[2 3] ; [ 7 21],[1.36363636 3.63636364] ; [ 7.63636364 20.36363636],0
p1,1,0.536008,0.382989,[1 4] ; [ 3 26],[0.58823529 4.41176471] ; [ 3.41176471 25.58823529],0
v2,1,0.557867,0.343411,[1 4] ; [ 3 25],[0.60606061 4.39393939] ; [ 3.39393939 24.60606061],0
r1,1,0.573687,0.316552,[2 3] ; [ 8 21],[1.47058824 3.52941176] ; [ 8.52941176 20.47058824],0
d1,1,0.573687,0.316552,[2 3] ; [ 8 21],[1.47058824 3.52941176] ; [ 8.52941176 20.47058824],0
b2,1,0.605577,0.266667,[2 3] ; [8 7],[2.5 2.5] ; [7.5 7.5],0
b3,1,0.605577,0.266667,[2 3] ; [8 7],[2.5 2.5] ; [7.5 7.5],0
s4,1,0.717411,0.130987,[1 4] ; [ 4 25],[0.73529412 4.26470588] ; [ 4.26470588 24.73529412],0
s6,1,0.717411,0.130987,[1 4] ; [ 4 25],[0.73529412 4.26470588] ; [ 4.26470588 24.73529412],0
a2,1,0.717411,0.130987,[1 4] ; [ 4 25],[0.73529412 4.26470588] ; [ 4.26470588 24.73529412],0
d5,1,0.732046,0.117241,[3 2] ; [15 14],[2.64705882 2.35294118] ; [15.35294118 13.64705882],0
d4,1,0.732046,0.117241,[3 2] ; [15 14],[2.64705882 2.35294118] ; [15.35294118 13.64705882],0
n3,1,0.787221,0.072857,[1 1] ; [6 9],[0.82352941 1.17647059] ; [6.17647059 8.82352941],0
p2,1,0.811555,0.056844,[2 3] ; [10 19],[1.76470588 3.23529412] ; [10.23529412 18.76470588],0
p3,1,0.881208,0.022332,[1 4] ; [ 5 24],[0.88235294 4.11764706] ; [ 5.11764706 23.88235294],0
a3,1,0.905218,0.014178,[3 2] ; [16 12],[2.87878788 2.12121212] ; [16.12121212 11.87878788],0
v3,1,0.971902,0.001241,[1 4] ; [ 6 23],[1.02941176 3.97058824] ; [ 5.97058824 23.02941176],0
