Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,138.371316,[ 19 143] ; [126  39],[71.83486239 90.16513761] ; [73.16513761 91.83486239],1
s6,1,0.0,60.092983,[ 60 104] ; [128  34],[94.57668712 69.42331288] ; [93.42331288 68.57668712],1
s7,1,0.0,40.222152,[ 33 126] ; [86 69],[60.25796178 98.74203822] ; [58.74203822 96.25796178],1
s8,1,0.0,38.679771,[ 29 136] ; [82 82],[ 55.66869301 109.33130699] ; [ 55.33130699 108.66869301],1
s5,1,0.00175,9.79455,[ 27 132] ; [ 49 103],[ 38.85530547 120.14469453] ; [ 37.14469453 114.85530547],0
p10,1,0.003295,8.636412,[100  64] ; [124  39],[112.34250765  51.65749235] ; [111.65749235  51.34250765],0
p3,1,0.005213,7.804038,[ 41 125] ; [ 64 100],[ 52.81818182 113.18181818] ; [ 52.18181818 111.81818182],0
p2,1,0.00575,7.627077,[99 67] ; [122  43],[110.83383686  55.16616314] ; [110.16616314  54.83383686],0
p9,1,0.006069,7.529797,[112  52] ; [132  30],[122.74846626  41.25153374] ; [121.25153374  40.74846626],0
d1,1,0.006682,7.356512,[79 87] ; [103  62],[91.27492447 74.72507553] ; [90.72507553 74.27492447],0
s4,1,0.006978,7.278688,[ 17 146] ; [ 35 129],[ 25.9204893 137.0795107] ; [ 26.0795107 137.9204893],0
p12,1,0.007397,7.174049,[  5 160] ; [ 17 146],[ 11.06707317 153.93292683] ; [ 10.93292683 152.06707317],0
d2,1,0.027148,4.881387,[71 92] ; [92 73],[81.00304878 81.99695122] ; [81.99695122 83.00304878],0
a1,1,0.066088,3.3776,[ 11 155] ; [  4 161],[  7.52265861 158.47734139] ; [  7.47734139 157.52265861],0
u1,1,0.089472,2.88384,[ 20 146] ; [ 31 134],[ 25.57703927 140.42296073] ; [ 25.42296073 139.57703927],0
r3,1,0.089474,2.883806,[145  20] ; [154  11],[149.5  15.5] ; [149.5  15.5],0
p5,1,0.131548,2.274138,[  6 160] ; [ 12 150],[  9.1097561 156.8902439] ; [  8.8902439 153.1097561],0
a3,1,0.140355,2.174067,[104  62] ; [116  49],[110.33232628  55.66767372] ; [109.66767372  55.33232628],0
u4,1,0.149789,2.074397,[  2 164] ; [  6 159],[  4.01208459 161.98791541] ; [  3.98791541 161.01208459],0
a6,1,0.150143,2.070795,[117  49] ; [104  61],[110.83383686  55.16616314] ; [110.16616314  54.83383686],0
n1,1,0.153172,2.040373,[21 34] ; [27 25],[24.6728972 30.3271028] ; [23.3271028 28.6728972],0
v1,1,0.157252,2.000452,[67 97] ; [76 80],[73.2875 90.7125] ; [69.7125 86.2875],0
r4,1,0.163045,1.945753,[138  28] ; [146  19],[142.42900302  23.57099698] ; [141.57099698  23.42900302],0
p4,1,0.17859,1.809321,[ 61 104] ; [73 92],[67. 98.] ; [67. 98.],0
r1,1,0.17886,1.807074,[120  46] ; [129  35],[125.25454545  40.74545455] ; [123.74545455  40.25454545],0
a8,1,0.231969,1.428747,[ 10 142] ; [ 16 138],[ 12.91503268 139.08496732] ; [ 13.08496732 140.91503268],0
n4,1,0.239533,1.383339,[113  53] ; [122  43],[117.85498489  48.14501511] ; [117.14501511  47.85498489],0
n5,1,0.242908,1.363636,[105  60] ; [115  50],[110.  55.] ; [110.  55.],0
v4,1,0.249407,1.326622,[149  17] ; [153  11],[151.91515152  14.08484848] ; [150.08484848  13.91515152],0
n2,1,0.265774,1.238427,[35 20] ; [39 14],[37.68518519 17.31481481] ; [36.31481481 16.68518519],0
d4,1,0.276249,1.185451,[127  38] ; [135  30],[131.  34.] ; [131.  34.],0
a5,1,0.296243,1.091033,[112  54] ; [120  45],[116.35045317  49.64954683] ; [115.64954683  49.35045317],0
u2,1,0.300095,1.073771,[30 32] ; [28 20],[32.69090909 29.30909091] ; [25.30909091 22.69090909],0
n3,1,0.306529,1.045574,[33 21] ; [36 15],[35.48571429 18.51428571] ; [33.51428571 17.48571429],0
p1,1,0.330963,0.945125,[ 12 153] ; [ 17 148],[ 14.5 150.5] ; [ 14.5 150.5],0
u3,1,0.405777,0.691139,[37 25] ; [33 16],[39.0990991 22.9009009] ; [30.9009009 18.0990991],0
a2,1,0.476666,0.506481,[ 31 135] ; [ 36 129],[ 33.60120846 132.39879154] ; [ 33.39879154 131.60120846],0
d5,1,0.526334,0.401464,[127  39] ; [131  34],[129.3897281  36.6102719] ; [128.6102719  36.3897281],0
n6,1,0.539251,0.37693,[124  42] ; [128  37],[126.38066465  39.61933535] ; [125.61933535  39.38066465],0
a7,1,0.54809,0.36075,[113  52] ; [118  47],[115.5  49.5] ; [115.5  49.5],0
p6,1,0.642335,0.215702,[ 23 142] ; [ 26 139],[ 24.5 140.5] ; [ 24.5 140.5],0
p11,1,0.668672,0.183159,[109  57] ; [112  53],[110.83383686  55.16616314] ; [110.16616314  54.83383686],0
b4,1,0.684745,0.164833,[99 67] ; [102  63],[100.80362538  65.19637462] ; [100.19637462  64.80362538],0
b2,1,0.723951,0.124738,[38 59] ; [33 57],[36.82887701 60.17112299] ; [34.17112299 55.82887701],0
b3,1,0.723951,0.124738,[38 59] ; [33 57],[36.82887701 60.17112299] ; [34.17112299 55.82887701],0
d3,1,0.762307,0.091478,[105  61] ; [107  58],[106.32024169  59.67975831] ; [105.67975831  59.32024169],0
s1,1,0.772969,0.083229,[  7 158] ; [  8 155],[  7.54573171 157.45426829] ; [  7.45426829 155.54573171],0
v2,1,0.788206,0.072168,[75 85] ; [75 80],[76.19047619 83.80952381] ; [73.80952381 81.19047619],0
a4,1,0.825186,0.048788,[77 88] ; [75 90],[76. 89.] ; [76. 89.],0
v3,1,0.84196,0.039755,[ 52 107] ; [ 52 102],[ 52.83067093 106.16932907] ; [ 51.16932907 102.83067093],0
b1,1,0.85254,0.034551,[ 62 104] ; [ 60 105],[ 61.18429003 104.81570997] ; [ 60.81570997 104.18429003],0
p8,1,0.872834,0.025619,[ 39 126] ; [ 40 124],[ 39.62006079 125.37993921] ; [ 39.37993921 124.62006079],0
b5,1,0.943018,0.005109,[104  62] ; [104  61],[104.3141994  61.6858006] ; [103.6858006  61.3141994],0
