Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,8.6e-05,15.413263,[12 38] ; [40 26],[22.4137931 27.5862069] ; [29.5862069 36.4137931],1
a8,1,0.004849,7.934823,[ 1 48] ; [12 50],[ 5.73873874 43.26126126] ; [ 7.26126126 54.73873874],0
a5,1,0.027298,4.871847,[25 27] ; [45 21],[30.84745763 21.15254237] ; [39.15254237 26.84745763],0
p10,1,0.077679,3.112799,[28 23] ; [25 40],[23.30172414 27.69827586] ; [29.69827586 35.30172414],0
v4,1,0.08664,2.935711,[43  8] ; [46 19],[39.12931034 11.87068966] ; [49.87068966 15.12931034],0
n3,1,0.124755,2.356584,[20  7] ; [14 12],[17.32075472  9.67924528] ; [16.67924528  9.32075472],0
s8,1,0.170957,1.874527,[15 37] ; [12 54],[11.89830508 40.10169492] ; [15.10169492 50.89830508],0
p9,1,0.179655,1.800476,[33 18] ; [34 31],[29.45689655 21.54310345] ; [37.54310345 27.45689655],0
p4,1,0.191699,1.704514,[18 33] ; [16 50],[14.82051282 36.17948718] ; [19.17948718 46.82051282],0
a3,1,0.206279,1.597354,[31 21] ; [46 19],[34.22222222 17.77777778] ; [42.77777778 22.22222222],0
r2,1,0.210399,1.56868,[41 11] ; [56  8],[43.48275862  8.51724138] ; [53.51724138 10.48275862],0
n2,1,0.221195,1.496599,[15 12] ; [20  8],[17.18181818  9.81818182] ; [17.81818182 10.18181818],0
u3,1,0.278912,1.172386,[14  7] ; [10 10],[12.29268293  8.70731707] ; [11.70731707  8.29268293],0
b1,1,0.297938,1.0834,[31 21] ; [33 33],[28.20338983 23.79661017] ; [35.79661017 30.20338983],0
b2,1,0.342934,0.899433,[ 7 21] ; [14 25],[ 8.7761194 19.2238806] ; [12.2238806 26.7761194],0
b3,1,0.342934,0.899433,[ 7 21] ; [14 25],[ 8.7761194 19.2238806] ; [12.2238806 26.7761194],0
a1,1,0.348954,0.877258,[ 3 49] ; [ 7 59],[ 4.40677966 47.59322034] ; [ 5.59322034 60.40677966],0
v1,1,0.363842,0.824588,[23 29] ; [23 41],[20.62068966 31.37931034] ; [25.37931034 38.62068966],0
d2,1,0.403286,0.698507,[20 32] ; [30 35],[22.22222222 29.77777778] ; [27.77777778 37.22222222],0
s4,1,0.411721,0.673827,[10 42] ; [ 9 57],[ 8.37288136 43.62711864] ; [10.62711864 55.37288136],0
r3,1,0.443399,0.587469,[41 11] ; [48 18],[39.22033898 12.77966102] ; [49.77966102 16.22033898],0
n1,1,0.449201,0.572667,[ 8 18] ; [11 16],[ 9.32075472 16.67924528] ; [ 9.67924528 17.32075472],0
v2,1,0.458463,0.549645,[19 27] ; [22 42],[17.14545455 28.85454545] ; [23.85454545 40.14545455],0
p1,1,0.485045,0.4875,[ 5 47] ; [ 4 61],[ 4. 48.] ; [ 5. 60.],0
s1,1,0.499111,0.456825,[ 4 48] ; [ 3 61],[ 3.13793103 48.86206897] ; [ 3.86206897 60.13793103],0
u2,1,0.507335,0.43956,[14  6] ; [12  8],[13.  7.] ; [13.  7.],0
d3,1,0.581123,0.304423,[28 23] ; [39 26],[29.45689655 21.54310345] ; [37.54310345 27.45689655],0
v3,1,0.593615,0.284734,[ 9 39] ; [14 47],[10.12844037 37.87155963] ; [12.87155963 48.12844037],0
a4,1,0.596554,0.280224,[23 29] ; [26 40],[21.59322034 30.40677966] ; [27.40677966 38.59322034],0
p6,1,0.623788,0.24058,[ 8 43] ; [ 8 56],[ 7.09565217 43.90434783] ; [ 8.90434783 55.09565217],0
p11,1,0.645584,0.211513,[23 29] ; [32 34],[24.23728814 27.76271186] ; [30.76271186 35.23728814],0
p3,1,0.645647,0.211433,[12 39] ; [18 48],[13.07692308 37.92307692] ; [16.92307692 49.07692308],0
d5,1,0.658894,0.19487,[34 18] ; [45 20],[35.11111111 16.88888889] ; [43.88888889 21.11111111],0
p7,1,0.678421,0.171909,[18 32] ; [21 44],[16.95652174 33.04347826] ; [22.04347826 42.95652174],0
u1,1,0.692872,0.155994,[ 5 47] ; [ 5 61],[ 4.40677966 47.59322034] ; [ 5.59322034 60.40677966],0
a6,1,0.702145,0.14625,[33 19] ; [39 26],[32. 20.] ; [40. 25.],0
s2,1,0.714592,0.133734,[18 34] ; [25 41],[18.94915254 33.05084746] ; [24.05084746 41.94915254],0
b5,1,0.732475,0.116852,[30 22] ; [36 30],[29.08474576 22.91525424] ; [36.91525424 29.08474576],0
r1,1,0.75215,0.099733,[31 20] ; [42 24],[31.82051282 19.17948718] ; [41.17948718 24.82051282],0
s5,1,0.785468,0.074093,[ 9 40] ; [10 51],[ 8.46363636 40.53636364] ; [10.53636364 50.46363636],0
p5,1,0.792489,0.069211,[ 2 49] ; [ 2 64],[ 1.74358974 49.25641026] ; [ 2.25641026 63.74358974],0
b4,1,0.82336,0.049829,[31 21] ; [38 28],[30.40677966 21.59322034] ; [38.59322034 27.40677966],0
s7,1,0.833241,0.04433,[13 34] ; [18 43],[13.49074074 33.50925926] ; [17.50925926 43.49074074],0
s6,1,0.853015,0.034326,[20 31] ; [27 39],[20.48717949 30.51282051] ; [26.51282051 39.48717949],0
d1,1,0.859008,0.031555,[22 30] ; [29 37],[22.47457627 29.52542373] ; [28.52542373 37.47457627],0
p12,1,0.862306,0.030081,[ 1 50] ; [ 1 64],[ 0.87931034 50.12068966] ; [ 1.12068966 63.87931034],0
s3,1,0.867049,0.028026,[26 26] ; [33 31],[26.44827586 25.55172414] ; [32.55172414 31.44827586],0
r4,1,0.881175,0.022344,[33 19] ; [41 25],[32.61016949 19.38983051] ; [41.38983051 24.61016949],0
d4,1,0.892086,0.018405,[39 12] ; [49 16],[38.68965517 12.31034483] ; [49.31034483 15.68965517],0
p2,1,0.900471,0.015642,[29 23] ; [37 28],[29.33333333 22.66666667] ; [36.66666667 28.33333333],0
a2,1,0.926584,0.00849,[ 9 43] ; [11 55],[ 8.81355932 43.18644068] ; [11.18644068 54.81355932],0
a7,1,0.954083,0.003315,[31 21] ; [39 27],[30.84745763 21.15254237] ; [39.15254237 26.84745763],0
