Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,50.066935,[103  22] ; [60 89],[74.36131387 50.63868613] ; [88.63868613 60.36131387],1
p5,1,9.7e-05,15.189445,[41 84] ; [ 20 131],[27.62681159 97.37318841] ; [ 33.37318841 117.62681159],1
v1,1,0.001766,9.777846,[90 35] ; [81 70],[77.44565217 47.55434783] ; [93.55434783 57.44565217],0
p8,1,0.001788,9.75554,[88 35] ; [79 70],[75.51838235 47.48161765] ; [91.48161765 57.51838235],0
p4,1,0.003464,8.545254,[95 28] ; [91 59],[83.8021978 39.1978022] ; [102.1978022  47.8021978],0
s8,1,0.003585,8.483039,[84 40] ; [76 75],[72.14545455 51.85454545] ; [87.85454545 63.14545455],0
s7,1,0.004446,8.091954,[90 30] ; [84 60],[79.09090909 40.90909091] ; [94.90909091 49.09090909],0
p1,1,0.015144,5.899627,[ 22 103] ; [ 12 139],[ 15.39855072 109.60144928] ; [ 18.60144928 132.39855072],0
p12,1,0.017184,5.677495,[ 23 102] ; [ 13 137],[ 16.36363636 108.63636364] ; [ 19.63636364 130.36363636],0
n5,1,0.036071,4.393755,[107  19] ; [112  38],[99.97826087 26.02173913] ; [119.02173913  30.97826087],0
s2,1,0.036797,4.359783,[98 27] ; [102  50],[90.25270758 34.74729242] ; [109.74729242  42.25270758],0
p3,1,0.046738,3.954781,[82 42] ; [82 69],[73.94909091 50.05090909] ; [90.05090909 60.94909091],0
n4,1,0.048522,3.891822,[107  19] ; [113  37],[100.43478261  25.56521739] ; [119.56521739  30.43478261],0
n6,1,0.053647,3.723659,[118   6] ; [133  17],[113.59124088  10.40875912] ; [137.40875912  12.59124088],0
s4,1,0.071465,3.249047,[26 99] ; [ 45 103],[32.50915751 92.49084249] ; [ 38.49084249 109.50915751],0
s3,1,0.071996,3.236921,[91 31] ; [98 54],[84.15328467 37.84671533] ; [104.84671533  47.15328467],0
a8,1,0.084824,2.969963,[ 11 103] ; [ 24 116],[15.70866142 98.29133858] ; [ 19.29133858 120.70866142],0
r1,1,0.09639,2.764281,[115  11] ; [127  23],[110.47826087  15.52173913] ; [131.52173913  18.47826087],0
a1,1,0.105694,2.617454,[ 12 114] ; [  7 145],[  8.61151079 117.38848921] ; [ 10.38848921 141.61151079],0
d1,1,0.112391,2.520278,[87 39] ; [91 61],[80.67625899 45.32374101] ; [97.32374101 54.67625899],0
n1,1,0.113846,2.5,[ 9 15] ; [21 15],[12. 12.] ; [18. 18.],0
a5,1,0.123516,2.372155,[107  19] ; [118  34],[101.97841727  24.02158273] ; [123.02158273  28.97841727],0
d3,1,0.140526,2.17219,[94 31] ; [102  50],[88.44765343 36.55234657] ; [107.55234657  44.44765343],0
a6,1,0.166912,1.910464,[85 39] ; [92 60],[79.52173913 44.47826087] ; [97.47826087 54.52173913],0
p7,1,0.2024,1.624972,[96 26] ; [105  41],[91.5 30.5] ; [109.5  36.5],0
s1,1,0.221311,1.495849,[  3 121] ; [  8 142],[  4.97810219 119.02189781] ; [  6.02189781 143.97810219],0
u4,1,0.229772,1.442275,[  3 123] ; [  1 151],[  1.81294964 124.18705036] ; [  2.18705036 149.81294964],0
u2,1,0.23202,1.428435,[15 10] ; [16 20],[12.70491803 12.29508197] ; [18.29508197 17.70491803],0
u1,1,0.253153,1.305819,[33 93] ; [ 31 121],[29.00719424 96.99280576] ; [ 34.99280576 117.00719424],0
a3,1,0.304092,1.056165,[101  24] ; [115  37],[97.47292419 27.52707581] ; [118.52707581  33.47292419],0
r2,1,0.367175,0.813202,[124   2] ; [147   5],[122.82733813   3.17266187] ; [148.17266187   3.82733813],0
a7,1,0.437555,0.602687,[90 36] ; [102  50],[87.02158273 38.97841727] ; [104.97841727  47.02158273],0
r3,1,0.45662,0.554166,[123   3] ; [145   6],[121.90613718   4.09386282] ; [146.09386282   4.90613718],0
d5,1,0.467609,0.527621,[106  18] ; [125  27],[103.7826087  20.2173913] ; [127.2173913  24.7826087],0
a2,1,0.477732,0.504036,[38 88] ; [ 40 112],[35.35251799 90.64748201] ; [ 42.64748201 109.35251799],0
a4,1,0.554421,0.349456,[65 61] ; [73 79],[62.54676259 63.45323741] ; [75.45323741 76.54676259],0
d2,1,0.576689,0.311617,[67 57] ; [77 75],[64.69565217 59.30434783] ; [79.30434783 72.69565217],0
p11,1,0.607955,0.263163,[101  25] ; [118  34],[99.25899281 26.74100719] ; [119.74100719  32.25899281],0
n2,1,0.613249,0.25547,[22  3] ; [30  6],[21.31147541  3.68852459] ; [30.68852459  5.31147541],0
b1,1,0.627395,0.23561,[50 76] ; [56 96],[48.04316547 77.95683453] ; [57.95683453 94.04316547],0
d4,1,0.642798,0.215102,[107  17] ; [134  18],[108.27536232  15.72463768] ; [132.72463768  19.27536232],0
p6,1,0.668078,0.183858,[57 65] ; [74 76],[58.75735294 63.24264706] ; [72.24264706 77.75735294],0
p10,1,0.693321,0.155513,[111  13] ; [132  18],[109.97080292  14.02919708] ; [133.02919708  16.97080292],0
b4,1,0.729195,0.119852,[78 48] ; [91 61],[76.5971223 49.4028777] ; [92.4028777 59.5971223],0
b3,1,0.737887,0.111993,[32 37] ; [42 54],[30.94545455 38.05454545] ; [43.05454545 52.94545455],0
b2,1,0.737887,0.111993,[32 37] ; [42 54],[30.94545455 38.05454545] ; [43.05454545 52.94545455],0
s6,1,0.740119,0.110022,[109  16] ; [131  17],[109.89010989  15.10989011] ; [130.10989011  17.89010989],0
n3,1,0.771657,0.084221,[20  6] ; [28  7],[20.45901639  5.54098361] ; [27.54098361  7.45901639],0
b5,1,0.79442,0.0679,[66 60] ; [82 70],[67.07913669 58.92086331] ; [80.92086331 71.07913669],0
p2,1,0.906881,0.013683,[107  18] ; [130  21],[107.33695652  17.66304348] ; [129.66304348  21.33695652],0
p9,1,0.914448,0.011541,[111  11] ; [135  14],[110.74538745  11.25461255] ; [135.25461255  13.74538745],0
u3,1,0.944338,0.004875,[16  9] ; [24 13],[16.12903226  8.87096774] ; [23.87096774 13.12903226],0
