Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.003757,8.397485,[ 5 12] ; [18  6],[9.53658537 7.46341463] ; [13.46341463 10.53658537],0
p8,1,0.032992,4.546206,[ 2 15] ; [11 15],[ 5.13953488 11.86046512] ; [ 7.86046512 18.13953488],0
b4,1,0.036772,4.360949,[13  4] ; [12 15],[9.65909091 7.34090909] ; [15.34090909 11.65909091],0
p11,1,0.053602,3.725066,[ 5 12] ; [16 11],[8.11363636 8.88636364] ; [12.88636364 14.11363636],0
n4,1,0.053602,3.725066,[ 5 12] ; [16 11],[8.11363636 8.88636364] ; [12.88636364 14.11363636],0
p10,1,0.089264,2.887592,[ 5 12] ; [14 11],[7.69047619 9.30952381] ; [11.30952381 13.69047619],0
a5,1,0.089919,2.875817,[ 5 12] ; [15 12],[7.72727273 9.27272727] ; [12.27272727 14.72727273],0
n6,1,0.118082,2.442581,[ 7 10] ; [17  9],[9.48837209 7.51162791] ; [14.51162791 11.48837209],0
r4,1,0.149053,2.081914,[ 1 16] ; [ 6 21],[ 2.70454545 14.29545455] ; [ 4.29545455 22.70454545],0
v2,1,0.196243,1.670118,[ 3 14] ; [ 9 16],[ 4.85714286 12.14285714] ; [ 7.14285714 17.85714286],0
s7,1,0.212957,1.551208,[ 1 14] ; [ 5 18],[ 2.36842105 12.63157895] ; [ 3.63157895 19.36842105],0
d4,1,0.218389,1.514925,[12  5] ; [14 13],[10.04545455  6.95454545] ; [15.95454545 11.04545455],0
n1,1,0.239559,1.383185,[1 7] ; [5 9],[2.18181818 5.81818182] ; [ 3.81818182 10.18181818],0
d3,1,0.241909,1.369437,[8 9] ; [ 8 19],[ 6.18181818 10.81818182] ; [ 9.81818182 17.18181818],0
b5,1,0.242284,1.367254,[10  7] ; [11 16],[8.11363636 8.88636364] ; [12.88636364 14.11363636],0
p6,1,0.243022,1.362981,[ 1 15] ; [ 5 21],[ 2.28571429 13.71428571] ; [ 3.71428571 22.28571429],0
n3,1,0.251268,1.316239,[6 2] ; [7 7],[4.72727273 3.27272727] ; [8.27272727 5.72727273],0
d2,1,0.255291,1.294118,[ 3 14] ; [ 9 18],[ 4.63636364 12.36363636] ; [ 7.36363636 19.63636364],0
v1,1,0.255291,1.294118,[ 3 14] ; [ 9 18],[ 4.63636364 12.36363636] ; [ 7.36363636 19.63636364],0
s3,1,0.255623,1.292308,[ 4 12] ; [ 3 23],[ 2.66666667 13.33333333] ; [ 4.33333333 21.66666667],0
r3,1,0.272269,1.205278,[12  5] ; [14 12],[10.27906977  6.72093023] ; [15.72093023 10.27906977],0
