Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,2.3e-05,17.882369,[12  3] ; [11 41],[5.14925373 9.85074627] ; [17.85074627 34.14925373],1
a1,1,0.653473,0.20155,[ 1 14] ; [ 6 51],[ 1.45833333 13.54166667] ; [ 5.54166667 51.45833333],0
r2,1,0.669111,0.182644,[7 7] ; [31 24],[7.71014493 6.28985507] ; [30.28985507 24.71014493],0
n3,1,0.673669,0.17734,[4 3] ; [14 15],[3.5 3.5] ; [14.5 14.5],0
d1,1,0.689874,0.159222,[ 5 10] ; [16 41],[ 4.375 10.625] ; [16.625 40.375],0
s4,1,0.697031,0.151579,[ 2 13] ; [10 47],[ 2.5 12.5] ; [ 9.5 47.5],0
b5,1,0.771671,0.084211,[8 7] ; [28 29],[7.5 7.5] ; [28.5 28.5],0
p1,1,0.792946,0.0689,[ 1 14] ; [ 5 52],[ 1.25 13.75] ; [ 4.75 52.25],0
a6,1,0.801248,0.063369,[ 5 10] ; [21 36],[5.41666667 9.58333333] ; [20.58333333 36.41666667],0
b1,1,0.82215,0.050526,[9 6] ; [36 21],[9.375 5.625] ; [35.625 21.375],0
p5,1,0.845118,0.038162,[ 1 14] ; [ 3 53],[ 0.84507042 14.15492958] ; [ 3.15492958 52.84507042],0
s1,1,0.962063,0.002262,[ 1 14] ; [ 4 53],[ 1.04166667 13.95833333] ; [ 3.95833333 53.04166667],0
u2,1,0.96817,0.001592,[1 2] ; [10 19],[1.03125 1.96875] ; [ 9.96875 19.03125],0
