Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,123.872842,[258 189] ; [ 67 288],[181.14089776 265.85910224] ; [143.85910224 211.14089776],1
v1,1,0.0,55.259017,[297 153] ; [141 214],[244.8447205 205.1552795] ; [193.1552795 161.8447205],1
r1,1,2.9e-05,17.461976,[400  59] ; [274  87],[377.27560976  81.72439024] ; [296.72439024  64.27560976],1
a5,1,0.000164,14.199636,[362  97] ; [244 119],[338.38686131 120.61313869] ; [267.61313869  95.38686131],1
d1,1,0.000217,13.680418,[297 163] ; [188 175],[271.08140948 188.91859052] ; [213.91859052 149.08140948],1
r3,1,0.00031,13.007206,[447  10] ; [335  27],[436.35409035  20.64590965] ; [345.64590965  16.35409035],1
p3,1,0.000821,11.192793,[251 203] ; [157 204],[227.27852761 226.72147239] ; [180.72147239 180.27852761],1
d4,1,0.001217,10.463821,[392  65] ; [278  83],[374.31540342  82.68459658] ; [295.68459658  65.31540342],0
p9,1,0.001535,10.036592,[392  57] ; [282  75],[375.46650124  73.53349876] ; [298.53349876  58.46650124],0
d5,1,0.001741,9.804039,[388  71] ; [273  87],[370.45054945  88.54945055] ; [290.54945055  69.45054945],0
a3,1,0.001876,9.667075,[348 110] ; [238 122],[328.10268949 129.89731051] ; [257.89731051 102.10268949],0
s8,1,0.002308,9.286676,[222 232] ; [138 223],[200.5398773 253.4601227] ; [159.4601227 201.5398773],0
p10,1,0.002528,9.120289,[378  72] ; [271  88],[361.00123609  88.99876391] ; [287.99876391  71.00123609],0
p7,1,0.002568,9.091467,[303 141] ; [205 149],[282.64661654 161.35338346] ; [225.35338346 128.64661654],0
d3,1,0.003314,8.625859,[334 124] ; [228 132],[314.66503667 143.33496333] ; [247.33496333 112.66503667],0
u1,1,0.008086,7.014251,[ 99 361] ; [ 52 311],[ 84.39854192 375.60145808] ; [ 66.60145808 296.39854192],0
a6,1,0.008833,6.856191,[326 131] ; [227 135],[308.57264957 148.42735043] ; [244.42735043 117.57264957],0
a7,1,0.009389,6.747356,[349 108] ; [247 115],[332.56654457 124.43345543] ; [263.43345543  98.56654457],0
s7,1,0.010006,6.633743,[235 202] ; [154 192],[217.10472542 219.89527458] ; [171.89527458 174.10472542],0
p12,1,0.014554,5.969702,[ 43 408] ; [ 18 343],[ 33.88054187 417.11945813] ; [ 27.11945813 333.88054187],0
b1,1,0.016014,5.801372,[155 305] ; [152 211],[171.59173755 288.40826245] ; [135.40826245 227.59173755],0
s4,1,0.016173,5.783988,[ 65 389] ; [ 74 283],[ 77.81257707 376.18742293] ; [ 61.18742293 295.81257707],0
s1,1,0.01736,5.659585,[  9 441] ; [ 18 340],[ 15.03712871 434.96287129] ; [ 11.96287129 346.03712871],0
p11,1,0.019667,5.441177,[371  89] ; [268  95],[357.15674362 102.84325638] ; [281.84325638  81.15674362],0
