Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r1,1,4e-06,21.145981,[40 41] ; [55  9],[53.06896552 27.93103448] ; [41.93103448 22.06896552],1
v2,1,8e-06,19.954392,[17 59] ; [37 25],[29.73913043 46.26086957] ; [24.26086957 37.73913043],1
s2,1,4.1e-05,16.809328,[17 62] ; [35 29],[28.72727273 50.27272727] ; [23.27272727 40.72727273],1
d4,1,0.000317,12.966128,[42 38] ; [52 12],[52.22222222 27.77777778] ; [41.77777778 22.22222222],1
a3,1,0.001388,10.222153,[41 40] ; [49 15],[50.27586207 30.72413793] ; [39.72413793 24.27586207],0
s8,1,0.001418,10.181818,[16 65] ; [28 35],[24.75 56.25] ; [19.25 43.75],0
p10,1,0.002157,9.410909,[39 41] ; [46 16],[47.88732394 32.11267606] ; [37.11267606 24.88732394],0
s6,1,0.002265,9.321001,[28 51] ; [38 24],[36.9787234 42.0212766] ; [29.0212766 32.9787234],0
d5,1,0.003326,8.619631,[40 41] ; [47 17],[48.6 32.4] ; [38.4 25.6],0
s7,1,0.003339,8.612111,[19 57] ; [30 31],[27.18248175 48.81751825] ; [21.81751825 39.18248175],0
s3,1,0.006916,7.29474,[29 50] ; [38 26],[37.01398601 41.98601399] ; [29.98601399 34.01398601],0
a5,1,0.01424,6.008142,[42 39] ; [46 18],[49.15862069 31.84137931] ; [38.84137931 25.15862069],0
r3,1,0.015307,5.880835,[59 22] ; [57  7],[64.8 16.2] ; [51.2 12.8],0
r2,1,0.01775,5.620645,[64 16] ; [60  4],[68.88888889 11.11111111] ; [55.11111111  8.88888889],0
a4,1,0.023649,5.120163,[24 56] ; [31 33],[30.55555556 49.44444444] ; [24.44444444 39.55555556],0
a2,1,0.024572,5.053807,[ 3 78] ; [ 9 55],[ 6.70344828 74.29655172] ; [ 5.29655172 58.70344828],0
v4,1,0.026174,4.944493,[61 19] ; [57  6],[66.01398601 13.98601399] ; [51.98601399 11.01398601],0
s5,1,0.030286,4.692971,[15 63] ; [22 40],[20.61428571 57.38571429] ; [16.38571429 45.61428571],0
v3,1,0.041189,4.168203,[16 62] ; [22 39],[21.32374101 56.67625899] ; [16.67625899 44.32374101],0
p9,1,0.048278,3.900274,[44 34] ; [45 17],[49.58571429 28.41428571] ; [39.41428571 22.58571429],0
b5,1,0.053216,3.737108,[35 46] ; [38 26],[40.77931034 40.22068966] ; [32.22068966 31.77931034],0
n1,1,0.058765,3.571906,[10 26] ; [12 11],[13.42372881 22.57627119] ; [ 8.57627119 14.42372881],0
n3,1,0.072142,3.233589,[17 16] ; [18  6],[20.26315789 12.73684211] ; [14.73684211  9.26315789],0
p2,1,0.080062,3.063651,[45 36] ; [44 19],[50.0625 30.9375] ; [38.9375 24.0625],0
r4,1,0.081521,3.034319,[54 27] ; [51 13],[58.65517241 22.34482759] ; [46.34482759 17.65517241],0
b2,1,0.098627,2.72761,[17 30] ; [23 20],[20.88888889 26.11111111] ; [19.11111111 23.88888889],0
b3,1,0.098627,2.72761,[17 30] ; [23 20],[20.88888889 26.11111111] ; [19.11111111 23.88888889],0
p3,1,0.099197,2.718401,[16 65] ; [20 43],[20.25 60.75] ; [15.75 47.25],0
d1,1,0.158034,1.992934,[25 56] ; [27 37],[29.04827586 51.95172414] ; [22.95172414 41.04827586],0
p7,1,0.160762,1.96704,[31 50] ; [31 31],[35.11888112 45.88111888] ; [26.88111888 35.11888112],0
n2,1,0.242279,1.367286,[23 13] ; [18  5],[25.01694915 10.98305085] ; [15.98305085  7.01694915],0
u3,1,0.247006,1.340156,[12 28] ; [7 8],[13.81818182 26.18181818] ; [5.18181818 9.81818182],0
p11,1,0.300833,1.0705,[53 28] ; [47 17],[55.86206897 25.13793103] ; [44.13793103 19.86206897],0
a1,1,0.469606,0.522904,[ 5 76] ; [ 6 58],[ 6.14482759 74.85517241] ; [ 4.85517241 59.14482759],0
u1,1,0.500292,0.454318,[ 6 75] ; [ 3 61],[ 5.02758621 75.97241379] ; [ 3.97241379 60.02758621],0
a8,1,0.518619,0.41664,[ 5 70] ; [ 6 56],[ 6.02189781 68.97810219] ; [ 4.97810219 57.02189781],0
p8,1,0.53175,0.391047,[22 59] ; [14 48],[20.39160839 60.60839161] ; [15.60839161 46.39160839],0
b1,1,0.626041,0.237468,[40 41] ; [29 35],[38.54482759 42.45517241] ; [30.45517241 33.54482759],0
n4,1,0.648503,0.207792,[55 26] ; [45 18],[56.25 24.75] ; [43.75 19.25],0
u2,1,0.655306,0.199275,[16 24] ; [7 8],[16.72727273 23.27272727] ; [6.27272727 8.72727273],0
n6,1,0.679359,0.170848,[60 21] ; [44 18],[58.90909091 22.09090909] ; [45.09090909 16.90909091],0
d2,1,0.695919,0.152752,[32 47] ; [28 36],[33.14685315 45.85314685] ; [26.85314685 37.14685315],0
p6,1,0.71661,0.131764,[15 65] ; [10 51],[14.18439716 65.81560284] ; [10.81560284 50.18439716],0
p12,1,0.717542,0.13086,[ 5 75] ; [ 3 59],[ 4.50704225 75.49295775] ; [ 3.49295775 58.50704225],0
s1,1,0.744882,0.105882,[ 4 76] ; [ 4 60],[ 4.44444444 75.55555556] ; [ 3.55555556 60.44444444],0
d3,1,0.772414,0.083648,[26 55] ; [22 42],[26.8137931 54.1862069] ; [21.1862069 42.8137931],0
p1,1,0.784769,0.074588,[ 6 75] ; [ 4 60],[ 5.5862069 75.4137931] ; [ 4.4137931 59.5862069],0
p5,1,0.785667,0.073952,[ 2 79] ; [ 2 60],[ 2.26573427 78.73426573] ; [ 1.73426573 60.26573427],0
n5,1,0.803236,0.062081,[55 26] ; [44 19],[55.6875 25.3125] ; [43.3125 19.6875],0
b4,1,0.933357,0.006993,[45 36] ; [36 28],[45.24827586 35.75172414] ; [35.75172414 28.24827586],0
a6,1,0.948052,0.004245,[35 46] ; [28 36],[35.19310345 45.80689655] ; [27.80689655 36.19310345],0
