Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,41.254842,[76  9] ; [16 29],[60.15384615 24.84615385] ; [31.84615385 13.15384615],1
v4,1,1e-06,23.422172,[79  6] ; [26 19],[68.65384615 16.34615385] ; [36.34615385  8.65384615],1
s6,1,2.1e-05,18.138185,[56 29] ; [12 33],[44.46153846 40.53846154] ; [23.53846154 21.46153846],1
r3,1,6.1e-05,16.080114,[74 11] ; [25 20],[64.73076923 20.26923077] ; [34.26923077 10.73076923],1
r2,1,0.000265,13.299821,[79  5] ; [31 13],[72.1875 11.8125] ; [37.8125  6.1875],1
s7,1,0.001035,10.764472,[39 41] ; [ 8 35],[30.56910569 49.43089431] ; [16.43089431 26.56910569],0
a7,1,0.002228,9.351115,[61 24] ; [20 25],[52.96153846 32.03846154] ; [28.03846154 16.96153846],0
v3,1,0.002403,9.21299,[37 43] ; [ 8 35],[29.26829268 50.73170732] ; [15.73170732 27.26829268],0
s2,1,0.003244,8.664934,[41 43] ; [10 35],[33.20930233 50.79069767] ; [17.79069767 27.20930233],0
s8,1,0.006939,7.288766,[39 45] ; [10 35],[31.90697674 52.09302326] ; [17.09302326 27.90697674],0
s3,1,0.00698,7.278018,[46 36] ; [14 31],[38.74015748 43.25984252] ; [21.25984252 23.74015748],0
d3,1,0.007625,7.119436,[50 33] ; [16 29],[42.796875 40.203125] ; [23.203125 21.796875],0
u3,1,0.010604,6.530552,[18 10] ; [ 5 14],[13.70212766 14.29787234] ; [9.29787234 9.70212766],0
d4,1,0.021125,5.316452,[61 22] ; [24 21],[55.1171875 27.8828125] ; [29.8828125 15.1171875],0
u2,1,0.027199,4.878144,[16 11] ; [ 5 14],[12.32608696 14.67391304] ; [ 8.67391304 10.32608696],0
p1,1,0.028007,4.827621,[ 6 79] ; [ 9 36],[ 9.80769231 75.19230769] ; [ 5.19230769 39.80769231],0
u1,1,0.045012,4.018182,[17 68] ; [ 3 42],[13.07692308 71.92307692] ; [ 6.92307692 38.07692308],0
s5,1,0.049534,3.857178,[24 58] ; [ 6 38],[19.52380952 62.47619048] ; [10.47619048 33.52380952],0
d1,1,0.057367,3.611916,[47 38] ; [17 28],[41.84615385 43.15384615] ; [22.15384615 22.84615385],0
v2,1,0.067722,3.337391,[41 41] ; [13 27],[36.29508197 45.70491803] ; [17.70491803 22.29508197],0
n4,1,0.079355,3.078061,[73 12] ; [33 12],[69.30769231 15.69230769] ; [36.69230769  8.30769231],0
a2,1,0.097754,2.741803,[22 63] ; [ 6 39],[18.30769231 66.69230769] ; [ 9.69230769 35.30769231],0
a8,1,0.115893,2.47196,[13 64] ; [ 3 41],[10.18181818 66.81818182] ; [ 5.81818182 38.18181818],0
p3,1,0.116991,2.457143,[32 52] ; [11 34],[28. 56.] ; [15. 30.],0
