Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,3e-06,22.031386,[40 22] ; [ 44 104],[24.8 37.2] ; [59.2 88.8],1
s8,1,0.001657,9.89488,[24 39] ; [ 28 127],[15.02752294 47.97247706] ; [ 36.97247706 118.02752294],0
n4,1,0.014937,5.923923,[48 15] ; [91 64],[40.16972477 22.83027523] ; [98.83027523 56.16972477],0
r2,1,0.021302,5.301934,[60  3] ; [128  25],[54.83333333  8.16666667] ; [133.16666667  19.83333333],0
a1,1,0.030507,4.680481,[ 8 55] ; [  7 148],[ 4.33486239 58.66513761] ; [ 10.66513761 144.33486239],0
s6,1,0.036435,4.376617,[34 28] ; [60 93],[27.10697674 34.89302326] ; [66.89302326 86.10697674],0
v4,1,0.061036,3.509015,[56  7] ; [120  34],[51.09677419 11.90322581] ; [124.90322581  29.09677419],0
s1,1,0.062964,3.457549,[ 5 56] ; [  4 151],[ 2.54166667 58.45833333] ; [  6.45833333 148.54166667],0
a7,1,0.07186,3.240015,[46 16] ; [95 60],[40.28571429 21.71428571] ; [100.71428571  54.28571429],0
a3,1,0.073128,3.211377,[46 17] ; [92 61],[40.25 22.75] ; [97.75 55.25],0
s2,1,0.074132,3.189081,[26 37] ; [ 44 109],[20.41666667 42.58333333] ; [ 49.58333333 103.41666667],0
v1,1,0.074864,3.173017,[28 33] ; [ 50 102],[22.33802817 38.66197183] ; [55.66197183 96.33802817],0
p6,1,0.09085,2.859239,[ 8 55] ; [  9 144],[ 4.95833333 58.04166667] ; [ 12.04166667 140.95833333],0
p5,1,0.09381,2.807749,[ 4 59] ; [  3 152],[ 2.02293578 60.97706422] ; [  4.97706422 150.02293578],0
b4,1,0.094474,2.796445,[45 18] ; [92 63],[39.59174312 23.40825688] ; [97.40825688 57.59174312],0
a5,1,0.105326,2.622985,[44 19] ; [90 65],[38.72477064 24.27522936] ; [95.27522936 59.72477064],0
s7,1,0.130248,2.289548,[22 37] ; [ 40 110],[17.50239234 41.49760766] ; [ 44.49760766 105.50239234],0
s4,1,0.225426,1.46949,[ 8 55] ; [ 30 123],[11.08333333 51.91666667] ; [ 26.91666667 126.08333333],0
u2,1,0.241323,1.372848,[10  7] ; [27 36],[7.8625 9.1375] ; [29.1375 33.8625],0
p1,1,0.250537,1.320309,[ 7 56] ; [ 10 144],[ 4.93548387 58.06451613] ; [ 12.06451613 141.93548387],0
u1,1,0.296836,1.088355,[ 5 58] ; [ 20 135],[ 7.22477064 55.77522936] ; [ 17.77522936 137.22477064],0
a8,1,0.30698,1.043624,[ 7 52] ; [ 11 137],[ 5.13043478 53.86956522] ; [ 12.86956522 135.13043478],0
p12,1,0.307907,1.039632,[ 4 59] ; [  5 147],[ 2.6372093 60.3627907] ; [  6.3627907 145.6372093],0
r4,1,0.317563,0.998956,[47 16] ; [105  50],[43.9266055 19.0733945] ; [108.0733945  46.9266055],0
a6,1,0.333555,0.935046,[43 20] ; [95 60],[39.88073394 23.11926606] ; [98.11926606 56.88073394],0
r3,1,0.336635,0.923205,[53  9] ; [123  31],[50.51851852 11.48148148] ; [125.48148148  28.51851852],0
r1,1,0.352825,0.863271,[44 19] ; [98 57],[41.03669725 21.96330275] ; [100.96330275  54.03669725],0
n3,1,0.388419,0.743887,[11  5] ; [37 28],[9.48148148 6.51851852] ; [38.51851852 26.48148148],0
s3,1,0.400668,0.70632,[29 33] ; [62 91],[26.24186047 35.75813953] ; [64.75813953 88.24186047],0
u3,1,0.412262,0.672269,[10  7] ; [30 33],[8.5 8.5] ; [31.5 31.5],0
a2,1,0.426667,0.631878,[13 50] ; [ 25 130],[10.98165138 52.01834862] ; [ 27.01834862 127.98165138],0
p11,1,0.456487,0.554495,[42 21] ; [95 60],[39.59174312 23.40825688] ; [97.40825688 57.59174312],0
s5,1,0.482153,0.493989,[10 50] ; [ 31 117],[11.82692308 48.17307692] ; [ 29.17307692 118.82692308],0
a4,1,0.498608,0.457898,[27 36] ; [58 95],[24.79166667 38.20833333] ; [60.20833333 92.79166667],0
n1,1,0.504058,0.446382,[ 5 11] ; [27 40],[6.1686747 9.8313253] ; [25.8313253 41.1686747],0
b1,1,0.511196,0.431618,[21 42] ; [59 96],[23.11926606 39.88073394] ; [56.88073394 98.11926606],0
n5,1,0.518774,0.416331,[41 22] ; [93 61],[38.90322581 24.09677419] ; [95.09677419 58.90322581],0
p3,1,0.520507,0.412888,[ 8 55] ; [ 15 139],[ 6.67741935 56.32258065] ; [ 16.32258065 137.67741935],0
p9,1,0.521764,0.410404,[44 18] ; [99 50],[42.01895735 19.98104265] ; [100.98104265  48.01895735],0
d1,1,0.55408,0.350059,[30 33] ; [67 88],[28.03211009 34.96788991] ; [68.96788991 86.03211009],0
d5,1,0.594316,0.283654,[45 18] ; [105  50],[43.34862385 19.65137615] ; [106.65137615  48.34862385],0
d3,1,0.599834,0.275246,[37 26] ; [85 70],[35.25688073 27.74311927] ; [86.74311927 68.25688073],0
n2,1,0.700938,0.147498,[12  5] ; [44 23],[11.33333333  5.66666667] ; [44.66666667 22.33333333],0
p8,1,0.70335,0.145011,[12 51] ; [ 26 128],[11.03225806 51.96774194] ; [ 26.96774194 127.03225806],0
p2,1,0.705214,0.143105,[34 29] ; [88 67],[35.25688073 27.74311927] ; [86.74311927 68.25688073],0
n6,1,0.705788,0.142521,[45 18] ; [106  48],[43.83870968 19.16129032] ; [107.16129032  46.83870968],0
d4,1,0.731285,0.117935,[47 15] ; [114  41],[46. 16.] ; [115.  40.],0
d2,1,0.779769,0.078188,[26 36] ; [61 92],[25.08837209 36.91162791] ; [61.91162791 91.08837209],0
b3,1,0.838422,0.04158,[13 19] ; [32 51],[12.52173913 19.47826087] ; [32.47826087 50.52173913],0
b2,1,0.838422,0.04158,[13 19] ; [32 51],[12.52173913 19.47826087] ; [32.47826087 50.52173913],0
p10,1,0.850446,0.035551,[39 24] ; [92 60],[38.38604651 24.61395349] ; [92.61395349 59.38604651],0
b5,1,0.899546,0.015935,[40 23] ; [97 58],[39.59174312 23.40825688] ; [97.40825688 57.59174312],0
