Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a3,1,0.0,46.079228,[191  50] ; [59 73],[161.52815013  79.47184987] ; [88.47184987 43.52815013],1
a4,1,0.0,41.629591,[122 120] ; [ 22 111],[ 92.928 149.072] ; [51.072 81.928],1
d1,1,0.0,36.308424,[146  96] ; [37 96],[118.096 123.904] ; [64.904 68.096],1
d2,1,0.0,32.365687,[125 115] ; [ 29 104],[ 99.08847185 140.91152815] ; [54.91152815 78.08847185],1
d5,1,0.0,27.860234,[202  39] ; [78 54],[180.91152815  60.08847185] ; [99.08847185 32.91152815],1
a6,1,1e-06,23.651546,[179  61] ; [66 67],[157.64075067  82.35924933] ; [87.35924933 45.64075067],1
n4,1,2.2e-05,18.040017,[179  62] ; [70 63],[160.45187166  80.54812834] ; [88.54812834 44.45187166],1
d4,1,2.5e-05,17.756246,[207  34] ; [89 43],[191.24932976  49.75067024] ; [104.75067024  27.24932976],1
r1,1,3.6e-05,17.059631,[198  43] ; [83 49],[181.55764075  59.44235925] ; [99.44235925 32.55764075],1
u1,1,0.000268,13.279932,[ 43 199] ; [  6 127],[ 31.62133333 210.37866667] ; [ 17.37866667 115.62133333],1
r4,1,0.001439,10.155521,[222  20] ; [107  26],[212.31466667  29.68533333] ; [116.68533333  16.31466667],0
s7,1,0.001765,9.779595,[102 131] ; [35 94],[ 88.17955801 144.82044199] ; [48.82044199 80.17955801],0
n5,1,0.013372,6.119174,[161  79] ; [72 61],[149.91957105  90.08042895] ; [83.08042895 49.91957105],0
s8,1,0.013468,6.106544,[ 94 147] ; [35 98],[ 83.12566845 157.87433155] ; [45.87433155 87.12566845],0
v2,1,0.018864,5.514082,[132  98] ; [54 68],[121.53409091 108.46590909] ; [64.46590909 57.53409091],0
p3,1,0.021656,5.27325,[ 63 178] ; [ 21 112],[ 54.12834225 186.87165775] ; [ 29.87165775 103.12834225],0
v1,1,0.02713,4.88253,[112 123] ; [46 83],[102.00549451 132.99450549] ; [55.99450549 73.00549451],0
d3,1,0.031424,4.629625,[158  83] ; [71 60],[148.35752688  92.64247312] ; [80.64247312 50.35752688],0
p10,1,0.035981,4.398,[181  59] ; [84 45],[172.35772358  67.64227642] ; [92.64227642 36.35772358],0
v3,1,0.051796,3.782352,[ 86 145] ; [35 94],[ 77.64166667 153.35833333] ; [43.35833333 85.64166667],0
v4,1,0.061804,3.488303,[227  13] ; [117  14],[222.53369272  17.46630728] ; [121.46630728   9.53369272],0
p5,1,0.063286,3.449097,[ 10 230] ; [  1 131],[  7.09677419 232.90322581] ; [  3.90322581 128.09677419],0
p9,1,0.077963,3.106853,[190  47] ; [93 36],[183.25409836  53.74590164] ; [99.74590164 29.25409836],0
s5,1,0.081906,3.026677,[ 66 164] ; [ 26 102],[ 59.10614525 170.89385475] ; [32.89385475 95.10614525],0
b3,1,0.091062,2.855501,[54 81] ; [19 49],[48.54679803 86.45320197] ; [24.45320197 43.54679803],0
b2,1,0.091062,2.855501,[54 81] ; [19 49],[48.54679803 86.45320197] ; [24.45320197 43.54679803],0
s6,1,0.118147,2.441715,[140  98] ; [66 65],[132.86720867 105.13279133] ; [73.13279133 57.86720867],0
r2,1,0.129811,2.294762,[226  12] ; [120  12],[222.56216216  15.43783784] ; [123.43783784   8.56216216],0
n6,1,0.149364,2.078738,[194  46] ; [99 34],[188.52546917  51.47453083] ; [104.47453083  28.52546917],0
p8,1,0.266977,1.232212,[ 85 151] ; [40 92],[ 80.16304348 155.83695652] ; [44.83695652 87.16304348],0
p12,1,0.280924,1.162612,[ 13 224] ; [  4 128],[ 10.91869919 226.08130081] ; [  6.08130081 125.91869919],0
s3,1,0.290872,1.115579,[119 121] ; [73 59],[123.87096774 116.12903226] ; [68.12903226 63.87096774],0
s4,1,0.296633,1.08927,[ 35 204] ; [ 25 108],[ 38.5483871 200.4516129] ; [ 21.4516129 111.5483871],0
a8,1,0.331677,0.942341,[ 35 188] ; [ 15 111],[ 31.94842407 191.05157593] ; [ 18.05157593 107.94842407],0
a1,1,0.341924,0.903205,[ 10 232] ; [  3 130],[  8.38933333 233.61066667] ; [  4.61066667 128.38933333],0
b4,1,0.383784,0.758547,[138 104] ; [82 51],[141.97333333 100.02666667] ; [78.02666667 54.97333333],0
s1,1,0.422045,0.644615,[  7 231] ; [  6 126],[  8.36216216 229.63783784] ; [  4.63783784 127.36216216],0
s2,1,0.453862,0.56099,[106 134] ; [53 79],[102.58064516 137.41935484] ; [56.41935484 75.58064516],0
u4,1,0.466754,0.529649,[  4 238] ; [  1 132],[  3.22666667 238.77333333] ; [  1.77333333 131.22666667],0
p2,1,0.478814,0.501564,[177  65] ; [92 40],[174.05882353  67.94117647] ; [94.94117647 37.05882353],0
p6,1,0.549572,0.358085,[ 40 197] ; [ 25 104],[ 42.09016393 194.90983607] ; [ 22.90983607 106.09016393],0
n2,1,0.563053,0.334445,[56 18] ; [29 12],[54.69565217 19.30434783] ; [30.30434783 10.69565217],0
a7,1,0.701352,0.147069,[164  78] ; [92 40],[165.64705882  76.35294118] ; [90.35294118 41.64705882],0
n1,1,0.744293,0.106389,[25 47] ; [13 28],[24.21238938 47.78761062] ; [13.78761062 27.21238938],0
u3,1,0.746459,0.104531,[27 24] ; [37 37],[26.112 24.888] ; [37.888 36.112],0
b5,1,0.751836,0.099995,[155  87] ; [83 50],[153.58933333  88.41066667] ; [84.41066667 48.58933333],0
p7,1,0.800154,0.064084,[111 121] ; [64 66],[112.15469613 119.84530387] ; [62.84530387 67.15469613],0
p11,1,0.82786,0.047283,[179  63] ; [97 36],[178.112  63.888] ; [97.888 35.112],0
u2,1,0.84416,0.038642,[26 25] ; [38 34],[26.53658537 24.46341463] ; [37.46341463 34.53658537],0
p1,1,0.863956,0.029358,[ 12 229] ; [  6 125],[ 11.66129032 229.33870968] ; [  6.33870968 124.66129032],0
b1,1,0.905808,0.014002,[ 87 155] ; [47 86],[ 86.47466667 155.52533333] ; [47.52533333 85.47466667],0
n3,1,0.990886,0.00013,[51 21] ; [29 12],[50.97345133 21.02654867] ; [29.02654867 11.97345133],0
