Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.0,34.632889,[46 14] ; [ 4 28],[32.60869565 27.39130435] ; [17.39130435 14.60869565],1
d5,1,0.0,28.88008,[58  2] ; [16 16],[48.26086957 11.73913043] ; [25.73913043  6.26086957],1
d4,1,1e-06,24.550885,[59  1] ; [19 13],[50.86956522  9.13043478] ; [27.13043478  4.86956522],1
d3,1,1e-06,23.828274,[52  8] ; [12 20],[41.73913043 18.26086957] ; [22.26086957  9.73913043],1
a3,1,2e-05,18.221644,[55  5] ; [17 15],[46.95652174 13.04347826] ; [25.04347826  6.95652174],1
a5,1,0.001921,9.623383,[50 10] ; [17 15],[43.69565217 16.30434783] ; [23.30434783  8.69565217],0
a4,1,0.005828,7.602869,[33 27] ; [ 8 24],[26.73913043 33.26086957] ; [14.26086957 17.73913043],0
a2,1,0.012698,6.210719,[17 43] ; [ 2 30],[12.39130435 47.60869565] ; [ 6.60869565 25.39130435],0
v1,1,0.018955,5.505621,[44 13] ; [17 15],[39.06741573 17.93258427] ; [21.93258427 10.06741573],0
s2,1,0.019419,5.463362,[40 18] ; [14 18],[34.8 23.2] ; [19.2 12.8],0
p6,1,0.029262,4.752155,[34 24] ; [26  6],[38.66666667 19.33333333] ; [21.33333333 10.66666667],0
n3,1,0.0455,4.0,[4 8] ; [5 1],[6. 6.] ; [3. 3.],0
p7,1,0.075296,3.163617,[47 12] ; [30  2],[49.92307692  9.07692308] ; [27.07692308  4.92307692],0
s4,1,0.094414,2.797449,[11 46] ; [ 2 30],[ 8.3258427 48.6741573] ; [ 4.6741573 27.3258427],0
s3,1,0.095648,2.776654,[41 17] ; [17 15],[37.37777778 20.62222222] ; [20.62222222 11.37777778],0
b1,1,0.150971,2.06241,[30 30] ; [11 21],[26.73913043 33.26086957] ; [14.26086957 17.73913043],0
a6,1,0.202585,1.623642,[40 20] ; [17 15],[37.17391304 22.82608696] ; [19.82608696 12.17391304],0
b3,1,0.221722,1.493193,[24 22] ; [ 8 14],[21.64705882 24.35294118] ; [10.35294118 11.64705882],0
b2,1,0.221722,1.493193,[24 22] ; [ 8 14],[21.64705882 24.35294118] ; [10.35294118 11.64705882],0
s8,1,0.224386,1.476099,[39 20] ; [17 15],[36.30769231 22.69230769] ; [19.69230769 12.30769231],0
a1,1,0.254554,1.298138,[11 49] ; [ 3 29],[ 9.13043478 50.86956522] ; [ 4.86956522 27.13043478],0
n4,1,0.28453,1.145325,[55  5] ; [27  5],[53.47826087  6.52173913] ; [28.52173913  3.47826087],0
v3,1,0.292706,1.107135,[36 21] ; [16 15],[33.68181818 23.31818182] ; [18.31818182 12.68181818],0
s5,1,0.302013,1.065286,[36 16] ; [18 13],[33.8313253 18.1686747] ; [20.1686747 10.8313253],0
s1,1,0.335222,0.928618,[ 5 55] ; [ 1 31],[ 3.91304348 56.08695652] ; [ 2.08695652 29.91304348],0
p11,1,0.35291,0.862967,[53  7] ; [26  6],[51.52173913  8.47826087] ; [27.47826087  4.52173913],0
r4,1,0.404876,0.693797,[53  7] ; [30  2],[54.13043478  5.86956522] ; [28.86956522  3.13043478],0
u2,1,0.416793,0.659341,[4 1] ; [9 6],[3.25 1.75] ; [9.75 5.25],0
r3,1,0.454632,0.559077,[54  4] ; [31  1],[54.77777778  3.22222222] ; [30.22222222  1.77777778],0
n2,1,0.45675,0.553846,[8 4] ; [5 1],[8.66666667 3.33333333] ; [4.33333333 1.66666667],0
p8,1,0.53985,0.375817,[50 10] ; [25  7],[48.91304348 11.08695652] ; [26.08695652  5.91304348],0
a7,1,0.548616,0.359803,[43 17] ; [21 11],[41.73913043 18.26086957] ; [22.26086957  9.73913043],0
s6,1,0.564667,0.331687,[45 10] ; [26  4],[45.94117647  9.05882353] ; [25.05882353  4.94117647],0
