Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a3,1,0.002196,9.377755,[29 17] ; [ 7 20],[22.68493151 23.31506849] ; [13.31506849 13.68493151],0
a4,1,0.00553,7.697455,[19 26] ; [ 3 24],[13.75 31.25] ; [ 8.25 18.75],0
u1,1,0.015812,5.823663,[12 34] ; [ 1 26],[ 8.19178082 37.80821918] ; [ 4.80821918 22.19178082],0
d4,1,0.019032,5.498587,[36 10] ; [14 13],[31.50684932 14.49315068] ; [18.49315068  8.50684932],0
a6,1,0.026152,4.945911,[31 15] ; [11 16],[26.46575342 19.53424658] ; [15.53424658 11.46575342],0
d1,1,0.036397,4.378427,[27 19] ; [ 9 18],[22.68493151 23.31506849] ; [13.31506849 13.68493151],0
p5,1,0.041859,4.140896,[ 1 44] ; [ 4 23],[ 3.125 41.875] ; [ 1.875 25.125],0
r2,1,0.04886,3.880145,[43  3] ; [21  6],[40.32876712  5.67123288] ; [23.67123288  3.32876712],0
d2,1,0.05555,3.665512,[26 20] ; [ 9 18],[22.05479452 23.94520548] ; [12.94520548 14.05479452],0
b2,1,0.076547,3.136738,[11 23] ; [ 2 17],[ 8.33962264 25.66037736] ; [ 4.66037736 14.33962264],0
b3,1,0.076547,3.136738,[11 23] ; [ 2 17],[ 8.33962264 25.66037736] ; [ 4.66037736 14.33962264],0
r1,1,0.083378,2.9978,[36 10] ; [16 11],[32.76712329 13.23287671] ; [19.23287671  7.76712329],0
p2,1,0.094385,2.79794,[31 15] ; [23  4],[34.02739726 11.97260274] ; [19.97260274  7.02739726],0
a8,1,0.12101,2.404201,[ 1 39] ; [ 3 22],[ 2.46153846 37.53846154] ; [ 1.53846154 23.46153846],0
s4,1,0.130299,2.288934,[ 7 38] ; [ 8 18],[ 9.50704225 35.49295775] ; [ 5.49295775 20.50704225],0
d3,1,0.130358,2.288237,[35 11] ; [16 11],[32.1369863 13.8630137] ; [18.8630137  8.1369863],0
a7,1,0.130358,2.288237,[35 11] ; [16 11],[32.1369863 13.8630137] ; [18.8630137  8.1369863],0
v1,1,0.133699,2.249017,[20 26] ; [ 7 20],[17.01369863 28.98630137] ; [ 9.98630137 17.01369863],0
b1,1,0.152428,2.04778,[30 16] ; [13 14],[27.09589041 18.90410959] ; [15.90410959 11.09589041],0
n5,1,0.173429,1.853052,[28 18] ; [12 15],[25.20547945 20.79452055] ; [14.79452055 12.20547945],0
v2,1,0.179937,1.798142,[24 21] ; [10 17],[21.25 23.75] ; [12.75 14.25],0
r3,1,0.190741,1.711888,[40  6] ; [26  1],[41.5890411  4.4109589] ; [24.4109589  2.5890411],0
p6,1,0.212483,1.554429,[11 34] ; [10 16],[13.30985915 31.69014085] ; [ 7.69014085 18.30985915],0
p3,1,0.223543,1.481481,[20 25] ; [16 11],[22.5 22.5] ; [13.5 13.5],0
s8,1,0.255085,1.295238,[11 34] ; [10 17],[13.125 31.875] ; [ 7.875 19.125],0
s1,1,0.270912,1.212121,[ 5 40] ; [ 1 26],[ 3.75 41.25] ; [ 2.25 24.75],0
p8,1,0.361125,0.833977,[25 20] ; [12 15],[23.125 21.875] ; [13.875 13.125],0
s7,1,0.376159,0.783217,[14 30] ; [11 15],[15.71428571 28.28571429] ; [ 9.28571429 16.71428571],0
n4,1,0.41245,0.671728,[30 16] ; [15 12],[28.35616438 17.64383562] ; [16.64383562 10.35616438],0
n6,1,0.414935,0.664615,[31 14] ; [21  6],[32.5 12.5] ; [19.5  7.5],0
s3,1,0.442432,0.589967,[24 22] ; [16 10],[25.55555556 20.44444444] ; [14.44444444 11.55555556],0
v4,1,0.456748,0.553852,[40  6] ; [25  2],[40.95890411  5.04109589] ; [24.04109589  2.95890411],0
p7,1,0.461426,0.542434,[26 20] ; [17  9],[27.47222222 18.52777778] ; [15.52777778 10.47222222],0
s5,1,0.501179,0.452439,[ 9 36] ; [ 7 19],[10.14084507 34.85915493] ; [ 5.85915493 20.14084507],0
p10,1,0.534358,0.386097,[13 32] ; [ 6 21],[11.875 33.125] ; [ 7.125 19.875],0
p11,1,0.569409,0.323672,[27 19] ; [14 13],[25.83561644 20.16438356] ; [15.16438356 11.83561644],0
u2,1,0.59256,0.286364,[7 9] ; [ 7 13],[6.22222222 9.77777778] ; [ 7.77777778 12.22222222],0
a1,1,0.609521,0.260872,[ 3 43] ; [ 1 26],[ 2.52054795 43.47945205] ; [ 1.47945205 25.52054795],0
r4,1,0.612766,0.256167,[38  8] ; [21  6],[37.17808219  8.82191781] ; [21.82191781  5.17808219],0
n1,1,0.665362,0.187075,[ 5 10] ; [3 4],[5.45454545 9.54545455] ; [2.54545455 4.45454545],0
n2,1,0.677856,0.172549,[12  4] ; [5 1],[12.36363636  3.63636364] ; [4.63636364 1.36363636],0
v3,1,0.700295,0.148165,[15 31] ; [10 17],[15.75342466 30.24657534] ; [ 9.24657534 17.75342466],0
b5,1,0.779764,0.078191,[24 22] ; [15 12],[24.57534247 21.42465753] ; [14.42465753 12.57534247],0
u3,1,0.858424,0.03182,[9 8] ; [10 10],[8.72972973 8.27027027] ; [10.27027027  9.72972973],0
n3,1,0.897785,0.016502,[11  5] ; [5 2],[11.13043478  4.86956522] ; [4.86956522 2.13043478],0
s6,1,0.950529,0.003849,[27 18] ; [16 11],[26.875 18.125] ; [16.125 10.875],0
d5,1,0.961583,0.00232,[36 10] ; [21  6],[35.91780822 10.08219178] ; [21.08219178  5.91780822],0
b4,1,0.962314,0.002233,[27 19] ; [16 11],[27.09589041 18.90410959] ; [15.90410959 11.09589041],0
p1,1,0.974556,0.001017,[ 5 41] ; [ 3 24],[ 5.04109589 40.95890411] ; [ 2.95890411 24.04109589],0
s2,1,0.994396,4.9e-05,[19 26] ; [11 15],[19.01408451 25.98591549] ; [10.98591549 15.01408451],0
