Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.0,27.757782,[3 4] ; [86  3],[6.48958333 0.51041667] ; [82.51041667  6.48958333],1
s6,1,1e-06,23.966367,[1 6] ; [73 10],[5.75555556 1.24444444] ; [68.24444444 14.75555556],1
v4,1,5.9e-05,16.149951,[5 2] ; [88  1],[6.78125 0.21875] ; [86.21875  2.78125],1
r1,1,0.000122,14.756126,[3 5] ; [79 10],[6.7628866 1.2371134] ; [75.2371134 13.7628866],1
n6,1,0.000652,11.61996,[4 3] ; [83  5],[6.41052632 0.58947368] ; [80.58947368  7.41052632],1
s5,1,0.003242,8.665766,[1 6] ; [57 25],[4.56179775 2.43820225] ; [53.43820225 28.56179775],0
p3,1,0.005398,7.740898,[3 5] ; [71 17],[6.16666667 1.83333333] ; [67.83333333 20.16666667],0
v3,1,0.007184,7.226351,[1 7] ; [53 33],[4.59574468 3.40425532] ; [49.40425532 36.59574468],0
p2,1,0.01166,6.361844,[4 3] ; [80  9],[6.125 0.875] ; [77.875 11.125],0
s2,1,0.014087,6.027241,[1 6] ; [55 34],[4.08333333 2.91666667] ; [51.91666667 37.08333333],0
p4,1,0.02693,4.895292,[5 3] ; [78  9],[6.98947368 1.01052632] ; [76.01052632 10.98947368],0
p6,1,0.048722,3.884895,[2 5] ; [58 30],[4.42105263 2.57894737] ; [55.57894737 32.42105263],0
s8,1,0.051744,3.784038,[2 5] ; [57 30],[4.39361702 2.60638298] ; [54.60638298 32.39361702],0
v2,1,0.061298,3.5019,[2 6] ; [51 35],[4.5106383 3.4893617] ; [48.4893617 37.5106383],0
s7,1,0.067186,3.350455,[3 4] ; [63 21],[5.07692308 1.92307692] ; [60.92307692 23.07692308],0
a3,1,0.06798,3.331137,[4 4] ; [70 19],[6.10309278 1.89690722] ; [67.89690722 21.10309278],0
b4,1,0.106612,2.603735,[7 1] ; [52 37],[4.86597938 3.13402062] ; [54.13402062 34.86597938],0
n4,1,0.10958,2.560273,[6 2] ; [82  7],[7.25773196 0.74226804] ; [80.74226804  8.25773196],0
b5,1,0.116769,2.460131,[6 2] ; [41 48],[3.87628866 4.12371134] ; [43.12371134 45.87628866],0
p7,1,0.120968,2.404741,[4 3] ; [71 16],[5.58510638 1.41489362] ; [69.41489362 17.58510638],0
v1,1,0.136652,2.215264,[3 4] ; [61 26],[4.76595745 2.23404255] ; [59.23404255 27.76595745],0
a2,1,0.182626,1.776123,[3 5] ; [16 73],[1.56701031 6.43298969] ; [17.43298969 71.56701031],0
p8,1,0.189182,1.723979,[5 3] ; [72 16],[6.41666667 1.58333333] ; [70.58333333 17.41666667],0
s3,1,0.220767,1.499377,[3 4] ; [58 30],[4.49473684 2.50526316] ; [56.50526316 31.49473684],0
b1,1,0.252514,1.30934,[5 3] ; [37 52],[3.46391753 4.53608247] ; [38.53608247 50.46391753],0
p1,1,0.286214,1.137345,[1 7] ; [27 62],[2.30927835 5.69072165] ; [25.69072165 63.30927835],0
p9,1,0.445601,0.581818,[7 1] ; [83  5],[7.5 0.5] ; [82.5  5.5],0
a6,1,0.445601,0.581818,[6 2] ; [54 34],[5. 3.] ; [55. 33.],0
d1,1,0.459066,0.54817,[6 2] ; [55 34],[5.03092784 2.96907216] ; [55.96907216 33.03092784],0
u3,1,0.524052,0.405911,[3 1] ; [11  8],[2.43478261 1.56521739] ; [11.56521739  7.43478261],0
d2,1,0.5379,0.379447,[5 3] ; [45 43],[4.16666667 3.83333333] ; [45.83333333 42.16666667],0
d5,1,0.54439,0.367464,[7 1] ; [69 19],[6.33333333 1.66666667] ; [69.66666667 18.33333333],0
n1,1,0.580543,0.305357,[3 1] ; [9 6],[2.52631579 1.47368421] ; [9.47368421 5.52631579],0
u1,1,0.597963,0.278079,[1 7] ; [18 71],[1.56701031 6.43298969] ; [17.43298969 71.56701031],0
u2,1,0.624073,0.240184,[2 2] ; [12  7],[2.43478261 1.56521739] ; [11.56521739  7.43478261],0
s1,1,0.648046,0.208372,[1 7] ; [ 7 82],[0.65979381 7.34020619] ; [ 7.34020619 81.65979381],0
n3,1,0.648077,0.208333,[2 2] ; [10  6],[2.4 1.6] ; [9.6 6.4],0
d3,1,0.690377,0.158678,[6 2] ; [60 28],[5.5 2.5] ; [60.5 27.5],0
a4,1,0.736095,0.113589,[4 4] ; [39 50],[3.54639175 4.45360825] ; [39.45360825 49.54639175],0
d4,1,0.741182,0.109091,[7 1] ; [73 15],[6.66666667 1.33333333] ; [73.33333333 14.66666667],0
n5,1,0.742998,0.107509,[7 1] ; [81  8],[7.25773196 0.74226804] ; [80.74226804  8.25773196],0
p10,1,0.751454,0.100313,[7 1] ; [80  8],[7.25 0.75] ; [79.75  8.25],0
b3,1,0.763211,0.090762,[2 3] ; [31 35],[2.32394366 2.67605634] ; [30.67605634 35.32394366],0
b2,1,0.763211,0.090762,[2 3] ; [31 35],[2.32394366 2.67605634] ; [30.67605634 35.32394366],0
n2,1,0.779855,0.078125,[3 1] ; [13  3],[3.2 0.8] ; [12.8  3.2],0
p11,1,0.808734,0.058593,[7 1] ; [75 14],[6.7628866 1.2371134] ; [75.2371134 13.7628866],0
a5,1,0.870078,0.026752,[6 2] ; [69 20],[6.18556701 1.81443299] ; [68.81443299 20.18556701],0
a7,1,0.904269,0.014465,[6 2] ; [65 24],[5.8556701 2.1443299] ; [65.1443299 23.8556701],0
