Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.0,52.725616,[26 90] ; [42  9],[47.23353293 68.76646707] ; [20.76646707 30.23353293],1
s2,1,6.4e-05,15.965986,[38 82] ; [34 19],[49.94219653 70.05780347] ; [22.05780347 30.94219653],1
s6,1,0.000304,13.04348,[55 65] ; [40 13],[65.89595376 54.10404624] ; [29.10404624 23.89595376],1
p4,1,0.000645,11.640306,[43 76] ; [34 19],[53.27325581 65.72674419] ; [23.72674419 29.27325581],1
s3,1,0.001097,10.655783,[57 60] ; [40 13],[66.75882353 50.24117647] ; [30.24117647 22.75882353],0
p8,1,0.001351,10.272017,[48 73] ; [35 18],[57.7183908 63.2816092] ; [25.2816092 27.7183908],0
p7,1,0.001963,9.583568,[56 62] ; [38 14],[65.24705882 52.75294118] ; [28.75294118 23.24705882],0
p12,1,0.004386,8.116692,[  5 115] ; [ 9 44],[  9.71098266 110.28901734] ; [ 4.28901734 48.71098266],0
p9,1,0.00619,7.494122,[83 37] ; [47  6],[90.1734104 29.8265896] ; [39.8265896 13.1734104],0
p10,1,0.00656,7.389594,[74 45] ; [44  9],[81.63953488 37.36046512] ; [36.36046512 16.63953488],0
p2,1,0.007027,7.266066,[79 43] ; [45  8],[86.44571429 35.55428571] ; [37.55428571 15.44571429],0
r4,1,0.012321,6.264011,[101  22] ; [51  2],[106.22727273  16.77272727] ; [45.77272727  7.22727273],0
p6,1,0.015845,5.81994,[32 88] ; [24 29],[38.84393064 81.15606936] ; [17.15606936 35.84393064],0
p5,1,0.021738,5.266674,[  9 113] ; [10 42],[ 13.32183908 108.67816092] ; [ 5.67816092 46.32183908],0
s5,1,0.023438,5.135778,[25 93] ; [19 31],[30.9047619 87.0952381] ; [13.0952381 36.9047619],0
n6,1,0.029728,4.724981,[91 32] ; [47  6],[96.44318182 26.55681818] ; [41.55681818 11.44318182],0
p3,1,0.039932,4.220753,[42 80] ; [27 26],[48.10285714 73.89714286] ; [20.89714286 32.10285714],0
b3,1,0.040656,4.190315,[22 46] ; [20 18],[26.94339623 41.05660377] ; [15.05660377 22.94339623],0
b2,1,0.040656,4.190315,[22 46] ; [20 18],[26.94339623 41.05660377] ; [15.05660377 22.94339623],0
n2,1,0.051166,3.802843,[29  5] ; [5 4],[26.88372093  7.11627907] ; [7.11627907 1.88372093],0
v2,1,0.055864,3.656112,[46 72] ; [27 22],[51.58083832 66.41916168] ; [21.41916168 27.58083832],0
v1,1,0.056118,3.648545,[48 72] ; [29 23],[53.72093023 66.27906977] ; [23.27906977 28.72093023],0
