Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,3e-06,21.888752,[ 9 23] ; [72 25],[20.09302326 11.90697674] ; [60.90697674 36.09302326],1
r3,1,5e-06,20.956009,[15 17] ; [83 13],[24.5  7.5] ; [73.5 22.5],1
p2,1,0.000192,13.903362,[ 6 26] ; [55 42],[15.13178295 16.86821705] ; [45.86821705 51.13178295],1
n6,1,0.000499,12.118103,[11 21] ; [67 30],[19.34883721 12.65116279] ; [58.65116279 38.34883721],1
u3,1,0.000741,11.383399,[ 2 13] ; [20 10],[7.33333333 7.66666667] ; [14.66666667 15.33333333],1
r2,1,0.005012,7.875,[20 10] ; [85 11],[25.  5.] ; [80. 16.],0
p4,1,0.011776,6.34429,[ 4 28] ; [35 62],[ 9.6744186 22.3255814] ; [29.3255814 67.6744186],0
r1,1,0.012532,6.233991,[15 17] ; [69 28],[20.8372093 11.1627907] ; [63.1627907 33.8372093],0
s8,1,0.013555,6.095238,[ 2 30] ; [26 70],[ 7. 25.] ; [21. 75.],0
p9,1,0.031456,4.627927,[ 5 26] ; [35 60],[ 9.84126984 21.15873016] ; [30.15873016 64.84126984],0
a1,1,0.03385,4.502255,[ 6 26] ; [ 6 91],[ 2.97674419 29.02325581] ; [ 9.02325581 87.97674419],0
p3,1,0.038227,4.294903,[ 3 29] ; [26 70],[ 7.25 24.75] ; [21.75 74.25],0
s6,1,0.03965,4.232804,[ 9 23] ; [47 49],[14. 18.] ; [42. 54.],0
u2,1,0.042479,4.116004,[ 3 12] ; [15 14],[6.13636364 8.86363636] ; [11.86363636 17.13636364],0
s3,1,0.045742,3.991079,[ 6 25] ; [37 58],[10.57936508 20.42063492] ; [32.42063492 62.57936508],0
u1,1,0.052517,3.759216,[ 1 31] ; [16 81],[ 4.21705426 27.78294574] ; [12.78294574 84.21705426],0
p6,1,0.053998,3.712774,[ 1 30] ; [16 79],[ 4.18253968 26.81746032] ; [12.81746032 82.18253968],0
d3,1,0.057067,3.620644,[14 18] ; [61 36],[18.60465116 13.39534884] ; [56.39534884 40.60465116],0
s2,1,0.06053,3.522806,[ 5 27] ; [31 63],[ 9.14285714 22.85714286] ; [26.85714286 67.14285714],0
p11,1,0.069323,3.298976,[ 9 23] ; [45 52],[13.39534884 18.60465116] ; [40.60465116 56.39534884],0
b5,1,0.072516,3.225123,[14 18] ; [60 37],[18.35658915 13.64341085] ; [55.64341085 41.35658915],0
n3,1,0.076445,3.13891,[ 6 10] ; [26 15],[8.98245614 7.01754386] ; [23.01754386 17.98245614],0
s7,1,0.079445,3.076228,[ 5 24] ; [31 59],[ 8.77310924 20.22689076] ; [27.22689076 62.77310924],0
n2,1,0.081938,3.026041,[ 6 10] ; [27 16],[8.94915254 7.05084746] ; [24.05084746 18.94915254],0
a5,1,0.088328,2.904593,[15 17] ; [62 35],[19.10077519 12.89922481] ; [57.89922481 39.10077519],0
a7,1,0.096417,2.763833,[15 17] ; [61 35],[19. 13.] ; [57. 39.],0
a3,1,0.126121,2.339608,[17 14] ; [67 29],[20.50393701 10.49606299] ; [63.49606299 32.50393701],0
v1,1,0.197441,1.661204,[ 8 23] ; [37 59],[10.98425197 20.01574803] ; [34.01574803 61.98425197],0
d4,1,0.199397,1.646784,[21 11] ; [74 22],[23.75  8.25] ; [71.25 24.75],0
a4,1,0.232144,1.427674,[12 19] ; [49 47],[14.88976378 16.11023622] ; [46.11023622 49.88976378],0
d5,1,0.235109,1.409683,[21 11] ; [74 23],[23.56589147  8.43410853] ; [71.43410853 25.56589147],0
a6,1,0.237185,1.39725,[16 16] ; [60 37],[18.85271318 13.14728682] ; [57.14728682 39.85271318],0
d1,1,0.240944,1.375063,[13 19] ; [51 46],[15.87596899 16.12403101] ; [48.12403101 48.87596899],0
p8,1,0.324382,0.971195,[ 3 29] ; [16 81],[ 4.71317829 27.28682171] ; [14.28682171 82.71317829],0
v2,1,0.355912,0.852266,[10 22] ; [38 56],[12.19047619 19.80952381] ; [35.80952381 58.19047619],0
p1,1,0.36262,0.828801,[ 4 28] ; [ 7 89],[ 2.75 29.25] ; [ 8.25 87.75],0
a2,1,0.394915,0.723756,[ 5 27] ; [22 75],[ 6.69767442 25.30232558] ; [20.30232558 76.69767442],0
v3,1,0.396381,0.719278,[ 7 25] ; [27 64],[ 8.84552846 23.15447154] ; [25.15447154 65.84552846],0
p12,1,0.410536,0.677249,[ 1 31] ; [ 1 95],[ 0.5 31.5] ; [ 1.5 94.5],0
b1,1,0.508568,0.437013,[17 15] ; [45 52],[15.37984496 16.62015504] ; [46.62015504 50.37984496],0
n4,1,0.548197,0.360558,[22 10] ; [61 36],[20.58914729 11.41085271] ; [62.41085271 34.58914729],0
b4,1,0.573839,0.316302,[18 14] ; [60 37],[19.34883721 12.65116279] ; [58.65116279 38.34883721],0
s5,1,0.59174,0.287636,[ 4 28] ; [15 76],[ 4.94308943 27.05691057] ; [14.05691057 76.94308943],0
b2,1,0.651263,0.204312,[ 7 14] ; [26 41],[ 7.875 13.125] ; [25.125 41.875],0
b3,1,0.651263,0.204312,[ 7 14] ; [26 41],[ 7.875 13.125] ; [25.125 41.875],0
s1,1,0.703718,0.144633,[ 2 30] ; [ 8 88],[ 2.5 29.5] ; [ 7.5 88.5],0
a8,1,0.713892,0.134421,[ 3 29] ; [10 75],[ 3.55555556 28.44444444] ; [ 9.44444444 75.55555556],0
n5,1,0.717956,0.13046,[18 14] ; [51 46],[17.11627907 14.88372093] ; [51.88372093 45.11627907],0
n1,1,0.761799,0.091881,[ 6 10] ; [18 25],[6.50847458 9.49152542] ; [17.49152542 25.50847458],0
s4,1,0.872653,0.025693,[ 5 27] ; [16 79],[ 5.29133858 26.70866142] ; [15.70866142 79.29133858],0
d2,1,0.955884,0.00306,[16 15] ; [49 47],[15.86614173 15.13385827] ; [49.13385827 46.86614173],0
u4,1,0.992726,8.3e-05,[ 1 31] ; [ 3 94],[ 0.99224806 31.00775194] ; [ 3.00775194 93.99224806],0
