Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,38.634756,[19 86] ; [71 50],[41.81415929 63.18584071] ; [48.18584071 72.81415929],1
p11,1,2e-06,22.893712,[66 43] ; [108  15],[81.75 27.25] ; [92.25 30.75],1
p7,1,1.3e-05,18.969747,[43 66] ; [83 39],[59.45454545 49.54545455] ; [66.54545455 55.45454545],1
r3,1,3.6e-05,17.077286,[84 24] ; [117   5],[94.3826087 13.6173913] ; [106.6173913  15.3826087],1
r1,1,7.1e-05,15.792966,[63 45] ; [101  22],[76.67532468 31.32467532] ; [87.32467532 35.67532468],1
v1,1,8.7e-05,15.392013,[35 72] ; [71 50],[49.74561404 57.25438596] ; [56.25438596 64.74561404],1
p10,1,0.000232,13.550084,[63 46] ; [97 24],[75.82608696 33.17391304] ; [84.17391304 36.82608696],1
p2,1,0.000344,12.812781,[69 39] ; [103  19],[80.76521739 27.23478261] ; [91.23478261 30.76521739],1
r4,1,0.000403,12.518927,[75 34] ; [108  15],[85.97844828 23.02155172] ; [97.02155172 25.97844828],1
v4,1,0.00056,11.905319,[84 24] ; [115   8],[93.03896104 14.96103896] ; [105.96103896  17.03896104],1
s8,1,0.00293,8.85065,[15 94] ; [37 86],[24.43103448 84.56896552] ; [27.56896552 95.43103448],0
n6,1,0.002962,8.830921,[75 32] ; [106  17],[84.20434783 22.79565217] ; [96.79565217 26.20434783],0
p8,1,0.00331,8.628276,[38 70] ; [66 55],[49.04803493 58.95196507] ; [54.95196507 66.04803493],0
p9,1,0.003348,8.607147,[66 41] ; [96 25],[76.02631579 30.97368421] ; [85.97368421 35.02631579],0
d1,1,0.007566,7.133487,[51 58] ; [79 44],[61.07758621 47.92241379] ; [68.92241379 54.07758621],0
n3,1,0.010848,6.490118,[17 13] ; [22  3],[21.27272727  8.72727273] ; [17.72727273  7.27272727],0
d4,1,0.019197,5.483505,[76 33] ; [101  21],[83.51948052 25.48051948] ; [93.48051948 28.51948052],0
p3,1,0.020041,5.408278,[41 67] ; [65 57],[49.77391304 58.22608696] ; [56.22608696 65.77391304],0
s5,1,0.031976,4.599762,[ 9 96] ; [22 97],[14.53125 90.46875] ; [ 16.46875 102.53125],0
p4,1,0.066079,3.377832,[44 65] ; [63 57],[50.930131 58.069869] ; [56.069869 63.930131],0
d5,1,0.080283,3.05917,[77 32] ; [99 24],[82.68965517 26.31034483] ; [93.31034483 29.68965517],0
a3,1,0.087582,2.918264,[68 39] ; [91 32],[73.96956522 33.03043478] ; [85.03043478 37.96956522],0
d3,1,0.096055,2.769857,[62 47] ; [83 40],[68.125 40.875] ; [76.875 46.125],0
p6,1,0.11897,2.43083,[24 83] ; [38 82],[29.2246696 77.7753304] ; [32.7753304 87.2246696],0
a5,1,0.147647,2.096393,[75 34] ; [95 28],[79.87068966 29.12931034] ; [90.12931034 32.87068966],0
a4,1,0.15176,2.054472,[46 62] ; [64 59],[51.42857143 56.57142857] ; [58.57142857 64.42857143],0
b5,1,0.153392,2.038187,[66 43] ; [63 60],[60.60775862 48.39224138] ; [68.39224138 54.60775862],0
d2,1,0.162999,1.946184,[48 59] ; [66 56],[53.26637555 53.73362445] ; [60.73362445 61.26637555],0
n2,1,0.173534,1.85215,[19 14] ; [18  6],[21.42105263 11.57894737] ; [15.57894737  8.42105263],0
r2,1,0.218932,1.511359,[94 12] ; [112   8],[96.61946903  9.38053097] ; [109.38053097  10.61946903],0
u1,1,0.296432,1.090177,[11 98] ; [ 18 105],[13.625 95.375] ; [ 15.375 107.625],0
s4,1,0.309565,1.03253,[10 99] ; [  7 116],[  7.98706897 101.01293103] ; [  9.01293103 113.98706897],0
s1,1,0.321134,0.984321,[  4 103] ; [  2 120],[  2.80349345 104.19650655] ; [  3.19650655 118.80349345],0
p12,1,0.328214,0.955932,[  2 105] ; [  5 117],[  3.27074236 103.72925764] ; [  3.72925764 118.27074236],0
p5,1,0.346802,0.885124,[  4 103] ; [  8 115],[  5.5826087 101.4173913] ; [  6.4173913 116.5826087],0
a8,1,0.361228,0.833618,[15 84] ; [12 98],[12.78947368 86.21052632] ; [14.21052632 95.78947368],0
n1,1,0.369828,0.804243,[15 17] ; [ 8 15],[13.38181818 18.61818182] ; [ 9.61818182 13.38181818],0
a6,1,0.377814,0.777804,[74 35] ; [90 33],[77.05172414 31.94827586] ; [86.94827586 36.05172414],0
a7,1,0.378645,0.775098,[70 39] ; [85 37],[73.13852814 35.86147186] ; [81.86147186 40.13852814],0
a2,1,0.407303,0.686658,[20 89] ; [28 95],[22.55172414 86.44827586] ; [25.44827586 97.55172414],0
s2,1,0.47799,0.503445,[19 89] ; [26 96],[21.13043478 86.86956522] ; [23.86956522 98.13043478],0
b4,1,0.592067,0.287127,[60 49] ; [72 51],[62.01724138 46.98275862] ; [69.98275862 53.01724138],0
a1,1,0.609817,0.260441,[  7 102] ; [  6 117],[  6.10775862 102.89224138] ; [  6.89224138 116.10775862],0
s7,1,0.715186,0.133152,[26 77] ; [31 82],[27.18055556 75.81944444] ; [29.81944444 83.18055556],0
u3,1,0.724691,0.124042,[15 26] ; [13 19],[15.7260274 25.2739726] ; [12.2739726 19.7260274],0
n5,1,0.735064,0.114513,[86 23] ; [94 28],[84.93506494 24.06493506] ; [95.06493506 26.93506494],0
s3,1,0.754247,0.097997,[30 76] ; [32 89],[28.95154185 77.04845815] ; [33.04845815 87.95154185],0
p1,1,0.770157,0.085363,[11 97] ; [ 14 109],[11.68831169 96.31168831] ; [ 13.31168831 109.68831169],0
b1,1,0.865402,0.028731,[44 65] ; [51 72],[44.63362069 64.36637931] ; [50.36637931 72.63362069],0
b2,1,0.912535,0.012065,[30 37] ; [37 44],[30.33108108 36.66891892] ; [36.66891892 44.33108108],0
b3,1,0.912535,0.012065,[30 37] ; [37 44],[30.33108108 36.66891892] ; [36.66891892 44.33108108],0
u2,1,0.967909,0.001619,[17 24] ; [13 18],[17.08333333 23.91666667] ; [12.91666667 18.08333333],0
