Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.0,42.067726,[230  80] ; [14 36],[210.11111111  99.88888889] ; [33.88888889 16.11111111],1
p8,1,0.0,30.216301,[192 114] ; [11 40],[174. 132.] ; [29. 22.],1
p7,1,2e-06,23.018666,[227  77] ; [20 29],[212.71388102  91.28611898] ; [34.28611898 14.71388102],1
p3,1,0.000557,11.915502,[192 118] ; [18 32],[180.83333333 129.16666667] ; [29.16666667 20.83333333],1
v4,1,0.00263,9.048073,[301   6] ; [46  5],[297.56703911   9.43296089] ; [49.43296089  1.56703911],0
p11,1,0.00327,8.650292,[261  50] ; [34 17],[253.43922652  57.56077348] ; [41.56077348  9.43922652],0
p10,1,0.003319,8.623207,[272  37] ; [37 14],[265.225  43.775] ; [43.775  7.225],0
p9,1,0.003375,8.592771,[283  26] ; [39 11],[277.15320334  31.84679666] ; [44.84679666  5.15320334],0
p6,1,0.01007,6.622506,[156 151] ; [16 35],[147.4972067 159.5027933] ; [24.5027933 26.4972067],0
r3,1,0.010299,6.58241,[302   8] ; [46  5],[298.8365651  11.1634349] ; [49.1634349  1.8365651],0
r4,1,0.016828,5.714196,[288  23] ; [42  9],[283.50828729  27.49171271] ; [46.49171271  4.50828729],0
b1,1,0.019572,5.449647,[117 194] ; [28 23],[124.5718232 186.4281768] ; [20.4281768 30.5718232],0
a3,1,0.030863,4.660551,[262  47] ; [37 14],[256.64166667  52.35833333] ; [42.35833333  8.64166667],0
n6,1,0.036037,4.395375,[286  22] ; [42  8],[282.18994413  25.81005587] ; [45.81005587  4.18994413],0
a6,1,0.06079,3.515691,[198 112] ; [38 11],[203.78830084 106.21169916] ; [32.21169916 16.78830084],0
n5,1,0.068539,3.317679,[276  33] ; [41 10],[272.09166667  36.90833333] ; [44.90833333  6.09166667],0
s1,1,0.069998,3.283072,[ 16 292] ; [ 6 45],[ 18.87465181 289.12534819] ; [ 3.12534819 47.87465181],0
s5,1,0.105004,2.627841,[140 157] ; [17 32],[134.76589595 162.23410405] ; [22.23410405 26.76589595],0
d5,1,0.175571,1.834723,[264  46] ; [38 11],[260.77994429  49.22005571] ; [41.22005571  7.77994429],0
s2,1,0.200199,1.640923,[233  77] ; [34 17],[229.27977839  80.72022161] ; [37.72022161 13.27977839],0
u1,1,0.214353,1.54178,[ 78 233] ; [17 34],[ 81.6160221 229.3839779] ; [13.3839779 37.6160221],0
v1,1,0.272584,1.203697,[181 123] ; [24 23],[177.54985755 126.45014245] ; [27.45014245 19.54985755],0
b5,1,0.336702,0.922947,[179 132] ; [33 18],[182.13259669 128.86740331] ; [29.86740331 21.13259669],0
u4,1,0.342755,0.900098,[ 10 301] ; [ 3 48],[ 11.16850829 299.83149171] ; [ 1.83149171 49.16850829],0
u3,1,0.347026,0.884302,[32 17] ; [11  3],[33.44444444 15.55555556] ; [9.55555556 4.44444444],0
v2,1,0.428374,0.627228,[190 117] ; [28 22],[187.46778711 119.53221289] ; [30.53221289 19.46778711],0
v3,1,0.429002,0.625522,[146 158] ; [26 22],[148.54545455 155.45454545] ; [23.45454545 24.54545455],0
a8,1,0.446985,0.578286,[ 53 223] ; [ 7 41],[ 51.11111111 224.88888889] ; [ 8.88888889 39.11111111],0
s3,1,0.485633,0.486187,[235  72] ; [36 14],[233.04481793  73.95518207] ; [37.95518207 12.04481793],0
p5,1,0.490125,0.476251,[ 58 252] ; [ 7 41],[ 56.2849162 253.7150838] ; [ 8.7150838 39.2849162],0
a4,1,0.491158,0.473989,[162 148] ; [24 27],[159.72299169 150.27700831] ; [26.27700831 24.72299169],0
s6,1,0.494904,0.465847,[256  48] ; [41 10],[254.33239437  49.66760563] ; [42.66760563  8.33239437],0
d2,1,0.51505,0.423794,[175 136] ; [30 19],[177.09722222 133.90277778] ; [27.90277778 21.09722222],0
s4,1,0.519247,0.415389,[ 55 254] ; [11 40],[ 56.65 252.35] ; [ 9.35 41.65],0
p12,1,0.521364,0.411194,[ 33 276] ; [ 7 44],[ 34.33333333 274.66666667] ; [ 5.66666667 45.33333333],0
d4,1,0.601715,0.272416,[268  42] ; [41  8],[266.82451253  43.17548747] ; [42.17548747  6.82451253],0
d3,1,0.633645,0.22715,[226  85] ; [34 15],[224.61111111  86.38888889] ; [35.38888889 13.61111111],0
n1,1,0.65912,0.194595,[28 28] ; [9 7],[28.77777778 27.22222222] ; [8.22222222 7.77777778],0
s8,1,0.662415,0.190603,[213  96] ; [36 14],[214.32033426  94.67966574] ; [34.67966574 15.32033426],0
d1,1,0.704213,0.144127,[205 106] ; [35 16],[206.1878453 104.8121547] ; [33.8121547 17.1878453],0
n2,1,0.704831,0.143495,[43 13] ; [13  3],[43.55555556 12.44444444] ; [12.44444444  3.55555556],0
b4,1,0.705496,0.142817,[168 143] ; [29 22],[169.24585635 141.75414365] ; [27.75414365 23.24585635],0
a1,1,0.707119,0.141171,[ 20 291] ; [ 4 47],[ 20.61878453 290.38121547] ; [ 3.38121547 47.61878453],0
r2,1,0.793631,0.068433,[295  10] ; [48  2],[294.69014085  10.30985915] ; [48.30985915  1.69014085],0
b2,1,0.816448,0.053878,[ 94 130] ; [16 24],[ 93.33333333 130.66666667] ; [16.66666667 23.33333333],0
b3,1,0.816448,0.053878,[ 94 130] ; [16 24],[ 93.33333333 130.66666667] ; [16.66666667 23.33333333],0
u2,1,0.826092,0.048275,[29 19] ; [8 6],[28.64516129 19.35483871] ; [8.35483871 5.64516129],0
r1,1,0.826806,0.047873,[265  45] ; [43  8],[264.48753463  45.51246537] ; [43.51246537  7.48753463],0
a5,1,0.82732,0.047585,[254  57] ; [41 10],[253.43922652  57.56077348] ; [41.56077348  9.43922652],0
a7,1,0.831446,0.045304,[212  99] ; [34 17],[211.34254144  99.65745856] ; [34.65745856 16.34254144],0
p1,1,0.861649,0.030372,[ 33 278] ; [ 5 46],[ 32.64640884 278.35359116] ; [ 5.35359116 45.64640884],0
n3,1,0.945486,0.004675,[39 17] ; [11  5],[38.88888889 17.11111111] ; [11.11111111  4.88888889],0
a2,1,0.98244,0.000484,[ 91 220] ; [15 36],[ 91.06629834 219.93370166] ; [14.93370166 36.06629834],0
