Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,1e-06,25.031752,[70 19] ; [50 64],[52.61083744 36.38916256] ; [67.38916256 46.61083744],1
v1,1,0.000211,13.734019,[71 18] ; [62 51],[58.5990099 30.4009901] ; [74.4009901 38.5990099],1
p12,1,0.000345,12.806847,[21 68] ; [  7 107],[12.27586207 76.72413793] ; [15.72413793 98.27586207],1
a1,1,0.002428,9.194316,[14 76] ; [  4 111],[ 7.90243902 82.09756098] ; [ 10.09756098 104.90243902],0
p5,1,0.004299,8.153146,[23 67] ; [ 12 103],[15.36585366 74.63414634] ; [19.63414634 95.36585366],0
n5,1,0.054993,3.682302,[79 11] ; [89 26],[73.75609756 16.24390244] ; [94.24390244 20.75609756],0
s4,1,0.059566,3.549436,[16 73] ; [33 79],[21.69651741 67.30348259] ; [27.30348259 84.69651741],0
s7,1,0.081791,3.028943,[61 24] ; [67 45],[55.2284264 29.7715736] ; [72.7715736 39.2284264],0
n4,1,0.087294,2.923588,[83  7] ; [97 18],[79.02439024 10.97560976] ; [100.97560976  14.02439024],0
n3,1,0.088483,2.901759,[7 5] ; [21  4],[9.08108108 2.91891892] ; [18.91891892  6.08108108],0
p7,1,0.119321,2.426207,[76 11] ; [90 24],[71.85074627 15.14925373] ; [94.14925373 19.85074627],0
p3,1,0.121196,2.401799,[67 22] ; [75 40],[61.95098039 27.04901961] ; [80.04901961 34.95098039],0
p9,1,0.122561,2.384287,[86  3] ; [105  10],[83.32843137  5.67156863] ; [107.67156863   7.32843137],0
p10,1,0.175597,1.834498,[82  7] ; [99 16],[78.96568627 10.03431373] ; [102.03431373  12.96568627],0
r2,1,0.208038,1.585031,[86  3] ; [112   1],[87.23762376  1.76237624] ; [110.76237624   2.23762376],0
u1,1,0.225428,1.469477,[33 57] ; [33 82],[28.97560976 61.02439024] ; [37.02439024 77.97560976],0
d3,1,0.237009,1.398299,[82  7] ; [100  15],[79.40196078  9.59803922] ; [102.59803922  12.40196078],0
s8,1,0.2482,1.333409,[59 29] ; [68 47],[55.05418719 32.94581281] ; [71.94581281 43.05418719],0
b4,1,0.250511,1.320451,[58 32] ; [65 50],[54. 36.] ; [69. 46.],0
u4,1,0.279583,1.169114,[ 5 85] ; [  3 112],[ 3.51219512 86.48780488] ; [  4.48780488 110.51219512],0
a3,1,0.298878,1.079194,[76 12] ; [93 22],[73.26108374 14.73891626] ; [95.73891626 19.26108374],0
a4,1,0.322166,0.980133,[51 39] ; [73 42],[54.43902439 35.56097561] ; [69.56097561 45.43902439],0
r1,1,0.347751,0.881647,[74 16] ; [100  15],[76.3902439 13.6097561] ; [97.6097561 17.3902439],0
s2,1,0.353256,0.861728,[54 35] ; [77 38],[57.15196078 31.84803922] ; [73.84803922 41.15196078],0
a6,1,0.402928,0.69957,[63 25] ; [76 39],[60.25615764 27.74384236] ; [78.74384236 36.25615764],0
r3,1,0.407289,0.686699,[87  2] ; [109   5],[85.93103448  3.06896552] ; [110.06896552   3.93103448],0
d5,1,0.411617,0.674126,[86  2] ; [114   1],[86.69950739  1.30049261] ; [113.30049261   1.69950739],0
u2,1,0.452461,0.564479,[10  4] ; [13  9],[8.94444444 5.05555556] ; [14.05555556  7.94444444],0
d4,1,0.454475,0.559468,[87  1] ; [112   3],[86.26600985  1.73399015] ; [112.73399015   2.26600985],0
p8,1,0.470795,0.520109,[66 22] ; [81 34],[63.72413793 24.27586207] ; [83.27586207 31.72413793],0
p2,1,0.515022,0.42385,[83  7] ; [103  12],[81.65853659  8.34146341] ; [104.34146341  10.65853659],0
s6,1,0.544638,0.36701,[67 20] ; [91 22],[68.73 18.27] ; [89.27 23.73],0
p4,1,0.561729,0.336719,[74 15] ; [99 16],[75.4754902 13.5245098] ; [97.5245098 17.4754902],0
n1,1,0.582716,0.301865,[4 7] ; [12 14],[4.75675676 6.24324324] ; [11.24324324 14.75675676],0
a7,1,0.600242,0.274632,[66 24] ; [88 27],[67.6097561 22.3902439] ; [86.3902439 28.6097561],0
b3,1,0.682634,0.167176,[27 31] ; [34 45],[25.82481752 32.17518248] ; [35.17518248 43.82481752],0
b2,1,0.682634,0.167176,[27 31] ; [34 45],[25.82481752 32.17518248] ; [35.17518248 43.82481752],0
n6,1,0.689114,0.160047,[81  7] ; [104  11],[80.19704433  7.80295567] ; [104.80295567  10.19704433],0
s3,1,0.689294,0.159851,[55 33] ; [75 40],[56.3546798 31.6453202] ; [73.6453202 41.3546798],0
p11,1,0.724957,0.123792,[73 17] ; [91 24],[72. 18.] ; [92. 23.],0
a5,1,0.839248,0.04115,[79 11] ; [102  13],[79.46341463 10.53658537] ; [101.53658537  13.46341463],0
v4,1,0.868471,0.027423,[87  2] ; [112   3],[86.81862745  2.18137255] ; [112.18137255   2.81862745],0
a8,1,0.876904,0.023992,[10 66] ; [13 92],[ 9.65745856 66.34254144] ; [13.34254144 91.65745856],0
a2,1,0.880696,0.022526,[33 57] ; [41 74],[32.48780488 57.51219512] ; [41.51219512 73.48780488],0
n2,1,0.896873,0.016799,[9 3] ; [20  6],[9.15789474 2.84210526] ; [19.84210526  6.15789474],0
r4,1,0.915083,0.01137,[85  5] ; [109   6],[85.17073171  4.82926829] ; [108.82926829   6.17073171],0
p1,1,0.926778,0.008446,[12 77] ; [ 15 100],[11.77941176 77.22058824] ; [15.22058824 99.77941176],0
b1,1,0.927828,0.008204,[37 53] ; [48 67],[37.31707317 52.68292683] ; [47.68292683 67.31707317],0
u3,1,0.932412,0.007193,[10  4] ; [16  6],[10.11111111  3.88888889] ; [15.88888889  6.11111111],0
b5,1,0.944545,0.004838,[52 38] ; [67 48],[52.24390244 37.75609756] ; [66.75609756 48.24390244],0
d2,1,0.95125,0.003738,[67 22] ; [87 28],[67.18627451 21.81372549] ; [86.81372549 28.18627451],0
s5,1,0.968701,0.00154,[39 44] ; [52 58],[39.13471503 43.86528497] ; [51.86528497 58.13471503],0
s1,1,0.970296,0.001387,[ 4 85] ; [  5 109],[ 3.94581281 85.05418719] ; [  5.05418719 108.94581281],0
