Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s5,1,1.6e-05,18.599583,[ 4 54] ; [21 29],[13.42592593 44.57407407] ; [11.57407407 38.42592593],1
p12,1,0.05175,3.783842,[ 2 56] ; [ 7 44],[ 4.78899083 53.21100917] ; [ 4.21100917 46.78899083],0
n5,1,0.055234,3.675003,[36 22] ; [41 11],[40.6 17.4] ; [36.4 15.6],0
r2,1,0.056345,3.641829,[43 15] ; [46  6],[46.92727273 11.07272727] ; [42.07272727  9.92727273],0
p2,1,0.118212,2.44085,[36 21] ; [40 12],[39.74311927 17.25688073] ; [36.25688073 15.74311927],0
n6,1,0.120816,2.406715,[38 20] ; [41 11],[41.65454545 16.34545455] ; [37.34545455 14.65454545],0
n4,1,0.129724,2.295804,[32 26] ; [36 16],[35.85454545 22.14545455] ; [32.14545455 19.85454545],0
p8,1,0.139005,2.188944,[21 36] ; [26 25],[24.80555556 32.19444444] ; [22.19444444 28.80555556],0
b4,1,0.177827,1.815695,[26 32] ; [30 22],[29.52727273 28.47272727] ; [26.47272727 25.52727273],0
v2,1,0.189295,1.723098,[13 42] ; [17 31],[16.01941748 38.98058252] ; [13.98058252 34.01941748],0
v3,1,0.192106,1.701389,[10 46] ; [14 35],[12.8 43.2] ; [11.2 37.8],0
a5,1,0.202563,1.623795,[22 36] ; [26 26],[25.30909091 32.69090909] ; [22.69090909 29.30909091],0
d1,1,0.211213,1.563092,[ 4 54] ; [ 1 51],[ 2.63636364 55.36363636] ; [ 2.36363636 49.63636364],0
d2,1,0.303102,1.060498,[16 42] ; [10 42],[13.70909091 44.29090909] ; [12.29090909 39.70909091],0
d5,1,0.32401,0.972689,[21 36] ; [24 28],[23.53211009 33.46788991] ; [21.46788991 30.53211009],0
a4,1,0.379143,0.773479,[14 44] ; [ 9 43],[12.12727273 45.87272727] ; [10.87272727 41.12727273],0
b1,1,0.391804,0.733335,[27 31] ; [20 32],[24.78181818 33.21818182] ; [22.21818182 29.78181818],0
n1,1,0.392041,0.732601,[10 15] ; [ 4 11],[ 8.75 16.25] ; [5.25 9.75],0
p7,1,0.40762,0.685732,[29 28] ; [30 21],[31.13888889 25.86111111] ; [27.86111111 23.13888889],0
u2,1,0.486339,0.484615,[12 23] ; [12 16],[13.33333333 21.66666667] ; [10.66666667 17.33333333],0
a3,1,0.541184,0.37335,[23 34] ; [24 28],[24.57798165 32.42201835] ; [22.42201835 29.57798165],0
s1,1,0.557842,0.343455,[ 2 55] ; [ 3 48],[ 2.63888889 54.36111111] ; [ 2.36111111 48.63888889],0
n2,1,0.570435,0.321955,[15 11] ; [10  5],[15.85365854 10.14634146] ; [9.14634146 5.85365854],0
a7,1,0.634759,0.225662,[27 30] ; [27 25],[28.23853211 28.76146789] ; [25.76146789 26.23853211],0
d3,1,0.660166,0.193322,[12 44] ; [13 39],[12.96296296 43.03703704] ; [12.03703704 39.96296296],0
p1,1,0.878896,0.023216,[ 5 52] ; [ 5 47],[ 5.2293578 51.7706422] ; [ 4.7706422 47.2293578],0
a8,1,0.881673,0.022156,[ 6 48] ; [ 5 44],[ 5.76699029 48.23300971] ; [ 5.23300971 43.76699029],0
a2,1,0.890546,0.018937,[ 3 55] ; [ 3 49],[ 3.16363636 54.83636364] ; [ 2.83636364 49.16363636],0
p6,1,0.894281,0.01766,[15 42] ; [14 37],[15.30555556 41.69444444] ; [13.69444444 37.30555556],0
u1,1,0.937855,0.006079,[ 1 57] ; [ 1 51],[ 1.05454545 56.94545455] ; [ 0.94545455 51.05454545],0
b5,1,1.0,0.0,[29 29] ; [26 26],[29. 29.] ; [26. 26.],0
n3,1,1.0,0.0,[16  8] ; [10  5],[16.  8.] ; [10.  5.],0
