Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
u1,1,0.019078,5.49434,[2 1] ; [ 41 215],[0.4980695 2.5019305] ; [ 42.5019305 213.4980695],0
v4,1,0.061075,3.507942,[2 1] ; [238  16],[2.80155642 0.19844358] ; [237.19844358  16.80155642],0
s3,1,0.411411,0.67472,[1 2] ; [143 108],[1.7007874 1.2992126] ; [142.2992126 108.7007874],0
a4,1,0.525387,0.403306,[2 1] ; [123 132],[1.45348837 1.54651163] ; [123.54651163 131.45348837],0
n6,1,0.578366,0.308884,[2 1] ; [204  52],[2.38610039 0.61389961] ; [203.61389961  52.38610039],0
s2,1,0.579847,0.306481,[1 2] ; [125 128],[1.4765625 1.5234375] ; [124.5234375 128.4765625],0
n5,1,0.592383,0.286638,[2 1] ; [203  53],[2.37451737 0.62548263] ; [202.62548263  53.37451737],0
s7,1,0.619553,0.246496,[1 2] ; [116 127],[1.42682927 1.57317073] ; [115.57317073 127.42682927],0
s8,1,0.64595,0.211044,[1 2] ; [118 135],[1.39453125 1.60546875] ; [117.60546875 135.39453125],0
v2,1,0.669553,0.182125,[2 1] ; [132 111],[1.63414634 1.36585366] ; [132.36585366 110.63414634],0
a5,1,0.674595,0.176274,[2 1] ; [197  59],[2.30501931 0.69498069] ; [196.69498069  59.30501931],0
n3,1,0.674632,0.176232,[2 1] ; [34 10],[2.29787234 0.70212766] ; [33.70212766 10.29787234],0
v1,1,0.676851,0.173692,[2 1] ; [136 113],[1.64285714 1.35714286] ; [136.35714286 112.64285714],0
n1,1,0.682842,0.166944,[2 1] ; [24 20],[1.65957447 1.34042553] ; [24.34042553 19.65957447],0
a2,1,0.701285,0.147139,[1 2] ; [ 61 195],[0.71814672 2.28185328] ; [ 61.28185328 194.71814672],0
n2,1,0.730647,0.118519,[2 1] ; [34 11],[2.25 0.75] ; [33.75 11.25],0
b4,1,0.757451,0.095376,[2 1] ; [148 108],[1.73745174 1.26254826] ; [148.26254826 107.73745174],0
a3,1,0.769815,0.085625,[2 1] ; [189  66],[2.22093023 0.77906977] ; [188.77906977  66.22093023],0
v3,1,0.86176,0.030323,[1 2] ; [ 96 155],[1.14566929 1.85433071] ; [ 95.85433071 155.14566929],0
s6,1,0.889133,0.019433,[2 1] ; [155  92],[1.884 1.116] ; [155.116  91.884],0
d3,1,0.892905,0.018125,[2 1] ; [161  95],[1.88803089 1.11196911] ; [161.11196911  94.88803089],0
a7,1,0.921575,0.009692,[2 1] ; [163  92],[1.91860465 1.08139535] ; [163.08139535  91.91860465],0
a6,1,0.943666,0.004993,[2 1] ; [165  90],[1.94186047 1.05813953] ; [165.05813953  89.94186047],0
b3,1,0.946926,0.004431,[1 2] ; [ 57 105],[1.05454545 1.94545455] ; [ 56.94545455 105.05454545],0
b2,1,0.946926,0.004431,[1 2] ; [ 57 105],[1.05454545 1.94545455] ; [ 56.94545455 105.05454545],0
