Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,29.355252,[118   9] ; [2 5],[113.73134328  13.26865672] ; [6.26865672 0.73134328],1
r2,1,0.000101,15.11147,[119   6] ; [4 3],[116.47727273   8.52272727] ; [6.52272727 0.47727273],1
b1,1,0.006533,7.397167,[44 83] ; [6 1],[47.3880597 79.6119403] ; [2.6119403 4.3880597],0
s4,1,0.036976,4.351507,[ 17 107] ; [3 4],[ 18.93129771 105.06870229] ; [1.06870229 5.93129771],0
r1,1,0.047237,3.936921,[97 30] ; [3 4],[94.7761194 32.2238806] ; [5.2238806 1.7761194],0
a7,1,0.057048,3.621202,[95 31] ; [3 4],[92.84210526 33.15789474] ; [5.15789474 1.84210526],0
p11,1,0.142094,2.155131,[102  25] ; [4 3],[100.46268657  26.53731343] ; [5.53731343 1.46268657],0
v2,1,0.14522,2.121751,[73 53] ; [6 1],[74.84210526 51.15789474] ; [4.15789474 2.84210526],0
s6,1,0.154776,2.024541,[69 54] ; [2 5],[67.17692308 55.82307692] ; [3.82307692 3.17692308],0
n4,1,0.161482,1.960297,[101  26] ; [4 3],[99.51492537 27.48507463] ; [5.48507463 1.51492537],0
p9,1,0.166922,1.910375,[112  14] ; [5 2],[110.84210526  15.15789474] ; [6.15789474 0.84210526],0
d4,1,0.182033,1.780947,[100  27] ; [4 3],[98.56716418 28.43283582] ; [5.43283582 1.56716418],0
n6,1,0.1946,1.682445,[112  15] ; [5 2],[110.8880597  16.1119403] ; [6.1119403 0.8880597],0
a6,1,0.208829,1.579525,[84 43] ; [3 4],[82.45522388 44.54477612] ; [4.54477612 2.45522388],0
b5,1,0.208829,1.579525,[84 43] ; [3 4],[82.45522388 44.54477612] ; [4.54477612 2.45522388],0
p5,1,0.227628,1.455624,[ 16 111] ; [2 5],[ 17.05970149 109.94029851] ; [0.94029851 6.05970149],0
p3,1,0.245621,1.34804,[82 45] ; [3 4],[80.55970149 46.44029851] ; [4.44029851 2.55970149],0
p8,1,0.271955,1.206857,[82 43] ; [6 1],[83.33333333 41.66666667] ; [4.66666667 2.33333333],0
b4,1,0.328223,0.955895,[78 49] ; [3 4],[76.76865672 50.23134328] ; [4.23134328 2.76865672],0
p12,1,0.344381,0.894056,[  7 119] ; [1 6],[  7.57894737 118.42105263] ; [0.42105263 6.57894737],0
u3,1,0.347215,0.883608,[25 16] ; [1 2],[24.22727273 16.77272727] ; [1.77272727 1.22727273],0
n1,1,0.395243,0.722752,[ 9 22] ; [2 2],[ 9.74285714 21.25714286] ; [1.25714286 2.74285714],0
d2,1,0.49075,0.474881,[53 74] ; [2 5],[52.12686567 74.87313433] ; [2.87313433 4.12686567],0
n2,1,0.515252,0.423387,[18 13] ; [3 1],[18.6 12.4] ; [2.4 1.6],0
a4,1,0.525974,0.402164,[57 70] ; [4 3],[57.81343284 69.18656716] ; [3.18656716 3.81343284],0
v3,1,0.541649,0.372492,[51 76] ; [2 5],[50.23134328 76.76865672] ; [2.76865672 4.23134328],0
a3,1,0.572283,0.318877,[85 41] ; [4 3],[84.31578947 41.68421053] ; [4.68421053 2.31578947],0
a2,1,0.627347,0.235675,[28 99] ; [1 6],[27.48507463 99.51492537] ; [1.51492537 5.48507463],0
s7,1,0.645096,0.212139,[51 68] ; [2 4],[50.456 68.544] ; [2.544 3.456],0
p4,1,0.658608,0.195219,[100  27] ; [6 1],[100.46268657  26.53731343] ; [5.53731343 1.46268657],0
s2,1,0.735076,0.114502,[29 97] ; [2 5],[29.36842105 96.63157895] ; [1.63157895 5.36842105],0
u1,1,0.760418,0.092983,[ 24 103] ; [1 6],[ 23.69402985 103.30597015] ; [1.30597015 5.69402985],0
u2,1,0.80725,0.059524,[25 17] ; [2 1],[25.2 16.8] ; [1.8 1.2],0
n3,1,0.816297,0.053968,[24  6] ; [3 1],[23.82352941  6.17647059] ; [3.17647059 0.82352941],0
d3,1,0.816302,0.053965,[84 41] ; [5 2],[84.28030303 40.71969697] ; [4.71969697 2.28030303],0
v1,1,0.821255,0.051045,[78 49] ; [4 3],[77.71641791 49.28358209] ; [4.28358209 2.71641791],0
p10,1,0.822011,0.050607,[103  22] ; [6 1],[103.21969697  21.78030303] ; [5.78030303 1.21969697],0
d5,1,0.828858,0.046728,[104  22] ; [6 1],[104.21052632  21.78947368] ; [5.78947368 1.21052632],0
b3,1,0.831747,0.04514,[35 43] ; [2 3],[34.77108434 43.22891566] ; [2.22891566 2.77108434],0
b2,1,0.831747,0.04514,[35 43] ; [2 3],[34.77108434 43.22891566] ; [2.22891566 2.77108434],0
s5,1,0.862118,0.030164,[39 84] ; [2 5],[38.79230769 84.20769231] ; [2.20769231 4.79230769],0
d1,1,0.884355,0.021156,[69 58] ; [4 3],[69.18656716 57.81343284] ; [3.81343284 3.18656716],0
p2,1,0.945808,0.00462,[110  17] ; [6 1],[109.94029851  17.05970149] ; [6.05970149 0.94029851],0
a5,1,0.974558,0.001017,[90 37] ; [5 2],[90.03731343 36.96268657] ; [4.96268657 2.03731343],0
