Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,39.904071,[ 66 102] ; [176  74],[97.26315789 70.73684211] ; [144.73684211 105.26315789],1
v3,1,0.0,36.328029,[ 45 126] ; [139 109],[75.09307876 95.90692124] ; [108.90692124 139.09307876],1
b3,1,0.00012,14.797705,[21 75] ; [75 89],[35.44615385 60.55384615] ; [ 60.55384615 103.44615385],1
b2,1,0.00012,14.797705,[21 75] ; [75 89],[35.44615385 60.55384615] ; [ 60.55384615 103.44615385],1
a3,1,0.000248,13.423855,[107  66] ; [197  55],[123.74588235  49.25411765] ; [180.25411765  71.74588235],1
n5,1,0.000273,13.247654,[122  49] ; [217  36],[136.71933962  34.28066038] ; [202.28066038  50.71933962],1
a5,1,0.00029,13.131253,[116  57] ; [209  45],[131.67447307  41.32552693] ; [193.32552693  60.67447307],1
d1,1,0.000579,11.843323,[90 83] ; [174  80],[106.96018735  66.03981265] ; [157.03981265  96.96018735],1
r4,1,0.001344,10.281601,[152  21] ; [244  10],[160.44028103  12.55971897] ; [235.55971897  18.44028103],0
d4,1,0.002266,9.320373,[135  38] ; [225  28],[146.1971831  26.8028169] ; [213.8028169  39.1971831],0
p4,1,0.002567,9.092477,[116  56] ; [204  50],[129.20187793  42.79812207] ; [190.79812207  63.20187793],0
n4,1,0.002896,8.871673,[127  45] ; [217  37],[138.89201878  33.10798122] ; [205.10798122  48.89201878],0
n1,1,0.004702,7.990521,[ 8 27] ; [21 17],[13.90410959 21.09589041] ; [15.09589041 22.90410959],0
p9,1,0.007691,7.104139,[145  26] ; [234  18],[153.21276596  17.78723404] ; [225.78723404  26.21276596],0
s5,1,0.008184,6.992675,[ 51 116] ; [106 138],[ 63.79318735 103.20681265] ; [ 93.20681265 150.79318735],0
d5,1,0.009003,6.822234,[132  41] ; [218  35],[142.13615023  30.86384977] ; [207.86384977  45.13615023],0
p10,1,0.010752,6.50591,[142  29] ; [230  22],[150.38297872  20.61702128] ; [221.61702128  30.38297872],0
s8,1,0.01107,6.454071,[75 97] ; [141 110],[87.82978723 84.17021277] ; [128.17021277 122.82978723],0
r1,1,0.011393,6.402928,[135  38] ; [220  32],[144.50588235  28.49411765] ; [210.49411765  41.50588235],0
a2,1,0.020796,5.343791,[ 28 145] ; [ 65 189],[ 37.67915691 135.32084309] ; [ 55.32084309 198.67915691],0
p3,1,0.023974,5.096536,[98 74] ; [172  82],[109.01408451  62.98591549] ; [160.98591549  93.01408451],0
p6,1,0.036059,4.394305,[74 98] ; [133 116],[84.57007126 87.42992874] ; [122.42992874 126.57007126],0
p12,1,0.038741,4.272169,[ 11 160] ; [ 32 222],[ 17.30117647 153.69882353] ; [ 25.69882353 228.30117647],0
n2,1,0.039194,4.252458,[24 12] ; [33  5],[27.72972973  8.27027027] ; [29.27027027  8.72972973],0
u1,1,0.039777,4.227355,[ 21 152] ; [ 50 204],[ 28.76580796 144.23419204] ; [ 42.23419204 211.76580796],0
r2,1,0.041954,4.137045,[157  14] ; [241   9],[161.65795724   9.34204276] ; [236.34204276  13.65795724],0
