Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.0,33.945796,[19 60] ; [25  4],[32.18518519 46.81481481] ; [11.81481481 17.18518519],1
p6,1,2e-05,18.186135,[ 7 72] ; [13 16],[14.62962963 64.37037037] ; [ 5.37037037 23.62962963],1
p4,1,0.000225,13.61366,[19 60] ; [18 11],[27.06481481 51.93518519] ; [ 9.93518519 19.06481481],1
p10,1,0.002266,9.320826,[11 67] ; [12 17],[16.76635514 61.23364486] ; [ 6.23364486 22.76635514],0
p2,1,0.003016,8.797775,[35 45] ; [22  7],[41.83486239 38.16513761] ; [15.16513761 13.83486239],0
d3,1,0.005775,7.619053,[34 46] ; [21  8],[40.36697248 39.63302752] ; [14.63302752 14.36697248],0
p3,1,0.010464,6.554176,[17 63] ; [13 15],[22.22222222 57.77777778] ; [ 7.77777778 20.22222222],0
a4,1,0.011832,6.335927,[34 44] ; [ 5 24],[28.42990654 49.57009346] ; [10.57009346 18.42990654],0
s6,1,0.015566,5.851234,[26 53] ; [17 12],[31.4537037 47.5462963] ; [11.5462963 17.4537037],0
s7,1,0.022543,5.2034,[14 58] ; [12 17],[18.53465347 53.46534653] ; [ 7.46534653 21.53465347],0
s2,1,0.024819,5.036502,[18 61] ; [13 16],[22.67592593 56.32407407] ; [ 8.32407407 20.67592593],0
b4,1,0.030566,4.677198,[49 31] ; [11 18],[44.03669725 35.96330275] ; [15.96330275 13.03669725],0
d1,1,0.031612,4.619404,[26 54] ; [16 13],[30.82568807 49.17431193] ; [11.17431193 17.82568807],0
s3,1,0.041258,4.165399,[29 50] ; [17 12],[33.64814815 45.35185185] ; [12.35185185 16.64814815],0
u2,1,0.0457,3.992624,[13 23] ; [10  5],[16.23529412 19.76470588] ; [6.76470588 8.23529412],0
r3,1,0.068371,3.321701,[55 25] ; [25  4],[58.71559633 21.28440367] ; [21.28440367  7.71559633],0
a7,1,0.07859,3.093831,[40 40] ; [20  9],[44.03669725 35.96330275] ; [15.96330275 13.03669725],0
d4,1,0.101429,2.682937,[47 33] ; [22  7],[50.64220183 29.35779817] ; [18.35779817 10.64220183],0
v4,1,0.129994,2.292573,[57 22] ; [25  4],[59.98148148 19.01851852] ; [22.01851852  6.98148148],0
b5,1,0.144379,2.13066,[37 43] ; [18 11],[40.36697248 39.63302752] ; [14.63302752 14.36697248],0
s8,1,0.146554,2.107754,[10 69] ; [ 7 22],[12.43518519 66.56481481] ; [ 4.56481481 24.43518519],0
b2,1,0.160392,1.970526,[18 39] ; [ 2 13],[15.83333333 41.16666667] ; [ 4.16666667 10.83333333],0
b3,1,0.160392,1.970526,[18 39] ; [ 2 13],[15.83333333 41.16666667] ; [ 4.16666667 10.83333333],0
n6,1,0.193188,1.693135,[46 34] ; [20  8],[48.88888889 31.11111111] ; [17.11111111 10.88888889],0
u3,1,0.204933,1.606867,[17 19] ; [10  5],[19.05882353 16.94117647] ; [7.94117647 7.05882353],0
n3,1,0.260298,1.267174,[19 15] ; [4 7],[17.37777778 16.62222222] ; [5.62222222 5.37777778],0
r1,1,0.264316,1.246009,[56 24] ; [17 12],[53.57798165 26.42201835] ; [19.42201835  9.57798165],0
r2,1,0.285481,1.140812,[64 15] ; [26  3],[65.83333333 13.16666667] ; [24.16666667  4.83333333],0
b1,1,0.316495,1.003377,[41 39] ; [18 11],[43.30275229 36.69724771] ; [15.69724771 13.30275229],0
a6,1,0.316495,1.003377,[41 39] ; [18 11],[43.30275229 36.69724771] ; [15.69724771 13.30275229],0
a1,1,0.348282,0.879706,[ 7 73] ; [ 1 28],[ 5.87155963 74.12844037] ; [ 2.12844037 26.87155963],0
v3,1,0.354275,0.858086,[17 61] ; [ 4 25],[15.30841121 62.69158879] ; [ 5.69158879 23.30841121],0
p11,1,0.392286,0.731844,[34 46] ; [15 14],[35.96330275 44.03669725] ; [13.03669725 15.96330275],0
d5,1,0.398609,0.712519,[51 29] ; [21  8],[52.8440367 27.1559633] ; [19.1559633  9.8440367],0
a2,1,0.441408,0.592621,[13 67] ; [ 3 26],[11.74311927 68.25688073] ; [ 4.25688073 24.74311927],0
n4,1,0.462779,0.539166,[53 27] ; [17 12],[51.37614679 28.62385321] ; [18.62385321 10.37614679],0
n1,1,0.464018,0.536185,[12 24] ; [5 6],[13.0212766 22.9787234] ; [3.9787234 7.0212766],0
p5,1,0.487751,0.481483,[ 3 77] ; [ 2 27],[ 3.66972477 76.33027523] ; [ 1.33027523 27.66972477],0
a3,1,0.493086,0.469784,[44 35] ; [14 15],[42.42592593 36.57407407] ; [15.57407407 13.42592593],0
s4,1,0.49876,0.457573,[15 64] ; [ 7 21],[16.24299065 62.75700935] ; [ 5.75700935 22.24299065],0
d2,1,0.514815,0.424269,[38 41] ; [16 13],[39.5 39.5] ; [14.5 14.5],0
a5,1,0.570924,0.321139,[42 38] ; [17 12],[43.30275229 36.69724771] ; [15.69724771 13.30275229],0
n2,1,0.573798,0.316368,[20 17] ; [7 4],[20.8125 16.1875] ; [6.1875 4.8125],0
n5,1,0.586739,0.295466,[45 35] ; [18 11],[46.23853211 33.76146789] ; [16.76146789 12.23853211],0
s1,1,0.607785,0.263412,[ 8 71] ; [ 2 27],[ 7.31481481 71.68518519] ; [ 2.68518519 26.31481481],0
s5,1,0.795289,0.067314,[12 67] ; [ 5 24],[12.43518519 66.56481481] ; [ 4.56481481 24.43518519],0
p1,1,0.813579,0.055607,[ 7 72] ; [ 3 26],[ 7.31481481 71.68518519] ; [ 2.68518519 26.31481481],0
u1,1,0.95788,0.002789,[ 8 72] ; [ 3 26],[ 8.0733945 71.9266055] ; [ 2.9266055 26.0733945],0
r4,1,0.960062,0.002508,[52 28] ; [19 10],[52.11009174 27.88990826] ; [18.88990826 10.11009174],0
a8,1,0.961642,0.002313,[ 6 72] ; [ 2 25],[ 5.94285714 72.05714286] ; [ 2.05714286 24.94285714],0
v1,1,0.966504,0.001763,[19 61] ; [ 7 22],[19.08256881 60.91743119] ; [ 6.91743119 22.08256881],0
