Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,43.789676,[18 36] ; [82 13],[36.24161074 17.75838926] ; [63.75838926 31.24161074],1
n6,1,0.000439,12.360441,[30 23] ; [79 16],[39.03378378 13.96621622] ; [69.96621622 25.03378378],1
s7,1,0.014418,5.986169,[18 33] ; [50 38],[24.94964029 26.05035971] ; [43.05035971 44.94964029],0
a8,1,0.023616,5.122634,[ 1 47] ; [12 72],[ 4.72727273 43.27272727] ; [ 8.27272727 75.72727273],0
p5,1,0.025,5.023853,[ 1 53] ; [12 83],[ 4.7114094 49.2885906] ; [ 8.2885906 86.7114094],0
n1,1,0.042732,4.105956,[ 4 15] ; [15 15],[ 7.36734694 11.63265306] ; [11.63265306 18.36734694],0
p10,1,0.044718,4.02925,[27 26] ; [63 30],[32.67123288 20.32876712] ; [57.32876712 35.67123288],0
p6,1,0.046544,3.961795,[13 40] ; [38 55],[18.51369863 34.48630137] ; [32.48630137 60.51369863],0
b3,1,0.060512,3.523284,[ 3 21] ; [15 30],[ 6.26086957 17.73913043] ; [11.73913043 33.26086957],0
b2,1,0.060512,3.523284,[ 3 21] ; [15 30],[ 6.26086957 17.73913043] ; [11.73913043 33.26086957],0
v1,1,0.068018,3.330222,[20 32] ; [52 44],[25.2972973 26.7027027] ; [46.7027027 49.2972973],0
p9,1,0.070725,3.266107,[33 20] ; [71 22],[37.75342466 15.24657534] ; [66.24657534 26.75342466],0
a3,1,0.080385,3.057092,[28 25] ; [64 31],[32.94594595 20.05405405] ; [59.05405405 35.94594595],0
p4,1,0.092245,2.834754,[25 28] ; [59 37],[29.87919463 23.12080537] ; [54.12080537 41.87919463],0
r2,1,0.096859,2.756521,[47  7] ; [90  5],[49.65100671  4.34899329] ; [87.34899329  7.65100671],0
s4,1,0.097271,2.749729,[16 38] ; [17 78],[11.95973154 42.04026846] ; [21.04026846 73.95973154],0
s8,1,0.099177,2.718732,[17 37] ; [43 52],[21.74496644 32.25503356] ; [38.25503356 56.74496644],0
r4,1,0.101899,2.675571,[41 13] ; [83 13],[44.64  9.36] ; [79.36 16.64],0
n3,1,0.130269,2.289297,[15  4] ; [18 13],[12.54  6.46] ; [20.46 10.54],0
v3,1,0.135909,2.223683,[12 38] ; [34 60],[15.97222222 34.02777778] ; [30.02777778 63.97222222],0
s6,1,0.159308,1.98078,[32 22] ; [65 27],[35.87671233 18.12328767] ; [61.12328767 30.87671233],0
r1,1,0.16753,1.904912,[37 17] ; [74 20],[40.5 13.5] ; [70.5 23.5],0
b4,1,0.251445,1.315257,[35 19] ; [53 43],[31.68 22.32] ; [56.32 39.68],0
p7,1,0.282086,1.157014,[27 27] ; [55 38],[30.12244898 23.87755102] ; [51.87755102 41.12244898],0
u1,1,0.288908,1.124703,[ 7 47] ; [19 77],[ 9.36 44.64] ; [16.64 79.36],0
s1,1,0.297811,1.083969,[ 1 53] ; [ 5 88],[ 2.20408163 51.79591837] ; [ 3.79591837 89.20408163],0
d3,1,0.301105,1.069293,[40 13] ; [64 31],[37.24324324 15.75675676] ; [66.75675676 28.24324324],0
a6,1,0.314426,1.011994,[36 18] ; [56 40],[33.12 20.88] ; [58.88 37.12],0
s5,1,0.319566,0.990721,[15 37] ; [33 56],[17.70212766 34.29787234] ; [30.29787234 58.70212766],0
u2,1,0.36756,0.811897,[13 11] ; [13 18],[11.34545455 12.65454545] ; [14.65454545 16.34545455],0
p8,1,0.368466,0.808833,[18 35] ; [39 55],[20.55102041 32.44897959] ; [36.44897959 57.55102041],0
a5,1,0.404657,0.694444,[30 24] ; [60 36],[32.4 21.6] ; [57.6 38.4],0
p12,1,0.44218,0.590619,[ 1 53] ; [ 4 91],[ 1.81208054 52.18791946] ; [ 3.18791946 91.81208054],0
a7,1,0.460675,0.544254,[40 13] ; [67 29],[38.06040268 14.93959732] ; [68.93959732 27.06040268],0
b5,1,0.470486,0.520833,[34 20] ; [66 30],[36. 18.] ; [64. 32.],0
s2,1,0.495699,0.464133,[27 27] ; [53 42],[28.99328859 25.00671141] ; [51.00671141 43.99328859],0
a4,1,0.497305,0.460682,[20 34] ; [41 55],[21.96 32.04] ; [39.04 56.96],0
d5,1,0.531437,0.391643,[39 14] ; [75 21],[40.55033557 12.44966443] ; [73.44966443 22.55033557],0
a1,1,0.64224,0.215825,[ 1 53] ; [ 3 93],[ 1.44 52.56] ; [ 2.56 93.44],0
n2,1,0.659027,0.194707,[13  6] ; [23  8],[13.68  5.32] ; [22.32  8.68],0
d1,1,0.663113,0.189765,[29 25] ; [48 48],[27.72 26.28] ; [49.28 46.72],0
